Input Number, Run_Number, Result@ 100, H, PO, X1, M, CE, Y, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 029, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 13, 106, 11, 7, 3, 7, 18, 27, 20, 106
INVAR-1, Run: 030, P, 0, 0, 0, 0, 4, 4, 0, 0, 1, 54, 0, 10, 18, 9, 141, 14, 10, 3, 4, 18, 27, 13, 141
INVAR-1, Run: 031, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 11, 46, 11, 6, 4, 7, 18, 27, 18, 46
INVAR-1, Run: 032, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 19, 88, 13, 5, 7, 5, 18, 27, 24, 88
INVAR-1, Run: 033, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 23, 132, 11, 5, 5, 7, 18, 27, 30, 132
INVAR-1, Run: 034, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 24, 167, 11, 7, 3, 7, 18, 27, 31, 167
INVAR-1, Run: 035, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 8, 46, 12, 4, 7, 6, 18, 27, 14, 46
INVAR-1, Run: 036, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 9, 181, 11, 8, 2, 7, 18, 27, 16, 181
INVAR-1, Run: 037, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 13, 158, 13, 7, 5, 5, 18, 27, 18, 158
INVAR-1, Run: 038, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 20, 168, 12, 7, 4, 6, 18, 27, 26, 168
INVAR-1, Run: 039, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 15, 121, 13, 9, 3, 5, 18, 27, 20, 121
INVAR-1, Run: 040, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 4, 131, 12, 9, 2, 6, 18, 27, 10, 131
INVAR-1, Run: 041, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 11, 117, 12, 3, 8, 6, 18, 27, 17, 117
INVAR-1, Run: 042, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 14, 127, 11, 6, 4, 7, 18, 27, 21, 127
INVAR-1, Run: 043, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 12, 121, 12, 3, 8, 6, 18, 27, 18, 121
INVAR-1, Run: 044, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 16, 135, 12, 7, 4, 6, 18, 27, 22, 135
INVAR-1, Run: 045, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 17, 177, 13, 7, 5, 5, 18, 27, 22, 177
INVAR-1, Run: 046, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 13, 185, 12, 8, 3, 6, 18, 27, 19, 185
INVAR-1, Run: 047, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 11, 124, 11, 9, 1, 7, 18, 27, 18, 124
INVAR-1, Run: 048, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 19, 152, 13, 4, 8, 5, 18, 27, 24, 152
INVAR-1, Run: 049, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 11, 89, 11, 5, 5, 7, 18, 27, 18, 89
INVAR-1, Run: 050, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 23, 116, 11, 6, 4, 7, 18, 27, 30, 116
INVAR-1, Run: 051, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 23, 123, 12, 4, 7, 6, 18, 27, 29, 123
INVAR-1, Run: 052, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 10, 71, 11, 4, 6, 7, 18, 27, 17, 71
INVAR-1, Run: 053, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 16, 149, 12, 6, 5, 6, 18, 27, 22, 149
INVAR-1, Run: 054, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 24, 182, 12, 9, 2, 6, 18, 27, 30, 182
INVAR-1, Run: 055, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 11, 108, 13, 7, 5, 5, 18, 27, 16, 108
INVAR-1, Run: 056, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 15, 89, 11, 7, 3, 7, 18, 27, 22, 89
INVAR-1, Run: 057, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 25, 174, 12, 7, 4, 6, 18, 27, 31, 174
INVAR-1, Run: 058, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 23, 85, 11, 4, 6, 7, 18, 27, 30, 85
INVAR-1, Run: 059, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 18, 217, 12, 9, 2, 6, 18, 27, 24, 217
INVAR-1, Run: 060, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 14, 73, 12, 5, 6, 6, 18, 27, 20, 73
INVAR-1, Run: 061, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 18, 90, 11, 6, 4, 7, 18, 27, 25, 90
INVAR-1, Run: 062, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 19, 162, 13, 8, 4, 5, 18, 27, 24, 162
INVAR-1, Run: 063, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 14, 98, 13, 4, 8, 5, 18, 27, 19, 98
INVAR-1, Run: 064, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 11, 118, 13, 8, 4, 5, 18, 27, 16, 118
INVAR-1, Run: 065, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 24, 186, 11, 7, 3, 7, 18, 27, 31, 186
INVAR-1, Run: 066, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 20, 173, 12, 8, 3, 6, 18, 27, 26, 173
INVAR-1, Run: 067, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 17, 183, 12, 8, 3, 6, 18, 27, 23, 183
INVAR-1, Run: 068, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 28, 117, 11, 4, 6, 7, 18, 27, 35, 117
INVAR-1, Run: 069, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 21, 131, 12, 7, 4, 6, 18, 27, 27, 131
INVAR-1, Run: 070, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 21, 104, 11, 7, 3, 7, 18, 27, 28, 104
INVAR-1, Run: 071, P, 0, 0, 0, 0, 4, 4, 0, 0, 1, 54, 0, 10, 18, 9, 100, 14, 8, 5, 4, 18, 27, 13, 100
INVAR-1, Run: 072, P, 0, 0, 0, 0, 4, 4, 0, 0, 1, 54, 0, 10, 18, 19, 255, 14, 11, 2, 4, 18, 27, 23, 255
INVAR-1, Run: 073, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 19, 126, 11, 7, 3, 7, 18, 27, 26, 126
INVAR-1, Run: 074, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 8, 94, 13, 5, 7, 5, 18, 27, 13, 94
INVAR-1, Run: 075, P, 0, 0, 0, 0, 4, 4, 0, 0, 1, 54, 0, 10, 18, 7, 122, 14, 11, 2, 4, 18, 27, 11, 122
INVAR-1, Run: 076, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 18, 191, 13, 6, 6, 5, 18, 27, 23, 191
INVAR-1, Run: 077, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 9, 101, 12, 7, 4, 6, 18, 27, 15, 101
INVAR-1, Run: 078, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 19, 132, 11, 6, 4, 7, 18, 27, 26, 132
INVAR-1, Run: 079, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 26, 237, 11, 8, 2, 7, 18, 27, 33, 237
INVAR-1, Run: 080, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 32, 286, 12, 5, 6, 6, 18, 27, 38, 286
INVAR-1, Run: 081, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 4, 64, 11, 6, 4, 7, 18, 27, 11, 64
INVAR-1, Run: 082, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 12, 170, 12, 7, 4, 6, 18, 27, 18, 170
INVAR-1, Run: 083, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 16, 210, 13, 9, 3, 5, 18, 27, 21, 210
INVAR-1, Run: 084, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 14, 193, 12, 9, 2, 6, 18, 27, 20, 193
INVAR-1, Run: 085, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 31, 264, 11, 6, 4, 7, 18, 27, 38, 264
INVAR-1, Run: 086, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 15, 207, 13, 10, 2, 5, 18, 27, 20, 207
INVAR-1, Run: 087, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 27, 149, 12, 7, 4, 6, 18, 27, 33, 149
INVAR-1, Run: 088, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 16, 91, 11, 4, 6, 7, 18, 27, 23, 91
INVAR-1, Run: 089, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 11, 94, 11, 5, 5, 7, 18, 27, 18, 94
INVAR-1, Run: 090, P, 0, 0, 0, 0, 8, 8, 0, 0, 1, 54, 0, 2, 18, 15, 116, 10, 7, 2, 8, 18, 27, 23, 116
INVAR-1, Run: 091, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 12, 170, 12, 9, 2, 6, 18, 27, 18, 170
INVAR-1, Run: 092, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 19, 150, 13, 7, 5, 5, 18, 27, 24, 150
INVAR-1, Run: 093, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 22, 127, 11, 6, 4, 7, 18, 27, 29, 127
INVAR-1, Run: 094, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 10, 126, 12, 8, 3, 6, 18, 27, 16, 126
INVAR-1, Run: 095, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 30, 219, 12, 7, 4, 6, 18, 27, 36, 219
INVAR-1, Run: 096, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 5, 116, 13, 8, 4, 5, 18, 27, 10, 116
INVAR-1, Run: 097, P, 0, 0, 0, 0, 5, 5, 0, 0, 1, 54, 0, 8, 18, 19, 160, 13, 7, 5, 5, 18, 27, 24, 160
INVAR-1, Run: 098, P, 0, 0, 0, 0, 7, 7, 0, 0, 1, 54, 0, 4, 18, 21, 115, 11, 9, 1, 7, 18, 27, 28, 115
INVAR-1, Run: 099, P, 0, 0, 0, 0, 4, 4, 0, 0, 1, 54, 0, 10, 18, 14, 133, 14, 6, 7, 4, 18, 27, 18, 133
INVAR-1, Run: 100, P, 0, 0, 0, 0, 6, 6, 0, 0, 1, 54, 0, 6, 18, 18, 155, 12, 9, 2, 6, 18, 27, 24, 155
INVAR-10, Run: 001, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 809, 6312, 111, 66, 44, 89, 200, 300, 898, 6312
INVAR-10, Run: 002, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 892, 6554, 111, 68, 42, 89, 200, 300, 981, 6554
INVAR-10, Run: 003, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 788, 5326, 109, 73, 35, 91, 200, 300, 879, 5326
INVAR-10, Run: 004, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 763, 4923, 110, 66, 43, 90, 200, 300, 853, 4923
INVAR-10, Run: 005, P, 0, 0, 0, 0, 96, 96, 0, 0, 1, 600, 0, 8, 200, 984, 6108, 104, 64, 39, 96, 200, 300, 1080, 6108
INVAR-10, Run: 006, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 886, 5323, 111, 61, 49, 89, 200, 300, 975, 5323
INVAR-10, Run: 007, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 747, 6063, 111, 64, 46, 89, 200, 300, 836, 6063
INVAR-10, Run: 008, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 912, 6237, 112, 69, 42, 88, 200, 300, 1000, 6237
INVAR-10, Run: 009, P, 0, 0, 0, 0, 94, 94, 0, 0, 1, 600, 0, 12, 200, 957, 5394, 106, 63, 42, 94, 200, 300, 1051, 5394
INVAR-10, Run: 010, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 771, 5926, 109, 74, 34, 91, 200, 300, 862, 5926
INVAR-10, Run: 011, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 823, 5780, 109, 63, 45, 91, 200, 300, 914, 5780
INVAR-10, Run: 012, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 721, 5311, 110, 76, 33, 90, 200, 300, 811, 5311
INVAR-10, Run: 013, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 928, 5829, 111, 70, 40, 89, 200, 300, 1017, 5829
INVAR-10, Run: 014, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 829, 5369, 108, 66, 41, 92, 200, 300, 921, 5369
INVAR-10, Run: 015, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 1030, 6235, 112, 66, 45, 88, 200, 300, 1118, 6235
INVAR-10, Run: 016, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 963, 4769, 108, 46, 61, 92, 200, 300, 1055, 4769
INVAR-10, Run: 017, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 857, 6295, 113, 70, 42, 87, 200, 300, 944, 6295
INVAR-10, Run: 018, P, 0, 0, 0, 0, 84, 84, 0, 0, 1, 600, 0, 32, 200, 920, 5636, 116, 69, 46, 84, 200, 300, 1004, 5636
INVAR-10, Run: 019, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 878, 5903, 112, 72, 39, 88, 200, 300, 966, 5903
INVAR-10, Run: 020, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 713, 4636, 113, 74, 38, 87, 200, 300, 800, 4636
INVAR-10, Run: 021, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 725, 5754, 108, 63, 44, 92, 200, 300, 817, 5754
INVAR-10, Run: 022, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 912, 5511, 111, 69, 41, 89, 200, 300, 1001, 5511
INVAR-10, Run: 023, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 722, 5603, 108, 73, 34, 92, 200, 300, 814, 5603
INVAR-10, Run: 024, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 1004, 6431, 111, 66, 44, 89, 200, 300, 1093, 6431
INVAR-10, Run: 025, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 852, 5672, 109, 71, 37, 91, 200, 300, 943, 5672
INVAR-10, Run: 026, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 816, 4644, 110, 67, 42, 90, 200, 300, 906, 4644
INVAR-10, Run: 027, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 969, 4513, 108, 59, 48, 92, 200, 300, 1061, 4513
INVAR-10, Run: 028, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 689, 5986, 112, 65, 46, 88, 200, 300, 777, 5986
INVAR-10, Run: 029, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 895, 5268, 110, 81, 28, 90, 200, 300, 985, 5268
INVAR-10, Run: 030, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 993, 7072, 113, 72, 40, 87, 200, 300, 1080, 7072
INVAR-10, Run: 031, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 832, 4428, 112, 66, 45, 88, 200, 300, 920, 4428
INVAR-10, Run: 032, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 772, 5951, 108, 68, 39, 92, 200, 300, 864, 5951
INVAR-10, Run: 033, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 736, 4814, 108, 60, 47, 92, 200, 300, 828, 4814
INVAR-10, Run: 034, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 952, 5481, 110, 76, 33, 90, 200, 300, 1042, 5481
INVAR-10, Run: 035, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 948, 5124, 112, 73, 38, 88, 200, 300, 1036, 5124
INVAR-10, Run: 036, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 579, 6133, 110, 73, 36, 90, 200, 300, 669, 6133
INVAR-10, Run: 037, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 1002, 5013, 111, 73, 37, 89, 200, 300, 1091, 5013
INVAR-10, Run: 038, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 845, 5842, 109, 63, 45, 91, 200, 300, 936, 5842
INVAR-10, Run: 039, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 721, 6381, 110, 70, 39, 90, 200, 300, 811, 6381
INVAR-10, Run: 040, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 760, 6242, 113, 69, 43, 87, 200, 300, 847, 6242
INVAR-10, Run: 041, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 1001, 6580, 112, 72, 39, 88, 200, 300, 1089, 6580
INVAR-10, Run: 042, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 996, 6060, 108, 61, 46, 92, 200, 300, 1088, 6060
INVAR-10, Run: 043, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 936, 6470, 111, 64, 46, 89, 200, 300, 1025, 6470
INVAR-10, Run: 044, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 720, 4631, 110, 72, 37, 90, 200, 300, 810, 4631
INVAR-10, Run: 045, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 912, 5488, 111, 71, 39, 89, 200, 300, 1001, 5488
INVAR-10, Run: 046, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 889, 4436, 108, 74, 33, 92, 200, 300, 981, 4436
INVAR-10, Run: 047, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 1017, 6383, 109, 61, 47, 91, 200, 300, 1108, 6383
INVAR-10, Run: 048, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 836, 5263, 110, 76, 33, 90, 200, 300, 926, 5263
INVAR-10, Run: 049, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 857, 6483, 110, 67, 42, 90, 200, 300, 947, 6483
INVAR-10, Run: 050, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 864, 5855, 109, 75, 33, 91, 200, 300, 955, 5855
INVAR-10, Run: 051, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 761, 5328, 109, 66, 42, 91, 200, 300, 852, 5328
INVAR-10, Run: 052, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 1115, 6160, 107, 69, 37, 93, 200, 300, 1208, 6160
INVAR-10, Run: 053, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 925, 6802, 109, 74, 34, 91, 200, 300, 1016, 6802
INVAR-10, Run: 054, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 733, 5583, 111, 71, 39, 89, 200, 300, 822, 5583
INVAR-10, Run: 055, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 893, 4661, 107, 52, 54, 93, 200, 300, 986, 4661
INVAR-10, Run: 056, P, 0, 0, 0, 0, 94, 94, 0, 0, 1, 600, 0, 12, 200, 897, 5961, 106, 57, 48, 94, 200, 300, 991, 5961
INVAR-10, Run: 057, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 828, 4940, 110, 75, 34, 90, 200, 300, 918, 4940
INVAR-10, Run: 058, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 578, 4154, 107, 66, 40, 93, 200, 300, 671, 4154
INVAR-10, Run: 059, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 850, 6019, 109, 65, 43, 91, 200, 300, 941, 6019
INVAR-10, Run: 060, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 1046, 6019, 109, 56, 52, 91, 200, 300, 1137, 6019
INVAR-10, Run: 061, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 807, 5513, 112, 74, 37, 88, 200, 300, 895, 5513
