Input Number, Run_Number, Result@ 100, SetABab, ANuAPX1, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-8, Run: 021, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 44, 25, 0, 0, 22, 3, 0, 10, 2, 14, 3, 6, 1, 47, 3, 0, 4, 0, 8, 1, 1, 1, 0, 24, 1, 0, 13, 7, 15, 8, 1, 0, 0, 12, 0, 5, 4, 6, 5, 1, 46, 4, 0, 4, 2, 1, 9, 2, 1, 1, 1, 0, 0, 13, 0, 19, 0, 77, 1, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 6, 1, 1, 12, 0, 0, 72, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 022, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 0, 47, 24, 1, 0, 24, 1, 0, 7, 1, 10, 2, 2, 1, 43, 7, 0, 9, 2, 17, 3, 1, 1, 1, 24, 1, 0, 0, 1, 2, 2, 1, 0, 0, 22, 0, 1, 0, 2, 1, 1, 48, 2, 0, 11, 3, 3, 14, 4, 1, 1, 1, 1, 1, 11, 0, 26, 0, 65, 3, 0, 0, 0, 0, 0, 0, 0, 5, 1, 1, 5, 2, 1, 14, 0, 0, 83, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 023, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 1, 0, 0, 0, 0, 0, 0, 1, 46, 23, 2, 0, 22, 2, 1, 45, 15, 51, 17, 4, 1, 48, 2, 0, 14, 5, 17, 6, 1, 1, 0, 25, 0, 0, 5, 1, 6, 2, 1, 0, 0, 1, 0, 22, 7, 23, 8, 1, 46, 4, 0, 9, 1, 3, 14, 4, 1, 1, 1, 0, 0, 11, 1, 6, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23, 5, 25, 5, 0, 13, 0, 0, 83, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 024, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 49, 20, 4, 1, 25, 0, 0, 15, 6, 21, 8, 1, 1, 47, 3, 0, 16, 8, 20, 9, 1, 1, 0, 25, 0, 0, 15, 1, 16, 2, 1, 0, 0, 0, 0, 10, 3, 11, 4, 1, 45, 5, 0, 2, 0, 0, 8, 1, 1, 1, 1, 0, 0, 14, 0, 2, 0, 74, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4, 1, 1, 11, 0, 0, 74, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 025, F, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 1, 1, 46, 25, 0, 0, 22, 2, 0, 1, 0, 4, 1, 3, 1, 49, 0, 1, 10, 3, 12, 5, 1, 1, 1, 25, 0, 0, 25, 3, 26, 4, 1, 0, 0, 20, 0, 3, 2, 3, 2, 0, 50, 0, 0, 3, 6, 0, 4, 1, 1, 1, 1, 0, 0, 0, 0, 25, 0, 0, 0, 0, 86, 0, 0, 8, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 63, 2, 0, 15, 2, 0, 4, 5, 8, 1, 6, 1
INVAR-8, Run: 026, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 49, 23, 2, 0, 25, 0, 0, 0, 0, 3, 1, 1, 1, 48, 2, 0, 0, 0, 3, 1, 1, 1, 0, 24, 1, 0, 9, 7, 11, 8, 1, 0, 0, 7, 0, 2, 0, 3, 1, 1, 47, 3, 0, 1, 1, 0, 5, 1, 1, 1, 1, 0, 0, 9, 0, 9, 0, 59, 1, 0, 0, 0, 0, 0, 0, 0, 2, 13, 1, 15, 2, 1, 16, 0, 0, 90, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 027, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 25, 1, 0, 0, 0, 0, 0, 150, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 22, 3, 0, 23, 2, 0, 1, 0, 7, 1, 2, 1, 47, 2, 1, 41, 12, 45, 14, 1, 1, 0, 24, 1, 0, 9, 3, 11, 3, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 48, 2, 0, 6, 5, 1, 9, 1, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 028, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 25, 0, 0, 0, 0, 0, 1, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 24, 1, 0, 22, 3, 0, 18, 3, 22, 3, 5, 0, 46, 4, 0, 1, 0, 6, 1, 1, 1, 0, 25, 0, 0, 4, 1, 5, 2, 1, 0, 0, 37, 0, 2, 0, 3, 1, 1, 49, 1, 0, 17, 8, 5, 18, 5, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 029, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 47, 23, 2, 0, 23, 2, 0, 14, 11, 19, 12, 3, 1, 50, 0, 0, 6, 0, 7, 1, 1, 1, 0, 25, 0, 0, 34, 6, 35, 7, 1, 0, 0, 4, 0, 2, 0, 3, 1, 1, 50, 0, 0, 11, 0, 2, 12, 3, 1, 1, 1, 0, 0, 12, 1, 8, 0, 76, 4, 0, 0, 0, 0, 0, 0, 0, 1, 3, 3, 9, 4, 1, 12, 0, 0, 70, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 030, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 1, 0, 0, 0, 0, 0, 0, 1, 49, 25, 0, 0, 24, 1, 0, 1, 0, 3, 1, 1, 1, 46, 4, 0, 7, 0, 12, 1, 1, 1, 0, 25, 0, 0, 4, 4, 5, 5, 1, 0, 0, 8, 0, 8, 2, 9, 3, 1, 49, 1, 0, 32, 1, 14, 34, 15, 1, 1, 1, 0, 0, 13, 0, 10, 0, 87, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 4, 2, 0, 12, 0, 0, 62, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 031, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 49, 24, 1, 0, 22, 3, 0, 25, 6, 30, 7, 1, 1, 45, 4, 1, 12, 5, 18, 7, 1, 1, 0, 25, 0, 0, 20, 2, 21, 3, 1, 0, 0, 2, 0, 27, 6, 27, 6, 0, 47, 3, 0, 6, 0, 2, 10, 3, 1, 1, 1, 0, 0, 12, 1, 4, 0, 64, 1, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 7, 1, 1, 12, 0, 0, 85, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 032, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25, 0, 0, 0, 0, 0, 0, 0, 1, 49, 25, 0, 0, 23, 2, 0, 7, 4, 10, 5, 1, 1, 46, 4, 0, 28, 7, 33, 8, 1, 1, 0, 24, 1, 0, 17, 6, 19, 7, 1, 0, 0, 19, 0, 0, 0, 0, 0, 0, 49, 1, 0, 15, 8, 2, 17, 3, 1, 1, 1, 0, 0, 14, 0, 21, 0, 77, 1, 0, 0, 0, 0, 0, 0, 0, 9, 3, 1, 4, 1, 0, 11, 0, 0, 72, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 033, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 49, 23, 1, 1, 22, 3, 0, 11, 2, 17, 4, 1, 1, 48, 2, 0, 3, 1, 6, 2, 1, 1, 0, 24, 1, 0, 12, 7, 14, 8, 1, 0, 0, 1, 0, 1, 2, 2, 3, 1, 48, 2, 0, 12, 1, 2, 15, 3, 1, 1, 1, 0, 0, 7, 1, 3, 0, 76, 5, 0, 0, 0, 0, 0, 0, 0, 2, 39, 13, 46, 14, 1, 17, 0, 0, 69, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 034, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 25, 0, 0, 0, 0, 0, 0, 0, 1, 48, 24, 1, 0, 24, 1, 0, 11, 2, 14, 3, 2, 1, 47, 1, 2, 5, 2, 9, 5, 1, 1, 0, 25, 0, 0, 19, 4, 20, 5, 1, 0, 0, 16, 0, 7, 2, 8, 3, 1, 46, 4, 0, 10, 3, 1, 15, 2, 1, 1, 1, 0, 0, 14, 0, 19, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20, 3, 20, 3, 0, 11, 0, 0, 65, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 035, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 0, 0, 0, 1, 49, 24, 1, 0, 23, 2, 0, 6, 0, 10, 1, 1, 1, 47, 3, 0, 5, 0, 9, 1, 1, 1, 0, 25, 0, 0, 5, 2, 6, 3, 1, 0, 0, 13, 0, 38, 15, 38, 15, 0, 49, 1, 0, 2, 4, 1, 4, 2, 1, 1, 1, 0, 0, 15, 0, 15, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 1, 1, 9, 0, 0, 63, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 036, F, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 1, 0, 0, 0, 1, 47, 24, 1, 0, 24, 1, 0, 25, 5, 28, 6, 2, 1, 45, 1, 0, 0, 0, 2, 1, 1, 1, 1, 23, 0, 0, 24, 5, 25, 6, 1, 0, 0, 5, 0, 19, 5, 20, 6, 1, 45, 1, 0, 18, 0, 6, 20, 7, 1, 1, 1, 0, 0, 6, 0, 9, 0, 64, 1, 0, 0, 0, 0, 0, 0, 0, 2, 11, 5, 13, 6, 1, 16, 1, 0, 74, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 037, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 25, 0, 0, 0, 0, 0, 0, 0, 1, 45, 22, 3, 0, 25, 0, 0, 4, 1, 8, 2, 4, 1, 46, 4, 0, 7, 1, 12, 2, 1, 1, 1, 25, 0, 0, 8, 1, 9, 2, 1, 0, 0, 21, 0, 6, 1, 7, 2, 1, 44, 6, 0, 20, 1, 6, 27, 7, 1, 1, 1, 0, 0, 18, 0, 27, 0, 76, 1, 0, 0, 0, 0, 0, 0, 0, 3, 8, 1, 9, 1, 0, 7, 0, 0, 73, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 038, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 0, 0, 0, 0, 50, 22, 3, 0, 23, 2, 0, 15, 2, 21, 3, 0, 1, 48, 1, 0, 5, 2, 7, 3, 1, 1, 0, 24, 0, 0, 7, 0, 8, 1, 1, 1, 0, 6, 0, 14, 3, 15, 4, 1, 47, 1, 1, 19, 0, 3, 22, 5, 1, 1, 1, 1, 1, 12, 0, 7, 0, 78, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 6, 1, 1, 12, 0, 0, 68, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 039, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 47, 25, 0, 0, 22, 3, 0, 7, 1, 11, 2, 1, 1, 46, 3, 1, 30, 4, 35, 6, 1, 1, 2, 25, 0, 0, 7, 0, 8, 1, 1, 0, 0, 20, 0, 16, 6, 16, 6, 0, 48, 2, 0, 2, 4, 0, 5, 1, 1, 1, 1, 0, 0, 17, 0, 24, 0, 78, 3, 0, 0, 0, 0, 0, 0, 0, 7, 2, 3, 6, 4, 1, 8, 0, 0, 69, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 040, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 0, 0, 0, 1, 43, 25, 0, 0, 24, 1, 0, 11, 3, 13, 4, 7, 1, 45, 4, 0, 0, 0, 5, 1, 1, 1, 0, 24, 0, 0, 37, 12, 38, 13, 1, 1, 0, 4, 0, 6, 2, 7, 3, 1, 46, 3, 0, 7, 1, 4, 11, 5, 1, 1, 1, 0, 0, 10, 0, 12, 0, 69, 1, 1, 0, 0, 0, 0, 0, 0, 2, 9, 1, 12, 3, 1, 14, 0, 0, 76, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 041, F, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 1, 1, 47, 24, 1, 0, 23, 1, 0, 1, 0, 4, 1, 2, 1, 45, 4, 0, 5, 2, 10, 3, 1, 1, 0, 24, 0, 0, 2, 1, 3, 2, 1, 0, 1, 3, 0, 33, 9, 35, 10, 1, 45, 4, 0, 4, 2, 0, 9, 1, 1, 1, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 71, 0, 0, 11, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 75, 2, 0, 13, 0, 0, 10, 2, 12, 1, 3, 1
INVAR-8, Run: 042, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25, 0, 0, 0, 0, 0, 0, 0, 0, 46, 23, 2, 0, 25, 0, 0, 3, 0, 6, 1, 4, 1, 50, 0, 0, 14, 0, 15, 1, 1, 1, 0, 24, 1, 0, 3, 0, 5, 1, 1, 0, 0, 5, 0, 4, 1, 5, 2, 1, 47, 3, 0, 41, 2, 12, 45, 13, 1, 1, 1, 1, 1, 12, 0, 10, 0, 65, 2, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 6, 0, 0, 13, 0, 0, 84, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 043, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 50, 50, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 23, 2, 0, 24, 1, 0, 29, 6, 32, 6, 3, 0, 50, 0, 0, 27, 7, 28, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 044, P, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 23, 1, 0, 20, 3, 1, 59, 12, 65, 14, 2, 1, 46, 2, 0, 3, 1, 6, 2, 1, 1, 0, 23, 1, 0, 1, 0, 3, 1, 1, 0, 0, 0, 0, 1, 0, 2, 1, 1, 45, 3, 0, 2, 0, 0, 6, 1, 1, 1, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 045, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 1, 1, 1, 0, 25, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 25, 0, 0, 22, 3, 0, 14, 4, 17, 4, 3, 0, 49, 1, 0, 7, 0, 9, 1, 1, 1, 0, 25, 0, 0, 1, 0, 1, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 41, 4, 0, 0, 11, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 046, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 44, 24, 1, 0, 24, 1, 0, 4, 3, 7, 4, 6, 1, 48, 2, 0, 5, 1, 8, 2, 1, 1, 0, 25, 0, 0, 28, 6, 29, 7, 1, 0, 0, 7, 0, 10, 3, 11, 4, 1, 48, 2, 0, 6, 0, 5, 9, 6, 1, 1, 1, 0, 0, 6, 0, 14, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 4, 17, 5, 1, 19, 0, 0, 82, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 047, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 47, 23, 2, 0, 21, 4, 0, 3, 1, 10, 2, 3, 1, 50, 0, 0, 6, 1, 7, 2, 1, 1, 0, 24, 1, 0, 12, 4, 14, 5, 1, 0, 0, 4, 0, 7, 2, 8, 3, 1, 50, 0, 0, 3, 1, 0, 4, 1, 1, 1, 1, 0, 0, 11, 0, 8, 0, 71, 4, 0, 0, 0, 0, 0, 0, 0, 2, 10, 4, 15, 5, 1, 14, 0, 0, 75, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 048, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 0, 0, 0, 1, 49, 24, 1, 0, 21, 4, 0, 32, 11, 38, 12, 1, 1, 45, 5, 0, 23, 7, 29, 8, 1, 1, 0, 25, 0, 0, 13, 0, 14, 1, 1, 0, 0, 9, 0, 10, 4, 11, 4, 0, 49, 1, 0, 8, 3, 1, 10, 2, 1, 1, 1, 0, 0, 8, 1, 11, 0, 86, 1, 0, 0, 0, 0, 0, 0, 0, 4, 9, 3, 12, 4, 1, 16, 0, 0, 63, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-8, Run: 049, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 25, 0, 0, 0, 0, 0, 0, 150, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 24, 1, 0, 25, 0, 0, 9, 1, 11, 2, 0, 1, 47, 3, 0, 49, 8, 53, 9, 1, 1, 0, 25, 0, 0, 2, 1, 2, 1, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 49, 1, 0, 3, 5, 2, 5, 3, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
