Input Number, Run_Number, Result@ 100, CO, X1, Y, H, M, PO, CE, D, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 064, F, 0, 0, 205, 0, 0, 0, 65, 0, 1, 320, 0, 70, 130, 283, 745, 65, 35, 29, 65, 130, 195, 348, 815
INVAR-10, Run: 065, F, 333, 0, 467, 1, 0, 1, 0, 66, 0, 0, 1, 67, 133, 617, 1545, 66, 36, 30, 66, 133, 199, 617, 1945
INVAR-10, Run: 066, F, 269, 0, 435, 1, 0, 1, 0, 58, 0, 0, 1, 83, 117, 358, 636, 58, 35, 23, 58, 117, 175, 358, 988
INVAR-10, Run: 067, F, 261, 0, 431, 1, 0, 1, 0, 57, 0, 0, 1, 85, 115, 226, 674, 57, 37, 20, 57, 115, 172, 226, 1020
INVAR-10, Run: 068, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1, 75, 125, 317, 574, 62, 35, 27, 62, 125, 187, 317, 950
INVAR-10, Run: 069, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1, 75, 125, 292, 612, 62, 34, 28, 62, 125, 187, 292, 988
INVAR-10, Run: 070, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1, 77, 123, 230, 745, 61, 35, 26, 61, 123, 184, 230, 1115
INVAR-10, Run: 071, F, 189, 0, 395, 1, 0, 1, 0, 48, 0, 0, 1, 103, 97, 192, 312, 48, 30, 18, 48, 97, 145, 192, 604
INVAR-10, Run: 072, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1, 79, 121, 282, 558, 60, 44, 16, 60, 121, 181, 282, 922
INVAR-10, Run: 073, F, 0, 0, 226, 0, 0, 0, 58, 0, 1, 264, 0, 84, 116, 197, 409, 58, 37, 20, 58, 116, 174, 255, 493
INVAR-10, Run: 074, F, 277, 0, 439, 1, 0, 1, 0, 59, 0, 0, 1, 81, 119, 212, 470, 59, 40, 19, 59, 119, 178, 212, 828
INVAR-10, Run: 075, F, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0, 80, 120, 222, 629, 60, 41, 18, 60, 120, 180, 282, 709
INVAR-10, Run: 076, F, 0, 0, 229, 0, 0, 0, 57, 0, 1, 256, 0, 86, 114, 211, 580, 57, 34, 22, 57, 114, 171, 268, 666
INVAR-10, Run: 077, F, 0, 0, 226, 0, 0, 0, 58, 0, 1, 264, 0, 84, 116, 225, 540, 58, 31, 26, 58, 116, 174, 283, 624
INVAR-10, Run: 078, F, 317, 0, 459, 1, 0, 1, 0, 64, 0, 0, 1, 71, 129, 376, 1037, 64, 44, 20, 64, 129, 193, 376, 1425
INVAR-10, Run: 079, F, 0, 0, 205, 0, 0, 0, 65, 0, 1, 320, 0, 70, 130, 332, 641, 65, 41, 23, 65, 130, 195, 397, 711
INVAR-10, Run: 080, F, 317, 0, 459, 1, 0, 1, 0, 64, 0, 0, 1, 71, 129, 385, 1060, 64, 41, 23, 64, 129, 193, 385, 1448
INVAR-10, Run: 081, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1, 75, 125, 274, 570, 62, 40, 22, 62, 125, 187, 274, 946
INVAR-10, Run: 082, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1, 75, 125, 465, 1521, 62, 38, 24, 62, 125, 187, 465, 1897
INVAR-10, Run: 083, F, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0, 74, 126, 305, 681, 63, 39, 23, 63, 126, 189, 368, 755
INVAR-10, Run: 084, F, 237, 0, 419, 1, 0, 1, 0, 54, 0, 0, 1, 91, 109, 182, 303, 54, 34, 20, 54, 109, 163, 182, 631
INVAR-10, Run: 085, F, 261, 0, 431, 1, 0, 1, 0, 57, 0, 0, 1, 85, 115, 312, 896, 57, 34, 23, 57, 115, 172, 312, 1242
INVAR-10, Run: 086, F, 317, 0, 459, 1, 0, 1, 0, 64, 0, 0, 1, 71, 129, 361, 1028, 64, 42, 22, 64, 129, 193, 361, 1416
INVAR-10, Run: 087, F, 0, 0, 208, 0, 0, 0, 64, 0, 1, 312, 0, 72, 128, 334, 1024, 64, 31, 32, 64, 128, 192, 398, 1096
INVAR-10, Run: 088, F, 269, 0, 435, 1, 0, 1, 0, 58, 0, 0, 1, 83, 117, 213, 640, 58, 37, 21, 58, 117, 175, 213, 992
INVAR-10, Run: 089, F, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0, 82, 118, 240, 675, 59, 40, 18, 59, 118, 177, 299, 757
INVAR-10, Run: 090, F, 317, 0, 459, 1, 0, 1, 0, 64, 0, 0, 1, 71, 129, 373, 855, 64, 32, 32, 64, 129, 193, 373, 1243
INVAR-10, Run: 091, F, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0, 80, 120, 324, 958, 60, 25, 34, 60, 120, 180, 384, 1038
INVAR-10, Run: 092, F, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0, 82, 118, 218, 773, 59, 36, 22, 59, 118, 177, 277, 855
INVAR-10, Run: 093, F, 269, 0, 435, 1, 0, 1, 0, 58, 0, 0, 1, 83, 117, 243, 591, 58, 39, 19, 58, 117, 175, 243, 943
INVAR-10, Run: 094, F, 0, 0, 208, 0, 0, 0, 64, 0, 1, 312, 0, 72, 128, 309, 953, 64, 36, 27, 64, 128, 192, 373, 1025
INVAR-10, Run: 095, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1, 79, 121, 345, 905, 60, 42, 18, 60, 121, 181, 345, 1269
INVAR-10, Run: 096, F, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0, 82, 118, 321, 834, 59, 38, 20, 59, 118, 177, 380, 916
INVAR-10, Run: 097, F, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0, 78, 122, 239, 692, 61, 39, 21, 61, 122, 183, 300, 770
INVAR-10, Run: 098, F, 269, 0, 435, 1, 0, 1, 0, 58, 0, 0, 1, 83, 117, 298, 996, 58, 41, 17, 58, 117, 175, 298, 1348
INVAR-10, Run: 099, F, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0, 74, 126, 362, 892, 63, 30, 32, 63, 126, 189, 425, 966
INVAR-10, Run: 100, F, 0, 0, 232, 0, 0, 0, 56, 0, 1, 248, 0, 88, 112, 190, 391, 56, 39, 16, 56, 112, 168, 246, 479
INVAR-2, Run: 001, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 55, 156, 18, 12, 5, 18, 36, 54, 73, 176
INVAR-2, Run: 002, F, 109, 0, 139, 1, 0, 1, 0, 20, 0, 0, 1, 15, 41, 62, 162, 20, 10, 10, 20, 41, 61, 62, 286
INVAR-2, Run: 003, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 23, 135, 17, 11, 5, 17, 34, 51, 40, 157
INVAR-2, Run: 004, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 35, 79, 17, 11, 5, 17, 34, 51, 52, 101
INVAR-2, Run: 005, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 40, 133, 17, 15, 2, 17, 35, 52, 40, 239
INVAR-2, Run: 006, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 77, 173, 20, 9, 10, 20, 40, 60, 97, 189
INVAR-2, Run: 007, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 30, 72, 16, 11, 5, 16, 33, 49, 30, 172
INVAR-2, Run: 008, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1, 17, 39, 35, 90, 19, 17, 2, 19, 39, 58, 35, 208
INVAR-2, Run: 009, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 100, 269, 17, 11, 6, 17, 35, 52, 100, 375
INVAR-2, Run: 010, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 75, 260, 20, 11, 8, 20, 40, 60, 95, 276
INVAR-2, Run: 011, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 51, 96, 20, 10, 9, 20, 40, 60, 71, 112
INVAR-2, Run: 012, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 61, 135, 16, 8, 8, 16, 33, 49, 61, 235
INVAR-2, Run: 013, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 32, 78, 18, 12, 6, 18, 37, 55, 32, 190
INVAR-2, Run: 014, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 28, 143, 17, 14, 3, 17, 35, 52, 28, 249
INVAR-2, Run: 015, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 24, 114, 18, 13, 5, 18, 37, 55, 24, 226
INVAR-2, Run: 016, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1, 17, 39, 64, 80, 19, 14, 5, 19, 39, 58, 64, 198
INVAR-2, Run: 017, F, 69, 0, 119, 1, 0, 1, 0, 15, 0, 0, 1, 25, 31, 26, 66, 15, 10, 5, 15, 31, 46, 26, 160
INVAR-2, Run: 018, F, 61, 0, 115, 1, 0, 1, 0, 14, 0, 0, 1, 27, 29, 19, 75, 14, 9, 5, 14, 29, 43, 19, 163
INVAR-2, Run: 019, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0, 18, 38, 46, 181, 19, 12, 6, 19, 38, 57, 65, 199
INVAR-2, Run: 020, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 33, 97, 16, 12, 4, 16, 33, 49, 33, 197
INVAR-2, Run: 021, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 51, 94, 17, 8, 9, 17, 35, 52, 51, 200
INVAR-2, Run: 022, F, 61, 0, 115, 1, 0, 1, 0, 14, 0, 0, 1, 27, 29, 16, 41, 14, 11, 3, 14, 29, 43, 16, 129
INVAR-2, Run: 023, F, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0, 24, 32, 36, 90, 16, 9, 6, 16, 32, 48, 52, 114
INVAR-2, Run: 024, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0, 18, 38, 34, 73, 19, 14, 4, 19, 38, 57, 53, 91
INVAR-2, Run: 025, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 41, 101, 20, 12, 7, 20, 40, 60, 61, 117
INVAR-2, Run: 026, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1, 17, 39, 53, 85, 19, 12, 7, 19, 39, 58, 53, 203
INVAR-2, Run: 027, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 30, 64, 17, 14, 3, 17, 35, 52, 30, 170
INVAR-2, Run: 028, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 23, 143, 17, 14, 2, 17, 34, 51, 40, 165
INVAR-2, Run: 029, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 40, 108, 18, 11, 7, 18, 37, 55, 40, 220
INVAR-2, Run: 030, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 37, 39, 17, 12, 5, 17, 35, 52, 37, 145
INVAR-2, Run: 031, F, 109, 0, 139, 1, 0, 1, 0, 20, 0, 0, 1, 15, 41, 93, 138, 20, 10, 10, 20, 41, 61, 93, 262
INVAR-2, Run: 032, F, 61, 0, 115, 1, 0, 1, 0, 14, 0, 0, 1, 27, 29, 40, 139, 14, 9, 5, 14, 29, 43, 40, 227
INVAR-2, Run: 033, F, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0, 24, 32, 23, 77, 16, 11, 4, 16, 32, 48, 39, 101
INVAR-2, Run: 034, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 34, 98, 17, 11, 6, 17, 35, 52, 34, 204
INVAR-2, Run: 035, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1, 17, 39, 69, 165, 19, 17, 2, 19, 39, 58, 69, 283
INVAR-2, Run: 036, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 22, 96, 17, 11, 5, 17, 34, 51, 39, 118
INVAR-2, Run: 037, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 68, 193, 18, 14, 4, 18, 37, 55, 68, 305
INVAR-2, Run: 038, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 51, 148, 18, 16, 2, 18, 37, 55, 51, 260
INVAR-2, Run: 039, F, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0, 24, 32, 31, 124, 16, 9, 6, 16, 32, 48, 47, 148
INVAR-2, Run: 040, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 72, 95, 17, 9, 8, 17, 35, 52, 72, 201
INVAR-2, Run: 041, F, 61, 0, 115, 1, 0, 1, 0, 14, 0, 0, 1, 27, 29, 51, 180, 14, 12, 2, 14, 29, 43, 51, 268
INVAR-2, Run: 042, F, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0, 24, 32, 39, 82, 16, 10, 5, 16, 32, 48, 55, 106
INVAR-2, Run: 043, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0, 18, 38, 39, 201, 19, 7, 11, 19, 38, 57, 58, 219
INVAR-2, Run: 044, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 66, 229, 17, 12, 5, 17, 35, 52, 66, 335
INVAR-2, Run: 045, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 75, 285, 18, 11, 6, 18, 36, 54, 93, 305
INVAR-2, Run: 046, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 28, 72, 17, 10, 6, 17, 34, 51, 45, 94
INVAR-2, Run: 047, F, 0, 0, 70, 0, 0, 0, 14, 0, 1, 56, 0, 28, 28, 14, 35, 14, 10, 3, 14, 28, 42, 28, 63
INVAR-2, Run: 048, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 81, 175, 20, 7, 12, 20, 40, 60, 101, 191
INVAR-2, Run: 049, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 60, 169, 18, 9, 8, 18, 36, 54, 78, 189
INVAR-2, Run: 050, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1, 17, 39, 43, 74, 19, 12, 7, 19, 39, 58, 43, 192
INVAR-2, Run: 051, F, 0, 0, 67, 0, 0, 0, 15, 0, 1, 64, 0, 26, 30, 22, 93, 15, 11, 3, 15, 30, 45, 37, 119
INVAR-2, Run: 052, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 29, 106, 17, 11, 5, 17, 34, 51, 46, 128
INVAR-2, Run: 053, F, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0, 24, 32, 25, 58, 16, 10, 5, 16, 32, 48, 41, 82
INVAR-2, Run: 054, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0, 18, 38, 64, 115, 19, 13, 5, 19, 38, 57, 83, 133
INVAR-2, Run: 055, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 38, 81, 17, 11, 5, 17, 34, 51, 55, 103
INVAR-2, Run: 056, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 46, 105, 18, 13, 4, 18, 36, 54, 64, 125
INVAR-2, Run: 057, F, 0, 0, 70, 0, 0, 0, 14, 0, 1, 56, 0, 28, 28, 15, 47, 14, 7, 6, 14, 28, 42, 29, 75
INVAR-2, Run: 058, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 37, 48, 17, 7, 10, 17, 35, 52, 37, 154
INVAR-2, Run: 059, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 41, 113, 20, 9, 10, 20, 40, 60, 61, 129
INVAR-2, Run: 060, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1, 17, 39, 68, 134, 19, 11, 8, 19, 39, 58, 68, 252
INVAR-2, Run: 061, F, 69, 0, 119, 1, 0, 1, 0, 15, 0, 0, 1, 25, 31, 34, 46, 15, 12, 3, 15, 31, 46, 34, 140
INVAR-2, Run: 062, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 49, 132, 17, 11, 6, 17, 35, 52, 49, 238
INVAR-2, Run: 063, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 41, 153, 20, 12, 7, 20, 40, 60, 61, 169
INVAR-2, Run: 064, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 66, 124, 20, 13, 6, 20, 40, 60, 86, 140
INVAR-2, Run: 065, F, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0, 24, 32, 40, 141, 16, 8, 7, 16, 32, 48, 56, 165
INVAR-2, Run: 066, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 51, 114, 20, 7, 12, 20, 40, 60, 71, 130
INVAR-2, Run: 067, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 75, 254, 16, 11, 5, 16, 33, 49, 75, 354
INVAR-2, Run: 068, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0, 18, 38, 37, 68, 19, 11, 7, 19, 38, 57, 56, 86
INVAR-2, Run: 069, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0, 18, 38, 35, 96, 19, 4, 14, 19, 38, 57, 54, 114
INVAR-2, Run: 070, F, 69, 0, 119, 1, 0, 1, 0, 15, 0, 0, 1, 25, 31, 9, 70, 15, 9, 6, 15, 31, 46, 9, 164
INVAR-2, Run: 071, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 27, 84, 17, 13, 3, 17, 34, 51, 44, 106
INVAR-2, Run: 072, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0, 18, 38, 49, 135, 19, 12, 6, 19, 38, 57, 68, 153
INVAR-2, Run: 073, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 42, 107, 16, 16, 0, 16, 33, 49, 42, 207
INVAR-2, Run: 074, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 46, 75, 17, 14, 3, 17, 35, 52, 46, 181
INVAR-2, Run: 075, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 28, 106, 18, 9, 8, 18, 36, 54, 46, 126
INVAR-2, Run: 076, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 45, 113, 18, 16, 2, 18, 37, 55, 45, 225
INVAR-2, Run: 077, F, 0, 0, 70, 0, 0, 0, 14, 0, 1, 56, 0, 28, 28, 14, 87, 14, 11, 2, 14, 28, 42, 28, 115
INVAR-2, Run: 078, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 50, 118, 17, 11, 5, 17, 34, 51, 67, 140
INVAR-2, Run: 079, F, 109, 0, 139, 1, 0, 1, 0, 20, 0, 0, 1, 15, 41, 79, 180, 20, 12, 8, 20, 41, 61, 79, 304
INVAR-2, Run: 080, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 50, 160, 18, 10, 8, 18, 37, 55, 50, 272
INVAR-2, Run: 081, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0, 18, 38, 39, 112, 19, 11, 7, 19, 38, 57, 58, 130
INVAR-2, Run: 082, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 36, 91, 17, 13, 4, 17, 35, 52, 36, 197
INVAR-2, Run: 083, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 76, 208, 20, 11, 8, 20, 40, 60, 96, 224
INVAR-2, Run: 084, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0, 18, 38, 46, 136, 19, 9, 9, 19, 38, 57, 65, 154
INVAR-2, Run: 085, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 38, 123, 17, 13, 3, 17, 34, 51, 55, 145
INVAR-2, Run: 086, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0, 18, 38, 41, 201, 19, 11, 7, 19, 38, 57, 60, 219
INVAR-2, Run: 087, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 50, 111, 17, 13, 4, 17, 35, 52, 50, 217
INVAR-2, Run: 088, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 63, 132, 18, 12, 6, 18, 37, 55, 63, 244
INVAR-2, Run: 089, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1, 17, 39, 105, 204, 19, 11, 8, 19, 39, 58, 105, 322
INVAR-2, Run: 090, F, 0, 0, 67, 0, 0, 0, 15, 0, 1, 64, 0, 26, 30, 19, 68, 15, 11, 3, 15, 30, 45, 34, 94
INVAR-2, Run: 091, F, 69, 0, 119, 1, 0, 1, 0, 15, 0, 0, 1, 25, 31, 58, 199, 15, 12, 3, 15, 31, 46, 58, 293
INVAR-2, Run: 092, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 40, 129, 18, 12, 5, 18, 36, 54, 58, 149
INVAR-2, Run: 093, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 62, 160, 16, 12, 4, 16, 33, 49, 62, 260
INVAR-2, Run: 094, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 85, 150, 18, 11, 7, 18, 37, 55, 85, 262
INVAR-2, Run: 095, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 38, 98, 17, 10, 7, 17, 35, 52, 38, 204
INVAR-2, Run: 096, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 48, 93, 16, 10, 6, 16, 33, 49, 48, 193
INVAR-2, Run: 097, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 30, 145, 18, 12, 5, 18, 36, 54, 48, 165
INVAR-2, Run: 098, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 86, 314, 18, 10, 8, 18, 37, 55, 86, 426
INVAR-2, Run: 099, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 38, 106, 16, 11, 5, 16, 33, 49, 38, 206
INVAR-2, Run: 100, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 45, 83, 18, 7, 11, 18, 37, 55, 45, 195
INVAR-3, Run: 001, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 334, 716, 52, 27, 24, 52, 104, 156, 386, 776
INVAR-3, Run: 002, F, 0, 0, 184, 0, 0, 0, 48, 0, 1, 220, 0, 68, 96, 155, 280, 48, 29, 18, 48, 96, 144, 203, 348
INVAR-3, Run: 003, F, 257, 0, 375, 1, 0, 1, 0, 52, 0, 0, 1, 59, 105, 211, 576, 52, 26, 26, 52, 105, 157, 211, 892
INVAR-3, Run: 004, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 212, 772, 52, 35, 16, 52, 104, 156, 264, 832
INVAR-3, Run: 005, F, 0, 0, 178, 0, 0, 0, 50, 0, 1, 236, 0, 64, 100, 163, 434, 50, 35, 14, 50, 100, 150, 213, 498
INVAR-3, Run: 006, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 180, 264, 51, 30, 21, 51, 103, 154, 180, 574
INVAR-3, Run: 007, F, 209, 0, 351, 1, 0, 1, 0, 46, 0, 0, 1, 71, 93, 254, 743, 46, 33, 13, 46, 93, 139, 254, 1023
INVAR-3, Run: 008, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 216, 433, 50, 29, 21, 50, 101, 151, 216, 737
INVAR-3, Run: 009, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 328, 843, 50, 35, 15, 50, 101, 151, 328, 1147
INVAR-3, Run: 010, F, 0, 0, 178, 0, 0, 0, 50, 0, 1, 236, 0, 64, 100, 250, 752, 50, 34, 15, 50, 100, 150, 300, 816
INVAR-3, Run: 011, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 184, 578, 51, 33, 18, 51, 103, 154, 184, 888
INVAR-3, Run: 012, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0, 62, 102, 221, 672, 51, 29, 21, 51, 102, 153, 272, 734
INVAR-3, Run: 013, F, 0, 0, 166, 0, 0, 0, 54, 0, 1, 268, 0, 56, 108, 273, 731, 54, 33, 20, 54, 108, 162, 327, 787
INVAR-3, Run: 014, F, 0, 0, 166, 0, 0, 0, 54, 0, 1, 268, 0, 56, 108, 212, 522, 54, 33, 20, 54, 108, 162, 266, 578
INVAR-3, Run: 015, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 247, 592, 50, 31, 19, 50, 101, 151, 247, 896
INVAR-3, Run: 016, F, 257, 0, 375, 1, 0, 1, 0, 52, 0, 0, 1, 59, 105, 299, 887, 52, 30, 22, 52, 105, 157, 299, 1203
INVAR-3, Run: 017, F, 0, 0, 178, 0, 0, 0, 50, 0, 1, 236, 0, 64, 100, 222, 431, 50, 28, 21, 50, 100, 150, 272, 495
INVAR-3, Run: 018, F, 0, 0, 166, 0, 0, 0, 54, 0, 1, 268, 0, 56, 108, 336, 608, 54, 29, 24, 54, 108, 162, 390, 664
INVAR-3, Run: 019, F, 0, 0, 190, 0, 0, 0, 46, 0, 1, 204, 0, 72, 92, 86, 288, 46, 28, 17, 46, 92, 138, 132, 360
INVAR-3, Run: 020, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 165, 352, 52, 36, 15, 52, 104, 156, 217, 412
INVAR-3, Run: 021, F, 217, 0, 355, 1, 0, 1, 0, 47, 0, 0, 1, 69, 95, 203, 450, 47, 30, 17, 47, 95, 142, 203, 736
INVAR-3, Run: 022, F, 0, 0, 169, 0, 0, 0, 53, 0, 1, 260, 0, 58, 106, 241, 502, 53, 27, 25, 53, 106, 159, 294, 560
INVAR-3, Run: 023, F, 209, 0, 351, 1, 0, 1, 0, 46, 0, 0, 1, 71, 93, 180, 362, 46, 29, 17, 46, 93, 139, 180, 642
INVAR-3, Run: 024, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 253, 446, 51, 35, 16, 51, 103, 154, 253, 756
INVAR-3, Run: 025, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0, 62, 102, 230, 464, 51, 30, 20, 51, 102, 153, 281, 526
INVAR-3, Run: 026, F, 0, 0, 169, 0, 0, 0, 53, 0, 1, 260, 0, 58, 106, 185, 461, 53, 32, 20, 53, 106, 159, 238, 519
INVAR-3, Run: 027, F, 0, 0, 190, 0, 0, 0, 46, 0, 1, 204, 0, 72, 92, 155, 400, 46, 30, 15, 46, 92, 138, 201, 472
