Input Number, Run_Number, Result@ 100, CE, B, PE, X1, H, M, PO, Y, D, CO, A, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 044, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 9, 184, 9, 7, 10, 9, 18, 31, 18, 184
INVAR-1, Run: 045, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 10, 93, 9, 2, 15, 9, 18, 31, 19, 93
INVAR-1, Run: 046, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 1, 56, 9, 8, 9, 9, 18, 31, 10, 56
INVAR-1, Run: 047, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 13, 47, 9, 6, 11, 9, 18, 31, 22, 47
INVAR-1, Run: 048, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 1, 114, 9, 7, 10, 9, 18, 31, 10, 114
INVAR-1, Run: 049, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 13, 148, 9, 7, 10, 9, 18, 31, 22, 148
INVAR-1, Run: 050, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 14, 96, 9, 8, 9, 9, 18, 31, 23, 96
INVAR-1, Run: 051, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 13, 79, 9, 7, 10, 9, 18, 31, 22, 79
INVAR-1, Run: 052, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 14, 124, 9, 7, 10, 9, 18, 31, 23, 124
INVAR-1, Run: 053, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 16, 111, 9, 3, 14, 9, 18, 31, 25, 111
INVAR-1, Run: 054, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 20, 184, 9, 5, 12, 9, 18, 31, 29, 184
INVAR-1, Run: 055, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 8, 66, 9, 6, 11, 9, 18, 31, 17, 66
INVAR-1, Run: 056, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 13, 149, 9, 7, 10, 9, 18, 31, 22, 149
INVAR-1, Run: 057, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 8, 98, 9, 7, 10, 9, 18, 31, 17, 98
INVAR-1, Run: 058, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 6, 105, 9, 5, 12, 9, 18, 31, 15, 105
INVAR-1, Run: 059, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 15, 158, 9, 7, 10, 9, 18, 31, 24, 158
INVAR-1, Run: 060, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 19, 173, 9, 3, 14, 9, 18, 31, 28, 173
INVAR-1, Run: 061, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 13, 73, 9, 4, 13, 9, 18, 31, 22, 73
INVAR-1, Run: 062, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 9, 117, 9, 4, 13, 9, 18, 31, 18, 117
INVAR-1, Run: 063, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 12, 100, 9, 6, 11, 9, 18, 31, 21, 100
INVAR-1, Run: 064, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 18, 119, 9, 5, 12, 9, 18, 31, 27, 119
INVAR-1, Run: 065, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 9, 79, 9, 8, 9, 9, 18, 31, 18, 79
INVAR-1, Run: 066, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 15, 132, 9, 6, 11, 9, 18, 31, 24, 132
INVAR-1, Run: 067, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 6, 78, 9, 6, 11, 9, 18, 31, 15, 78
INVAR-1, Run: 068, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 14, 93, 9, 3, 14, 9, 18, 31, 23, 93
INVAR-1, Run: 069, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 13, 130, 9, 7, 10, 9, 18, 31, 22, 130
INVAR-1, Run: 070, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 4, 68, 9, 6, 11, 9, 18, 31, 13, 68
INVAR-1, Run: 071, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 13, 113, 9, 7, 10, 9, 18, 31, 22, 113
INVAR-1, Run: 072, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 19, 118, 9, 5, 12, 9, 18, 31, 28, 118
INVAR-1, Run: 073, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 19, 157, 9, 7, 10, 9, 18, 31, 28, 157
INVAR-1, Run: 074, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 6, 72, 9, 7, 10, 9, 18, 31, 15, 72
INVAR-1, Run: 075, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 8, 75, 9, 8, 9, 9, 18, 31, 17, 75
INVAR-1, Run: 076, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 19, 84, 9, 5, 12, 9, 18, 31, 28, 84
INVAR-1, Run: 077, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 13, 181, 9, 5, 12, 9, 18, 31, 22, 181
INVAR-1, Run: 078, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 15, 127, 9, 7, 10, 9, 18, 31, 24, 127
INVAR-1, Run: 079, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 12, 103, 9, 6, 11, 9, 18, 31, 21, 103
INVAR-1, Run: 080, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 8, 105, 9, 10, 7, 9, 18, 31, 17, 105
INVAR-1, Run: 081, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 8, 55, 9, 2, 15, 9, 18, 31, 17, 55
INVAR-1, Run: 082, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 12, 90, 9, 7, 10, 9, 18, 31, 21, 90
INVAR-1, Run: 083, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 10, 121, 9, 10, 7, 9, 18, 31, 19, 121
INVAR-1, Run: 084, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 9, 123, 9, 8, 9, 9, 18, 31, 18, 123
INVAR-1, Run: 085, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 18, 168, 9, 5, 12, 9, 18, 31, 27, 168
INVAR-1, Run: 086, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 14, 72, 9, 5, 12, 9, 18, 31, 23, 72
INVAR-1, Run: 087, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 15, 65, 9, 6, 11, 9, 18, 31, 24, 65
INVAR-1, Run: 088, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 12, 117, 9, 5, 12, 9, 18, 31, 21, 117
INVAR-1, Run: 089, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 6, 119, 9, 5, 12, 9, 18, 31, 15, 119
INVAR-1, Run: 090, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 14, 99, 9, 7, 10, 9, 18, 31, 23, 99
INVAR-1, Run: 091, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 7, 57, 9, 8, 9, 9, 18, 31, 16, 57
INVAR-1, Run: 092, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 14, 142, 9, 4, 13, 9, 18, 31, 23, 142
INVAR-1, Run: 093, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 10, 90, 9, 7, 10, 9, 18, 31, 19, 90
INVAR-1, Run: 094, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 24, 221, 9, 6, 11, 9, 18, 31, 33, 221
INVAR-1, Run: 095, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 18, 45, 9, 3, 14, 9, 18, 31, 27, 45
INVAR-1, Run: 096, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 12, 42, 9, 3, 14, 9, 18, 31, 21, 42
INVAR-1, Run: 097, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 23, 185, 9, 9, 8, 9, 18, 31, 32, 185
INVAR-1, Run: 098, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 26, 201, 9, 7, 10, 9, 18, 31, 35, 201
INVAR-1, Run: 099, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 14, 106, 9, 5, 12, 9, 18, 31, 23, 106
INVAR-1, Run: 100, F, 0, 1, 1, 0, 0, 0, 0, 9, 0, 0, 46, 9, 18, 13, 112, 9, 6, 11, 9, 18, 31, 22, 112
INVAR-10, Run: 001, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 907, 5853, 100, 75, 124, 100, 200, 350, 1007, 5853
INVAR-10, Run: 002, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 961, 4145, 100, 69, 130, 100, 200, 350, 1061, 4145
INVAR-10, Run: 003, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 875, 5289, 100, 72, 127, 100, 200, 350, 975, 5289
INVAR-10, Run: 004, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 847, 3999, 100, 67, 132, 100, 200, 350, 947, 3999
INVAR-10, Run: 005, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1182, 7297, 100, 81, 118, 100, 200, 350, 1282, 7297
INVAR-10, Run: 006, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1105, 6266, 100, 78, 121, 100, 200, 350, 1205, 6266
INVAR-10, Run: 007, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 985, 4202, 100, 72, 127, 100, 200, 350, 1085, 4202
INVAR-10, Run: 008, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1159, 5628, 100, 69, 130, 100, 200, 350, 1259, 5628
INVAR-10, Run: 009, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1173, 5568, 100, 76, 123, 100, 200, 350, 1273, 5568
INVAR-10, Run: 010, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 633, 3861, 100, 83, 116, 100, 200, 350, 733, 3861
INVAR-10, Run: 011, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 783, 4437, 100, 66, 133, 100, 200, 350, 883, 4437
INVAR-10, Run: 012, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 753, 5329, 100, 66, 133, 100, 200, 350, 853, 5329
INVAR-10, Run: 013, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1046, 4898, 100, 68, 131, 100, 200, 350, 1146, 4898
INVAR-10, Run: 014, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 882, 4607, 100, 71, 128, 100, 200, 350, 982, 4607
INVAR-10, Run: 015, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 935, 6040, 100, 80, 119, 100, 200, 350, 1035, 6040
INVAR-10, Run: 016, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 868, 4978, 100, 65, 134, 100, 200, 350, 968, 4978
INVAR-10, Run: 017, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 853, 4974, 100, 66, 133, 100, 200, 350, 953, 4974
INVAR-10, Run: 018, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 952, 4650, 100, 65, 134, 100, 200, 350, 1052, 4650
INVAR-10, Run: 019, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1059, 4983, 100, 63, 136, 100, 200, 350, 1159, 4983
INVAR-10, Run: 020, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 937, 5173, 100, 70, 129, 100, 200, 350, 1037, 5173
INVAR-10, Run: 021, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 975, 5240, 100, 76, 123, 100, 200, 350, 1075, 5240
INVAR-10, Run: 022, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 996, 5229, 100, 67, 132, 100, 200, 350, 1096, 5229
INVAR-10, Run: 023, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1005, 4250, 100, 68, 131, 100, 200, 350, 1105, 4250
INVAR-10, Run: 024, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 872, 5441, 100, 64, 135, 100, 200, 350, 972, 5441
INVAR-10, Run: 025, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 739, 5601, 100, 67, 132, 100, 200, 350, 839, 5601
INVAR-10, Run: 026, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 919, 4601, 100, 59, 140, 100, 200, 350, 1019, 4601
INVAR-10, Run: 027, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 668, 3795, 100, 76, 123, 100, 200, 350, 768, 3795
INVAR-10, Run: 028, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1102, 5672, 100, 71, 128, 100, 200, 350, 1202, 5672
INVAR-10, Run: 029, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1268, 5886, 100, 66, 133, 100, 200, 350, 1368, 5886
INVAR-10, Run: 030, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 658, 4103, 100, 65, 134, 100, 200, 350, 758, 4103
INVAR-10, Run: 031, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1133, 6093, 100, 68, 131, 100, 200, 350, 1233, 6093
INVAR-10, Run: 032, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1031, 5830, 100, 74, 125, 100, 200, 350, 1131, 5830
INVAR-10, Run: 033, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 591, 3665, 100, 60, 139, 100, 200, 350, 691, 3665
INVAR-10, Run: 034, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 939, 6390, 100, 71, 128, 100, 200, 350, 1039, 6390
INVAR-10, Run: 035, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1173, 6367, 100, 71, 128, 100, 200, 350, 1273, 6367
INVAR-10, Run: 036, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1024, 6016, 100, 69, 130, 100, 200, 350, 1124, 6016
INVAR-10, Run: 037, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 961, 5019, 100, 67, 132, 100, 200, 350, 1061, 5019
INVAR-10, Run: 038, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 859, 4992, 100, 64, 135, 100, 200, 350, 959, 4992
INVAR-10, Run: 039, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 836, 6794, 100, 71, 128, 100, 200, 350, 936, 6794
INVAR-10, Run: 040, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1048, 5710, 100, 63, 136, 100, 200, 350, 1148, 5710
INVAR-10, Run: 041, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 868, 4210, 100, 70, 129, 100, 200, 350, 968, 4210
INVAR-10, Run: 042, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 966, 5249, 100, 66, 133, 100, 200, 350, 1066, 5249
INVAR-10, Run: 043, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 921, 5307, 100, 64, 135, 100, 200, 350, 1021, 5307
INVAR-10, Run: 044, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1079, 5395, 100, 73, 126, 100, 200, 350, 1179, 5395
INVAR-10, Run: 045, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 827, 4021, 100, 64, 135, 100, 200, 350, 927, 4021
INVAR-10, Run: 046, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 926, 3986, 100, 75, 124, 100, 200, 350, 1026, 3986
INVAR-10, Run: 047, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1121, 4490, 100, 77, 122, 100, 200, 350, 1221, 4490
INVAR-10, Run: 048, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1002, 5192, 100, 85, 114, 100, 200, 350, 1102, 5192
INVAR-10, Run: 049, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 938, 4251, 100, 65, 134, 100, 200, 350, 1038, 4251
INVAR-10, Run: 050, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1076, 5095, 100, 66, 133, 100, 200, 350, 1176, 5095
INVAR-10, Run: 051, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 770, 3932, 100, 65, 134, 100, 200, 350, 870, 3932
INVAR-10, Run: 052, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 791, 5039, 100, 71, 128, 100, 200, 350, 891, 5039
INVAR-10, Run: 053, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1183, 5255, 100, 63, 136, 100, 200, 350, 1283, 5255
INVAR-10, Run: 054, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 998, 5195, 100, 65, 134, 100, 200, 350, 1098, 5195
INVAR-10, Run: 055, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1102, 4899, 100, 65, 134, 100, 200, 350, 1202, 4899
INVAR-10, Run: 056, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 889, 5687, 100, 71, 128, 100, 200, 350, 989, 5687
INVAR-10, Run: 057, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 822, 4395, 100, 71, 128, 100, 200, 350, 922, 4395
INVAR-10, Run: 058, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 820, 5237, 100, 66, 133, 100, 200, 350, 920, 5237
INVAR-10, Run: 059, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 889, 4613, 100, 67, 132, 100, 200, 350, 989, 4613
INVAR-10, Run: 060, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 1142, 5037, 100, 69, 130, 100, 200, 350, 1242, 5037
INVAR-10, Run: 061, F, 0, 0, 1, 0, 0, 0, 0, 100, 0, 0, 500, 100, 200, 795, 5006, 100, 62, 137, 100, 200, 350, 895, 5006
