Input Number, Run_Number, Result@ 100, ak, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-1, Run: 011, P, 0, 18, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 9, 0, 0, 8, 1, 0, 2, 0, 4, 1, 0, 1, 18, 0, 0, 28, 1, 29, 2, 1, 1, 0, 0, 0, 0, 7, 1, 8, 2, 1, 0, 0, 32, 0, 1, 0, 2, 1, 1, 16, 2, 0, 5, 6, 2, 8, 3, 1, 1, 1, 1, 1, 0, 0, 33, 0, 29, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0, 0, 0, 0, 14, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 012, P, 0, 18, 0, 7, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 1, 18, 15, 6, 0, 0, 5, 0, 0, 0, 0, 1, 1, 3, 1, 15, 3, 0, 40, 10, 44, 11, 1, 1, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 0, 0, 11, 6, 12, 7, 1, 17, 1, 0, 9, 0, 5, 11, 6, 1, 1, 1, 1, 1, 0, 0, 4, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 33, 0, 0, 0, 0, 0, 2, 0, 3, 1, 1, 1
INVAR-1, Run: 013, P, 0, 18, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 17, 9, 0, 0, 8, 1, 0, 32, 1, 34, 2, 1, 1, 16, 2, 0, 13, 2, 16, 3, 1, 1, 0, 0, 0, 0, 7, 2, 8, 3, 1, 0, 0, 9, 0, 28, 9, 29, 10, 1, 17, 1, 0, 20, 3, 2, 22, 3, 1, 1, 1, 1, 1, 0, 0, 11, 0, 27, 3, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 5, 0, 0, 0, 0, 0, 24, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 014, P, 0, 18, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 17, 9, 0, 0, 9, 0, 0, 14, 3, 15, 4, 1, 1, 16, 2, 0, 9, 2, 12, 3, 1, 1, 0, 0, 0, 0, 13, 3, 13, 3, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 17, 0, 1, 12, 14, 1, 14, 3, 1, 1, 1, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 015, P, 0, 16, 0, 0, 2, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 17, 9, 0, 0, 8, 1, 0, 18, 6, 20, 7, 1, 1, 12, 4, 0, 1, 0, 6, 1, 1, 1, 0, 0, 0, 0, 9, 3, 10, 4, 1, 0, 0, 1, 0, 6, 4, 7, 5, 1, 12, 4, 0, 56, 0, 15, 61, 16, 1, 1, 1, 1, 1, 0, 0, 3, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 3, 5, 3, 0, 0, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 016, P, 0, 18, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 16, 9, 0, 0, 9, 0, 0, 17, 4, 18, 5, 2, 1, 17, 1, 0, 18, 5, 20, 6, 1, 1, 0, 0, 0, 0, 45, 10, 46, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 16, 2, 0, 9, 0, 2, 12, 3, 1, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 017, P, 0, 18, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 15, 8, 1, 0, 8, 1, 0, 19, 6, 22, 7, 3, 1, 15, 2, 1, 14, 1, 18, 3, 1, 1, 0, 0, 0, 0, 9, 5, 10, 6, 1, 0, 0, 14, 0, 24, 4, 25, 5, 1, 18, 0, 0, 9, 2, 1, 10, 2, 1, 1, 1, 1, 1, 0, 0, 18, 0, 27, 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 0, 5, 1, 0, 0, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 018, P, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 18, 16, 8, 1, 0, 7, 1, 1, 4, 0, 8, 2, 2, 1, 18, 0, 0, 14, 6, 15, 7, 1, 1, 0, 0, 0, 0, 9, 3, 10, 4, 1, 0, 0, 1, 0, 5, 1, 6, 2, 1, 15, 3, 0, 12, 0, 3, 16, 4, 1, 1, 1, 1, 1, 0, 0, 4, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 2, 5, 3, 1, 0, 0, 0, 31, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 019, P, 0, 18, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 17, 8, 1, 0, 7, 2, 0, 15, 3, 19, 4, 1, 1, 15, 3, 0, 31, 18, 35, 19, 1, 1, 0, 0, 0, 0, 17, 3, 18, 4, 1, 0, 0, 5, 0, 9, 0, 9, 0, 0, 16, 1, 1, 1, 3, 0, 4, 2, 1, 1, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 020, P, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 18, 15, 9, 0, 0, 8, 1, 0, 2, 3, 4, 4, 3, 1, 16, 2, 0, 10, 4, 13, 5, 1, 1, 0, 0, 0, 0, 3, 0, 4, 1, 1, 0, 0, 8, 0, 2, 0, 3, 1, 1, 18, 0, 0, 15, 1, 4, 16, 5, 1, 1, 1, 1, 1, 0, 0, 12, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 1, 7, 2, 1, 0, 0, 0, 33, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 021, P, 0, 18, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 17, 9, 0, 0, 7, 2, 0, 64, 11, 66, 11, 1, 0, 17, 1, 0, 2, 0, 4, 1, 1, 1, 0, 0, 0, 0, 15, 6, 16, 7, 1, 0, 0, 3, 0, 12, 2, 13, 3, 1, 18, 0, 0, 33, 1, 4, 34, 5, 1, 1, 1, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 022, P, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 18, 17, 9, 0, 0, 7, 2, 0, 6, 1, 9, 2, 1, 1, 17, 1, 0, 5, 2, 7, 3, 1, 1, 0, 0, 0, 0, 4, 1, 5, 2, 1, 0, 0, 3, 0, 7, 3, 8, 4, 1, 18, 0, 0, 14, 0, 3, 15, 4, 1, 1, 1, 1, 1, 0, 0, 5, 0, 28, 1, 0, 0, 0, 0, 0, 0, 0, 1, 6, 1, 8, 2, 1, 0, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 023, P, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 18, 18, 8, 1, 0, 8, 1, 0, 10, 3, 13, 4, 0, 1, 17, 1, 0, 7, 1, 9, 2, 1, 1, 0, 0, 0, 0, 8, 1, 9, 2, 1, 0, 0, 0, 0, 2, 2, 3, 3, 1, 16, 2, 0, 24, 0, 7, 27, 8, 1, 1, 1, 1, 1, 0, 0, 1, 0, 30, 1, 1, 0, 0, 0, 0, 0, 0, 1, 8, 5, 11, 7, 1, 0, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 024, P, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 18, 17, 8, 1, 0, 9, 0, 0, 1, 0, 3, 1, 1, 1, 15, 2, 1, 1, 0, 5, 2, 1, 1, 0, 0, 0, 0, 8, 2, 9, 3, 1, 0, 0, 2, 0, 38, 7, 39, 8, 1, 17, 0, 1, 8, 1, 0, 10, 2, 1, 1, 1, 1, 1, 0, 0, 4, 0, 29, 1, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 5, 2, 1, 0, 0, 0, 25, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 025, P, 0, 18, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 15, 9, 0, 0, 8, 0, 1, 5, 1, 7, 3, 3, 1, 14, 4, 0, 2, 0, 7, 1, 1, 1, 0, 0, 0, 0, 12, 2, 13, 3, 1, 0, 0, 29, 0, 8, 3, 9, 4, 1, 17, 1, 0, 14, 6, 2, 16, 3, 1, 1, 1, 1, 1, 0, 0, 33, 0, 24, 1, 0, 0, 0, 0, 0, 0, 0, 7, 2, 0, 3, 0, 0, 0, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 026, P, 0, 18, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 17, 7, 2, 0, 8, 1, 0, 4, 2, 8, 3, 1, 1, 15, 3, 0, 20, 4, 24, 5, 1, 1, 0, 0, 0, 0, 2, 1, 2, 1, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 17, 1, 0, 5, 8, 3, 6, 3, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 027, P, 0, 12, 0, 0, 2, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 49, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18, 9, 0, 0, 7, 2, 0, 15, 2, 18, 3, 0, 1, 16, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 0, 0, 29, 11, 30, 12, 1, 0, 0, 27, 0, 13, 1, 13, 1, 0, 15, 1, 0, 9, 3, 1, 11, 2, 1, 1, 1, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
