Input Number, Run_Number, Result@ 100, PE, X1, M, Y, H, PO, CE, D, CO, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 026, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 59, 1663, 57, 6, 2, 57, 164, 246, 59, 2155
INVAR-3, Run: 027, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 71, 1908, 57, 4, 2, 57, 164, 246, 128, 1908
INVAR-3, Run: 028, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 61, 1678, 57, 6, 0, 57, 164, 246, 118, 1678
INVAR-3, Run: 029, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 91, 2195, 57, 8, 0, 57, 164, 246, 91, 2687
INVAR-3, Run: 030, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 56, 1601, 56, 3, 0, 56, 164, 246, 112, 1601
INVAR-3, Run: 031, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 351, 3910, 56, 5, 0, 56, 164, 246, 351, 4402
INVAR-3, Run: 032, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 88, 1750, 56, 2, 1, 56, 164, 246, 144, 1750
INVAR-3, Run: 033, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 78, 1375, 56, 5, 0, 56, 164, 246, 78, 1867
INVAR-3, Run: 034, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 104, 2679, 57, 4, 2, 57, 164, 246, 161, 2679
INVAR-3, Run: 035, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 41, 1994, 56, 1, 2, 56, 164, 246, 97, 1994
INVAR-3, Run: 036, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 62, 1975, 57, 8, 0, 57, 164, 246, 62, 2467
INVAR-3, Run: 037, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 79, 1415, 58, 9, 0, 58, 164, 246, 137, 1415
INVAR-3, Run: 038, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 61, 1365, 56, 5, 0, 56, 164, 246, 61, 1857
INVAR-3, Run: 039, P, 0, 0, 0, 59, 0, 0, 7, 49, 0, 492, 0, 52, 112, 37, 1429, 56, 3, 1, 56, 164, 246, 44, 1429
INVAR-3, Run: 040, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 62, 1739, 58, 8, 1, 58, 164, 246, 120, 1739
INVAR-3, Run: 041, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 55, 1223, 57, 6, 0, 57, 164, 246, 112, 1223
INVAR-3, Run: 042, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 96, 2932, 58, 8, 1, 58, 164, 246, 154, 2932
INVAR-3, Run: 043, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 151, 2005, 58, 8, 1, 58, 164, 246, 209, 2005
INVAR-3, Run: 044, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 78, 1310, 56, 5, 0, 56, 164, 246, 78, 1802
INVAR-3, Run: 045, P, 0, 0, 0, 68, 0, 0, 18, 39, 0, 492, 0, 50, 114, 68, 1938, 57, 6, 1, 57, 164, 246, 86, 1938
INVAR-3, Run: 046, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 69, 1360, 58, 9, 0, 58, 164, 246, 127, 1360
INVAR-3, Run: 047, P, 0, 0, 0, 64, 0, 0, 14, 43, 0, 492, 0, 50, 114, 72, 1860, 57, 7, 0, 57, 164, 246, 86, 1860
INVAR-3, Run: 048, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 134, 2227, 57, 6, 0, 57, 164, 246, 191, 2227
INVAR-3, Run: 049, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 81, 2471, 56, 3, 0, 56, 164, 246, 137, 2471
INVAR-3, Run: 050, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 176, 2893, 56, 5, 0, 56, 164, 246, 176, 3385
INVAR-3, Run: 051, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 66, 2275, 57, 5, 1, 57, 164, 246, 123, 2275
INVAR-3, Run: 052, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 93, 1419, 56, 3, 0, 56, 164, 246, 149, 1419
INVAR-3, Run: 053, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 92, 2113, 56, 5, 0, 56, 164, 246, 92, 2605
INVAR-3, Run: 054, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 125, 1998, 57, 7, 1, 57, 164, 246, 125, 2490
INVAR-3, Run: 055, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 186, 2178, 56, 5, 0, 56, 164, 246, 186, 2670
INVAR-3, Run: 056, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 74, 1656, 56, 3, 0, 56, 164, 246, 130, 1656
INVAR-3, Run: 057, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 111, 2954, 57, 8, 0, 57, 164, 246, 111, 3446
INVAR-3, Run: 058, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 34, 1646, 57, 5, 1, 57, 164, 246, 91, 1646
INVAR-3, Run: 059, P, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0, 53, 111, 47, 1048, 55, 2, 0, 55, 164, 246, 47, 1540
INVAR-3, Run: 060, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 119, 1451, 56, 3, 2, 56, 164, 246, 119, 1943
INVAR-3, Run: 061, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 59, 1896, 56, 4, 1, 56, 164, 246, 59, 2388
INVAR-3, Run: 062, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 123, 2472, 56, 5, 0, 56, 164, 246, 123, 2964
INVAR-3, Run: 063, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 48, 1478, 56, 3, 0, 56, 164, 246, 104, 1478
INVAR-3, Run: 064, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 101, 1563, 58, 9, 0, 58, 164, 246, 159, 1563
INVAR-3, Run: 065, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 58, 2276, 57, 5, 1, 57, 164, 246, 115, 2276
INVAR-3, Run: 066, P, 1, 0, 0, 105, 0, 0, 59, 0, 0, 492, 0, 46, 118, 88, 2124, 59, 11, 1, 59, 164, 246, 147, 2124
INVAR-3, Run: 067, P, 0, 0, 0, 61, 0, 0, 9, 47, 0, 492, 0, 52, 112, 50, 1748, 56, 4, 0, 56, 164, 246, 59, 1748
INVAR-3, Run: 068, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 48, 1640, 56, 5, 0, 56, 164, 246, 48, 2132
INVAR-3, Run: 069, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 137, 1694, 58, 7, 2, 58, 164, 246, 195, 1694
INVAR-3, Run: 070, P, 0, 0, 0, 539, 1, 1, 0, 58, 492, 0, 0, 47, 117, 132, 2474, 58, 11, 0, 58, 164, 246, 132, 2966
INVAR-3, Run: 071, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 84, 2441, 56, 3, 0, 56, 164, 246, 140, 2441
INVAR-3, Run: 072, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 51, 1598, 56, 5, 0, 56, 164, 246, 51, 2090
INVAR-3, Run: 073, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 120, 1494, 56, 4, 1, 56, 164, 246, 120, 1986
INVAR-3, Run: 074, P, 0, 0, 0, 56, 0, 0, 6, 51, 0, 492, 0, 50, 114, 79, 1772, 57, 7, 0, 57, 164, 246, 85, 1772
INVAR-3, Run: 075, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 47, 2074, 57, 5, 1, 57, 164, 246, 104, 2074
INVAR-3, Run: 076, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 103, 1345, 57, 5, 1, 57, 164, 246, 160, 1345
INVAR-3, Run: 077, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 90, 2144, 57, 5, 1, 57, 164, 246, 147, 2144
INVAR-3, Run: 078, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 74, 1378, 57, 6, 0, 57, 164, 246, 131, 1378
INVAR-3, Run: 079, P, 0, 0, 0, 92, 0, 0, 42, 15, 0, 492, 0, 50, 114, 62, 1526, 57, 6, 1, 57, 164, 246, 104, 1526
INVAR-3, Run: 080, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 70, 2048, 57, 5, 1, 57, 164, 246, 127, 2048
INVAR-3, Run: 081, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 45, 1508, 57, 6, 0, 57, 164, 246, 102, 1508
INVAR-3, Run: 082, P, 0, 0, 0, 539, 1, 1, 0, 58, 492, 0, 0, 47, 117, 148, 1846, 58, 8, 3, 58, 164, 246, 148, 2338
INVAR-3, Run: 083, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 69, 1845, 57, 5, 1, 57, 164, 246, 126, 1845
INVAR-3, Run: 084, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 52, 1967, 56, 3, 0, 56, 164, 246, 108, 1967
INVAR-3, Run: 085, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 38, 1545, 57, 5, 1, 57, 164, 246, 95, 1545
INVAR-3, Run: 086, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 260, 3455, 57, 6, 2, 57, 164, 246, 260, 3947
INVAR-3, Run: 087, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 43, 1550, 57, 5, 1, 57, 164, 246, 100, 1550
INVAR-3, Run: 088, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 45, 1348, 58, 8, 1, 58, 164, 246, 103, 1348
INVAR-3, Run: 089, P, 0, 0, 0, 73, 0, 0, 0, 58, 25, 467, 0, 48, 116, 56, 1909, 58, 9, 1, 58, 164, 246, 56, 1934
INVAR-3, Run: 090, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 59, 1598, 57, 7, 1, 57, 164, 246, 59, 2090
INVAR-3, Run: 091, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 82, 1684, 56, 4, 1, 56, 164, 246, 82, 2176
INVAR-3, Run: 092, P, 0, 0, 0, 539, 1, 1, 0, 58, 492, 0, 0, 47, 117, 66, 2241, 58, 11, 0, 58, 164, 246, 66, 2733
INVAR-3, Run: 093, P, 0, 0, 0, 539, 1, 1, 0, 58, 492, 0, 0, 47, 117, 257, 3087, 58, 10, 1, 58, 164, 246, 257, 3579
INVAR-3, Run: 094, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 80, 1934, 57, 6, 0, 57, 164, 246, 137, 1934
INVAR-3, Run: 095, P, 0, 0, 0, 99, 0, 0, 49, 8, 0, 492, 0, 50, 114, 89, 1940, 57, 6, 1, 57, 164, 246, 138, 1940
INVAR-3, Run: 096, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 39, 1699, 56, 3, 0, 56, 164, 246, 95, 1699
INVAR-3, Run: 097, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 80, 2532, 58, 8, 1, 58, 164, 246, 138, 2532
INVAR-3, Run: 098, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 84, 2003, 57, 5, 1, 57, 164, 246, 141, 2003
INVAR-3, Run: 099, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 85, 1659, 56, 2, 1, 56, 164, 246, 141, 1659
INVAR-3, Run: 100, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 78, 2034, 57, 6, 0, 57, 164, 246, 135, 2034
INVAR-4, Run: 001, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 10, 161, 13, 0, 1, 13, 39, 58, 10, 279
INVAR-4, Run: 002, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 6, 100, 13, 1, 0, 13, 39, 58, 6, 218
INVAR-4, Run: 003, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 13, 208, 14, 3, 1, 14, 39, 58, 13, 326
INVAR-4, Run: 004, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 19, 307, 14, 1, 1, 14, 39, 58, 33, 307
INVAR-4, Run: 005, P, 1, 0, 0, 23, 0, 0, 16, 0, 0, 118, 1, 7, 32, 10, 171, 16, 6, 2, 16, 39, 58, 26, 171
INVAR-4, Run: 006, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 17, 174, 14, 3, 1, 14, 39, 58, 17, 292
INVAR-4, Run: 007, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 11, 173, 14, 4, 0, 14, 39, 58, 11, 291
INVAR-4, Run: 008, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 10, 177, 14, 1, 1, 14, 39, 58, 24, 177
INVAR-4, Run: 009, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 30, 276, 15, 5, 0, 15, 39, 58, 45, 276
INVAR-4, Run: 010, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 4, 148, 14, 2, 0, 14, 39, 58, 18, 148
INVAR-4, Run: 011, P, 0, 0, 0, 16, 0, 0, 5, 9, 0, 118, 1, 11, 28, 13, 159, 14, 2, 1, 14, 39, 58, 18, 159
INVAR-4, Run: 012, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 16, 211, 14, 4, 0, 14, 39, 58, 16, 329
INVAR-4, Run: 013, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 8, 168, 14, 2, 0, 14, 39, 58, 22, 168
INVAR-4, Run: 014, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 2, 141, 14, 2, 0, 14, 39, 58, 16, 141
INVAR-4, Run: 015, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 17, 233, 13, 1, 0, 13, 39, 58, 17, 351
INVAR-4, Run: 016, P, 0, 0, 0, 15, 0, 0, 4, 10, 0, 118, 1, 11, 28, 8, 163, 14, 3, 0, 14, 39, 58, 12, 163
INVAR-4, Run: 017, P, 0, 0, 0, 22, 0, 0, 13, 2, 0, 118, 1, 9, 30, 12, 149, 15, 3, 3, 15, 39, 58, 25, 149
INVAR-4, Run: 018, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 5, 133, 14, 1, 1, 14, 39, 58, 19, 133
INVAR-4, Run: 019, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 6, 190, 14, 2, 0, 14, 39, 58, 20, 190
INVAR-4, Run: 020, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 12, 275, 14, 4, 0, 14, 39, 58, 12, 393
INVAR-4, Run: 021, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 12, 231, 14, 2, 0, 14, 39, 58, 26, 231
INVAR-4, Run: 022, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 19, 208, 15, 4, 1, 15, 39, 58, 34, 208
INVAR-4, Run: 023, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 11, 186, 14, 2, 0, 14, 39, 58, 25, 186
INVAR-4, Run: 024, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 12, 279, 15, 4, 1, 15, 39, 58, 27, 279
INVAR-4, Run: 025, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 12, 231, 14, 2, 0, 14, 39, 58, 26, 231
INVAR-4, Run: 026, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 5, 251, 14, 2, 0, 14, 39, 58, 19, 251
INVAR-4, Run: 027, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 8, 137, 13, 0, 1, 13, 39, 58, 8, 255
INVAR-4, Run: 028, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 5, 211, 15, 5, 0, 15, 39, 58, 20, 211
INVAR-4, Run: 029, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 18, 214, 14, 4, 0, 14, 39, 58, 18, 332
INVAR-4, Run: 030, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 47, 408, 14, 4, 0, 14, 39, 58, 47, 526
INVAR-4, Run: 031, P, 1, 0, 0, 23, 0, 0, 16, 0, 0, 118, 1, 7, 32, 19, 236, 16, 7, 1, 16, 39, 58, 35, 236
INVAR-4, Run: 032, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 8, 206, 14, 2, 0, 14, 39, 58, 22, 206
INVAR-4, Run: 033, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 36, 343, 13, 1, 0, 13, 39, 58, 36, 461
INVAR-4, Run: 034, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 4, 200, 14, 2, 0, 14, 39, 58, 18, 200
INVAR-4, Run: 035, P, 0, 0, 0, 21, 0, 0, 8, 5, 0, 118, 1, 13, 26, 8, 208, 13, 0, 0, 13, 39, 58, 16, 208
INVAR-4, Run: 036, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 24, 315, 14, 2, 0, 14, 39, 58, 38, 315
INVAR-4, Run: 037, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 40, 349, 14, 3, 1, 14, 39, 58, 40, 467
INVAR-4, Run: 038, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 8, 175, 14, 2, 2, 14, 39, 58, 8, 293
INVAR-4, Run: 039, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 13, 92, 13, 0, 1, 13, 39, 58, 13, 210
INVAR-4, Run: 040, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 7, 132, 15, 3, 2, 15, 39, 58, 22, 132
INVAR-4, Run: 041, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 25, 195, 14, 4, 0, 14, 39, 58, 25, 313
INVAR-4, Run: 042, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 61, 513, 14, 3, 1, 14, 39, 58, 61, 631
INVAR-4, Run: 043, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 14, 141, 14, 4, 0, 14, 39, 58, 14, 259
INVAR-4, Run: 044, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 12, 152, 14, 2, 0, 14, 39, 58, 26, 152
INVAR-4, Run: 045, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 15, 261, 14, 4, 0, 14, 39, 58, 15, 379
INVAR-4, Run: 046, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 67, 451, 14, 2, 2, 14, 39, 58, 67, 569
INVAR-4, Run: 047, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 8, 92, 13, 1, 0, 13, 39, 58, 8, 210
INVAR-4, Run: 048, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 17, 168, 13, 1, 0, 13, 39, 58, 17, 286
INVAR-4, Run: 049, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 10, 117, 14, 3, 1, 14, 39, 58, 10, 235
INVAR-4, Run: 050, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 6, 126, 14, 1, 1, 14, 39, 58, 20, 126
INVAR-4, Run: 051, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 7, 96, 13, 1, 0, 13, 39, 58, 7, 214
INVAR-4, Run: 052, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 32, 332, 14, 3, 1, 14, 39, 58, 32, 450
INVAR-4, Run: 053, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 10, 253, 14, 2, 0, 14, 39, 58, 24, 253
INVAR-4, Run: 054, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 6, 135, 14, 4, 0, 14, 39, 58, 6, 253
INVAR-4, Run: 055, P, 0, 0, 0, 19, 0, 0, 8, 6, 0, 118, 1, 11, 28, 4, 189, 14, 2, 1, 14, 39, 58, 12, 189
INVAR-4, Run: 056, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 3, 141, 14, 2, 0, 14, 39, 58, 17, 141
INVAR-4, Run: 057, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 11, 120, 14, 2, 0, 14, 39, 58, 25, 120
INVAR-4, Run: 058, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 20, 154, 13, 1, 0, 13, 39, 58, 20, 272
INVAR-4, Run: 059, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 5, 175, 14, 2, 0, 14, 39, 58, 19, 175
INVAR-4, Run: 060, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 14, 149, 14, 3, 1, 14, 39, 58, 14, 267
INVAR-4, Run: 061, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 13, 160, 13, 1, 0, 13, 39, 58, 13, 278
INVAR-4, Run: 062, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 14, 180, 15, 3, 2, 15, 39, 58, 29, 180
INVAR-4, Run: 063, P, 0, 0, 0, 36, 0, 0, 0, 14, 25, 93, 1, 11, 28, 5, 49, 14, 3, 0, 14, 39, 58, 5, 74
INVAR-4, Run: 064, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 24, 312, 14, 4, 0, 14, 39, 58, 24, 430
INVAR-4, Run: 065, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 2, 76, 13, 1, 0, 13, 39, 58, 2, 194
INVAR-4, Run: 066, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 6, 198, 14, 2, 0, 14, 39, 58, 20, 198
INVAR-4, Run: 067, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 10, 221, 14, 4, 0, 14, 39, 58, 10, 339
INVAR-4, Run: 068, P, 0, 0, 0, 18, 0, 0, 5, 8, 0, 118, 1, 13, 26, 2, 166, 13, 0, 0, 13, 39, 58, 7, 166
INVAR-4, Run: 069, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 35, 269, 14, 4, 0, 14, 39, 58, 35, 387
INVAR-4, Run: 070, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 6, 158, 14, 2, 0, 14, 39, 58, 20, 158
INVAR-4, Run: 071, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 11, 285, 14, 2, 0, 14, 39, 58, 25, 285
INVAR-4, Run: 072, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 37, 390, 14, 3, 1, 14, 39, 58, 37, 508
INVAR-4, Run: 073, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 13, 228, 14, 4, 0, 14, 39, 58, 13, 346
INVAR-4, Run: 074, P, 0, 0, 0, 15, 0, 0, 2, 11, 0, 118, 1, 13, 26, 10, 133, 13, 0, 0, 13, 39, 58, 12, 133
INVAR-4, Run: 075, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 2, 134, 14, 2, 0, 14, 39, 58, 16, 134
INVAR-4, Run: 076, P, 0, 0, 0, 126, 1, 1, 0, 15, 118, 0, 1, 8, 31, 35, 370, 15, 6, 1, 15, 39, 58, 35, 488
INVAR-4, Run: 077, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 12, 109, 15, 4, 1, 15, 39, 58, 27, 109
INVAR-4, Run: 078, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 14, 152, 14, 2, 2, 14, 39, 58, 14, 270
INVAR-4, Run: 079, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 14, 244, 14, 4, 0, 14, 39, 58, 14, 362
INVAR-4, Run: 080, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 11, 149, 14, 4, 0, 14, 39, 58, 11, 267
INVAR-4, Run: 081, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 55, 465, 14, 3, 1, 14, 39, 58, 55, 583
INVAR-4, Run: 082, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 8, 52, 13, 1, 0, 13, 39, 58, 8, 170
INVAR-4, Run: 083, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 12, 131, 14, 4, 0, 14, 39, 58, 12, 249
INVAR-4, Run: 084, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 13, 234, 14, 1, 1, 14, 39, 58, 27, 234
INVAR-4, Run: 085, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 3, 99, 13, 1, 0, 13, 39, 58, 3, 217
INVAR-4, Run: 086, P, 0, 0, 0, 14, 0, 0, 5, 10, 0, 118, 1, 9, 30, 16, 216, 15, 4, 2, 15, 39, 58, 21, 216
INVAR-4, Run: 087, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 9, 88, 13, 1, 0, 13, 39, 58, 9, 206
INVAR-4, Run: 088, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 6, 254, 14, 2, 0, 14, 39, 58, 20, 254
