Input Number, Run_Number, Result@ 100, PE, X1, M, Y, H, PO, CE, D, CO, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 043, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 4, 29, 6, 1, 0, 6, 18, 27, 4, 83
INVAR-1, Run: 044, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 5, 87, 7, 1, 1, 7, 18, 27, 12, 87
INVAR-1, Run: 045, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 0, 45, 7, 2, 0, 7, 18, 27, 7, 45
INVAR-1, Run: 046, P, 1, 0, 0, 10, 0, 0, 8, 0, 0, 54, 0, 2, 16, 1, 70, 8, 4, 1, 8, 18, 27, 9, 70
INVAR-1, Run: 047, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 2, 62, 7, 1, 1, 7, 18, 27, 9, 62
INVAR-1, Run: 048, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 18, 111, 6, 1, 0, 6, 18, 27, 18, 165
INVAR-1, Run: 049, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 3, 47, 7, 2, 0, 7, 18, 27, 10, 47
INVAR-1, Run: 050, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 12, 124, 6, 0, 1, 6, 18, 27, 12, 178
INVAR-1, Run: 051, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 3, 68, 7, 1, 1, 7, 18, 27, 10, 68
INVAR-1, Run: 052, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 1, 92, 7, 2, 0, 7, 18, 27, 8, 92
INVAR-1, Run: 053, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 1, 38, 7, 2, 0, 7, 18, 27, 8, 38
INVAR-1, Run: 054, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 8, 63, 6, 1, 0, 6, 18, 27, 8, 117
INVAR-1, Run: 055, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 5, 20, 7, 0, 2, 7, 18, 27, 12, 20
INVAR-1, Run: 056, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 2, 49, 6, 1, 0, 6, 18, 27, 2, 103
INVAR-1, Run: 057, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 6, 105, 7, 2, 0, 7, 18, 27, 13, 105
INVAR-1, Run: 058, P, 0, 0, 0, 9, 0, 0, 3, 3, 0, 54, 0, 6, 12, 2, 29, 6, 0, 0, 6, 18, 27, 5, 29
INVAR-1, Run: 059, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 4, 57, 7, 2, 0, 7, 18, 27, 11, 57
INVAR-1, Run: 060, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 2, 94, 7, 1, 1, 7, 18, 27, 9, 94
INVAR-1, Run: 061, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 8, 171, 7, 2, 0, 7, 18, 27, 15, 171
INVAR-1, Run: 062, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 3, 12, 6, 1, 0, 6, 18, 27, 3, 66
INVAR-1, Run: 063, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 1, 22, 6, 1, 0, 6, 18, 27, 1, 76
INVAR-1, Run: 064, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 2, 81, 7, 2, 0, 7, 18, 27, 9, 81
INVAR-1, Run: 065, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 0, 9, 6, 1, 0, 6, 18, 27, 0, 63
INVAR-1, Run: 066, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 1, 6, 6, 1, 0, 6, 18, 27, 1, 60
INVAR-1, Run: 067, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 0, 56, 6, 1, 0, 6, 18, 27, 0, 110
INVAR-1, Run: 068, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 26, 202, 6, 1, 0, 6, 18, 27, 26, 256
INVAR-1, Run: 069, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 7, 22, 6, 1, 0, 6, 18, 27, 7, 76
INVAR-1, Run: 070, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 8, 114, 7, 2, 0, 7, 18, 27, 15, 114
INVAR-1, Run: 071, P, 0, 0, 0, 57, 1, 1, 0, 7, 54, 0, 0, 3, 15, 1, 54, 7, 4, 0, 7, 18, 27, 1, 108
INVAR-1, Run: 072, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 2, 34, 6, 1, 0, 6, 18, 27, 2, 88
INVAR-1, Run: 073, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 2, 39, 7, 2, 0, 7, 18, 27, 9, 39
INVAR-1, Run: 074, P, 0, 0, 0, 8, 0, 0, 1, 5, 1, 53, 0, 6, 12, 1, 28, 6, 0, 0, 6, 18, 27, 2, 29
INVAR-1, Run: 075, P, 0, 0, 0, 10, 0, 0, 4, 2, 0, 54, 0, 6, 12, 1, 62, 6, 0, 0, 6, 18, 27, 5, 62
INVAR-1, Run: 076, P, 0, 0, 0, 12, 0, 0, 6, 0, 0, 54, 0, 6, 12, 0, 25, 6, 0, 0, 6, 18, 27, 6, 25
INVAR-1, Run: 077, P, 0, 0, 0, 57, 1, 1, 0, 7, 54, 0, 0, 3, 15, 12, 68, 7, 4, 0, 7, 18, 27, 12, 122
INVAR-1, Run: 078, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 0, 25, 7, 2, 0, 7, 18, 27, 7, 25
INVAR-1, Run: 079, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 3, 52, 7, 2, 0, 7, 18, 27, 10, 52
INVAR-1, Run: 080, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 3, 21, 6, 1, 0, 6, 18, 27, 3, 75
INVAR-1, Run: 081, P, 0, 0, 0, 57, 1, 1, 0, 7, 54, 0, 0, 3, 15, 14, 109, 7, 4, 0, 7, 18, 27, 14, 163
INVAR-1, Run: 082, P, 0, 0, 0, 57, 1, 1, 0, 7, 54, 0, 0, 3, 15, 6, 56, 7, 4, 0, 7, 18, 27, 6, 110
INVAR-1, Run: 083, P, 0, 0, 0, 16, 0, 0, 1, 5, 9, 45, 0, 6, 12, 1, 32, 6, 0, 0, 6, 18, 27, 2, 41
INVAR-1, Run: 084, P, 0, 0, 0, 7, 0, 0, 2, 5, 1, 53, 0, 4, 14, 7, 37, 7, 3, 0, 7, 18, 27, 9, 38
INVAR-1, Run: 085, P, 1, 0, 0, 10, 0, 0, 8, 0, 0, 54, 0, 2, 16, 7, 117, 8, 4, 1, 8, 18, 27, 15, 117
INVAR-1, Run: 086, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 3, 35, 7, 1, 1, 7, 18, 27, 10, 35
INVAR-1, Run: 087, P, 0, 0, 0, 9, 0, 0, 2, 4, 1, 53, 0, 6, 12, 1, 28, 6, 0, 0, 6, 18, 27, 3, 29
INVAR-1, Run: 088, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 4, 83, 7, 2, 0, 7, 18, 27, 11, 83
INVAR-1, Run: 089, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 5, 12, 6, 1, 0, 6, 18, 27, 5, 66
INVAR-1, Run: 090, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 0, 55, 6, 1, 0, 6, 18, 27, 0, 109
INVAR-1, Run: 091, P, 0, 0, 0, 57, 1, 1, 0, 7, 54, 0, 0, 3, 15, 6, 77, 7, 3, 1, 7, 18, 27, 6, 131
INVAR-1, Run: 092, P, 0, 0, 0, 8, 0, 0, 0, 6, 2, 52, 0, 6, 12, 0, 13, 6, 0, 0, 6, 18, 27, 0, 15
INVAR-1, Run: 093, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 2, 49, 7, 1, 1, 7, 18, 27, 9, 49
INVAR-1, Run: 094, P, 0, 0, 0, 59, 1, 1, 0, 6, 54, 0, 0, 5, 13, 6, 21, 6, 1, 0, 6, 18, 27, 6, 75
INVAR-1, Run: 095, P, 0, 0, 0, 57, 1, 1, 0, 7, 54, 0, 0, 3, 15, 12, 81, 7, 3, 1, 7, 18, 27, 12, 135
INVAR-1, Run: 096, P, 0, 0, 0, 57, 1, 1, 0, 7, 54, 0, 0, 3, 15, 16, 189, 7, 4, 0, 7, 18, 27, 16, 243
INVAR-1, Run: 097, P, 1, 0, 0, 11, 0, 0, 7, 0, 0, 54, 0, 4, 14, 0, 67, 7, 2, 0, 7, 18, 27, 7, 67
INVAR-1, Run: 098, P, 0, 0, 0, 7, 0, 0, 3, 4, 0, 54, 0, 4, 14, 4, 35, 7, 2, 1, 7, 18, 27, 7, 35
INVAR-1, Run: 099, P, 0, 0, 0, 57, 1, 1, 0, 7, 54, 0, 0, 3, 15, 6, 37, 7, 4, 0, 7, 18, 27, 6, 91
INVAR-1, Run: 100, P, 0, 0, 0, 57, 1, 1, 0, 7, 54, 0, 0, 3, 15, 8, 59, 7, 4, 0, 7, 18, 27, 8, 113
INVAR-10, Run: 001, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 192, 3360, 68, 3, 2, 68, 200, 300, 192, 3960
INVAR-10, Run: 002, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 93, 3204, 69, 6, 0, 69, 200, 300, 162, 3204
INVAR-10, Run: 003, P, 1, 0, 0, 132, 0, 0, 68, 0, 0, 600, 0, 64, 136, 70, 3060, 68, 3, 0, 68, 200, 300, 138, 3060
INVAR-10, Run: 004, P, 1, 0, 0, 132, 0, 0, 68, 0, 0, 600, 0, 64, 136, 64, 2411, 68, 3, 0, 68, 200, 300, 132, 2411
INVAR-10, Run: 005, P, 0, 0, 0, 75, 0, 0, 11, 57, 0, 600, 0, 64, 136, 103, 2187, 68, 4, 0, 68, 200, 300, 114, 2187
INVAR-10, Run: 006, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 90, 2478, 68, 5, 0, 68, 200, 300, 90, 3078
INVAR-10, Run: 007, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 235, 3143, 68, 5, 0, 68, 200, 300, 235, 3743
INVAR-10, Run: 008, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 128, 2060, 69, 7, 1, 69, 200, 300, 128, 2660
INVAR-10, Run: 009, P, 1, 0, 0, 129, 0, 0, 71, 0, 0, 600, 0, 58, 142, 120, 3210, 71, 11, 1, 71, 200, 300, 191, 3210
INVAR-10, Run: 010, P, 0, 0, 0, 69, 0, 0, 7, 62, 0, 600, 0, 62, 138, 52, 2606, 69, 7, 0, 69, 200, 300, 59, 2606
INVAR-10, Run: 011, P, 1, 0, 0, 129, 0, 0, 71, 0, 0, 600, 0, 58, 142, 98, 2803, 71, 10, 2, 71, 200, 300, 169, 2803
INVAR-10, Run: 012, P, 0, 0, 0, 665, 1, 1, 0, 67, 600, 0, 0, 65, 135, 130, 2047, 67, 2, 0, 67, 200, 300, 130, 2647
INVAR-10, Run: 013, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 110, 1564, 68, 5, 0, 68, 200, 300, 110, 2164
INVAR-10, Run: 014, P, 0, 0, 0, 71, 0, 0, 4, 63, 1, 599, 0, 66, 134, 42, 2051, 67, 1, 0, 67, 200, 300, 46, 2052
INVAR-10, Run: 015, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 136, 2374, 69, 8, 0, 69, 200, 300, 136, 2974
INVAR-10, Run: 016, P, 0, 0, 0, 665, 1, 1, 0, 67, 600, 0, 0, 65, 135, 61, 1660, 67, 2, 0, 67, 200, 300, 61, 2260
INVAR-10, Run: 017, P, 1, 0, 0, 129, 0, 0, 71, 0, 0, 600, 0, 58, 142, 77, 3216, 71, 10, 2, 71, 200, 300, 148, 3216
INVAR-10, Run: 018, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 75, 2319, 68, 5, 0, 68, 200, 300, 75, 2919
INVAR-10, Run: 019, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 80, 3039, 69, 5, 1, 69, 200, 300, 149, 3039
INVAR-10, Run: 020, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 109, 1933, 69, 6, 0, 69, 200, 300, 178, 1933
INVAR-10, Run: 021, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 112, 1858, 68, 4, 1, 68, 200, 300, 112, 2458
INVAR-10, Run: 022, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 95, 3080, 69, 8, 0, 69, 200, 300, 95, 3680
INVAR-10, Run: 023, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 153, 3067, 68, 5, 0, 68, 200, 300, 153, 3667
INVAR-10, Run: 024, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 72, 2793, 68, 5, 0, 68, 200, 300, 72, 3393
INVAR-10, Run: 025, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 64, 1977, 68, 4, 1, 68, 200, 300, 64, 2577
INVAR-10, Run: 026, P, 0, 0, 0, 112, 0, 0, 52, 18, 0, 600, 0, 60, 140, 133, 2924, 70, 9, 1, 70, 200, 300, 185, 2924
INVAR-10, Run: 027, P, 0, 0, 0, 118, 0, 0, 56, 13, 0, 600, 0, 62, 138, 119, 2347, 69, 6, 1, 69, 200, 300, 175, 2347
INVAR-10, Run: 028, P, 0, 0, 0, 659, 1, 1, 0, 70, 600, 0, 0, 59, 141, 275, 4066, 70, 11, 0, 70, 200, 300, 275, 4666
INVAR-10, Run: 029, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 71, 2249, 69, 6, 0, 69, 200, 300, 140, 2249
INVAR-10, Run: 030, P, 1, 0, 0, 132, 0, 0, 68, 0, 0, 600, 0, 64, 136, 89, 3006, 68, 3, 0, 68, 200, 300, 157, 3006
INVAR-10, Run: 031, P, 0, 0, 0, 74, 0, 0, 14, 56, 0, 600, 0, 60, 140, 84, 2376, 70, 9, 1, 70, 200, 300, 98, 2376
INVAR-10, Run: 032, P, 0, 0, 0, 659, 1, 1, 0, 70, 600, 0, 0, 59, 141, 163, 3019, 70, 10, 1, 70, 200, 300, 163, 3619
INVAR-10, Run: 033, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 83, 3701, 69, 6, 0, 69, 200, 300, 152, 3701
INVAR-10, Run: 034, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 107, 2674, 68, 5, 0, 68, 200, 300, 107, 3274
INVAR-10, Run: 035, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 108, 3456, 69, 7, 1, 69, 200, 300, 108, 4056
INVAR-10, Run: 036, P, 0, 0, 0, 81, 0, 0, 17, 51, 0, 600, 0, 64, 136, 90, 2280, 68, 4, 0, 68, 200, 300, 107, 2280
INVAR-10, Run: 037, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 119, 2322, 69, 8, 0, 69, 200, 300, 119, 2922
INVAR-10, Run: 038, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 60, 2184, 69, 6, 0, 69, 200, 300, 129, 2184
INVAR-10, Run: 039, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 79, 3045, 69, 6, 0, 69, 200, 300, 148, 3045
INVAR-10, Run: 040, P, 0, 0, 0, 659, 1, 1, 0, 70, 600, 0, 0, 59, 141, 90, 2807, 70, 10, 1, 70, 200, 300, 90, 3407
INVAR-10, Run: 041, P, 0, 0, 0, 659, 1, 1, 0, 70, 600, 0, 0, 59, 141, 90, 2675, 70, 8, 3, 70, 200, 300, 90, 3275
INVAR-10, Run: 042, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 154, 2638, 69, 7, 1, 69, 200, 300, 154, 3238
INVAR-10, Run: 043, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 106, 1678, 68, 5, 0, 68, 200, 300, 106, 2278
INVAR-10, Run: 044, P, 1, 0, 0, 130, 0, 0, 70, 0, 0, 600, 0, 60, 140, 126, 2582, 70, 8, 1, 70, 200, 300, 196, 2582
INVAR-10, Run: 045, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 108, 2793, 69, 5, 1, 69, 200, 300, 177, 2793
INVAR-10, Run: 046, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 122, 3100, 69, 8, 0, 69, 200, 300, 122, 3700
INVAR-10, Run: 047, P, 1, 0, 0, 132, 0, 0, 68, 0, 0, 600, 0, 64, 136, 86, 2858, 68, 2, 1, 68, 200, 300, 154, 2858
INVAR-10, Run: 048, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 162, 2580, 68, 5, 0, 68, 200, 300, 162, 3180
INVAR-10, Run: 049, P, 1, 0, 0, 130, 0, 0, 70, 0, 0, 600, 0, 60, 140, 147, 2430, 70, 7, 2, 70, 200, 300, 217, 2430
INVAR-10, Run: 050, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 257, 3591, 69, 6, 2, 69, 200, 300, 257, 4191
INVAR-10, Run: 051, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 96, 2477, 69, 4, 2, 69, 200, 300, 165, 2477
INVAR-10, Run: 052, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 116, 2395, 69, 6, 2, 69, 200, 300, 116, 2995
INVAR-10, Run: 053, P, 1, 0, 0, 130, 0, 0, 70, 0, 0, 600, 0, 60, 140, 127, 2632, 70, 7, 2, 70, 200, 300, 197, 2632
INVAR-10, Run: 054, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 69, 2045, 69, 6, 0, 69, 200, 300, 138, 2045
INVAR-10, Run: 055, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 119, 2425, 69, 8, 0, 69, 200, 300, 119, 3025
INVAR-10, Run: 056, P, 1, 0, 0, 130, 0, 0, 70, 0, 0, 600, 0, 60, 140, 86, 2280, 70, 8, 1, 70, 200, 300, 156, 2280
INVAR-10, Run: 057, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 119, 3068, 69, 7, 1, 69, 200, 300, 119, 3668
INVAR-10, Run: 058, P, 0, 0, 0, 102, 0, 0, 36, 31, 0, 600, 0, 66, 134, 91, 2832, 67, 1, 0, 67, 200, 300, 127, 2832
INVAR-10, Run: 059, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 114, 2471, 69, 6, 0, 69, 200, 300, 183, 2471
INVAR-10, Run: 060, P, 1, 0, 0, 129, 0, 0, 71, 0, 0, 600, 0, 58, 142, 77, 2024, 71, 11, 1, 71, 200, 300, 148, 2024
INVAR-10, Run: 061, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 223, 2956, 69, 7, 1, 69, 200, 300, 223, 3556
INVAR-10, Run: 062, P, 0, 0, 0, 84, 0, 0, 20, 48, 0, 600, 0, 64, 136, 69, 3207, 68, 4, 0, 68, 200, 300, 89, 3207
