Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9, NEW_REACTION
INVAR-1, Run: 026, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 37, 118, 9, 6, 2, 13, 10, 15, 50, 118, 8
INVAR-1, Run: 027, P, 0, 0, 0, 0, 15, 15, 0, 0, 1, 18, 0, 18, 33, 29, 9, 2, 6, 15, 6, 9, 48, 29, 12
INVAR-1, Run: 028, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 39, 79, 9, 4, 4, 14, 8, 12, 53, 79, 10
INVAR-1, Run: 029, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 5, 15, 9, 5, 3, 14, 8, 12, 19, 15, 10
INVAR-1, Run: 030, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 30, 66, 9, 4, 4, 13, 10, 15, 43, 66, 8
INVAR-1, Run: 031, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 5, 34, 9, 5, 3, 14, 8, 12, 19, 34, 10
INVAR-1, Run: 032, P, 0, 0, 0, 0, 12, 12, 0, 0, 1, 36, 0, 18, 24, 98, 9, 7, 1, 12, 12, 18, 36, 98, 6
INVAR-1, Run: 033, P, 0, 0, 0, 0, 12, 12, 0, 0, 1, 36, 0, 18, 13, 42, 9, 6, 2, 12, 12, 18, 25, 42, 6
INVAR-1, Run: 034, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 23, 87, 9, 7, 1, 13, 10, 15, 36, 87, 8
INVAR-1, Run: 035, P, 0, 1, 0, 0, 14, 14, 0, 0, 1, 22, 1, 18, 20, 41, 9, 4, 4, 14, 7, 10, 34, 41, 11
INVAR-1, Run: 036, P, 0, 1, 0, 0, 12, 12, 0, 0, 1, 34, 1, 18, 20, 92, 9, 6, 2, 12, 11, 16, 32, 92, 7
INVAR-1, Run: 037, P, 0, 1, 0, 0, 14, 14, 0, 0, 1, 22, 1, 18, 9, 32, 9, 6, 2, 14, 7, 10, 23, 32, 11
INVAR-1, Run: 038, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 27, 100, 9, 4, 4, 13, 10, 15, 40, 100, 8
INVAR-1, Run: 039, P, 0, 1, 0, 0, 15, 15, 0, 0, 1, 16, 1, 18, 13, 8, 9, 6, 2, 15, 5, 7, 28, 8, 13
INVAR-1, Run: 040, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 40, 76, 9, 5, 3, 14, 8, 12, 54, 76, 10
INVAR-1, Run: 041, P, 0, 1, 0, 0, 14, 14, 0, 0, 1, 22, 1, 18, 21, 55, 9, 6, 2, 14, 7, 10, 35, 55, 11
INVAR-1, Run: 042, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 10, 55, 9, 6, 2, 13, 10, 15, 23, 55, 8
INVAR-1, Run: 043, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 32, 62, 9, 4, 4, 13, 9, 13, 45, 62, 9
INVAR-1, Run: 044, P, 0, 0, 0, 0, 15, 15, 0, 0, 1, 18, 0, 18, 17, 35, 9, 5, 3, 15, 6, 9, 32, 35, 12
INVAR-1, Run: 045, P, 0, 0, 0, 0, 15, 15, 0, 0, 1, 18, 0, 18, 29, 32, 9, 5, 3, 15, 6, 9, 44, 32, 12
INVAR-1, Run: 046, P, 0, 1, 0, 0, 15, 15, 0, 0, 1, 16, 1, 18, 41, 66, 9, 6, 2, 15, 5, 7, 56, 66, 13
INVAR-1, Run: 047, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 27, 45, 9, 3, 5, 14, 8, 12, 41, 45, 10
INVAR-1, Run: 048, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 28, 54, 9, 7, 1, 14, 8, 12, 42, 54, 10
INVAR-1, Run: 049, P, 0, 0, 0, 0, 15, 15, 0, 0, 1, 18, 0, 18, 35, 55, 9, 8, 0, 15, 6, 9, 50, 55, 12
INVAR-1, Run: 050, P, 0, 1, 0, 0, 12, 12, 0, 0, 1, 34, 1, 18, 23, 92, 9, 7, 1, 12, 11, 16, 35, 92, 7
INVAR-1, Run: 051, P, 0, 0, 0, 0, 15, 15, 0, 0, 1, 18, 0, 18, 34, 47, 9, 6, 2, 15, 6, 9, 49, 47, 12
INVAR-1, Run: 052, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 20, 51, 9, 5, 3, 14, 8, 12, 34, 51, 10
INVAR-1, Run: 053, P, 0, 0, 0, 0, 16, 16, 0, 0, 1, 12, 0, 18, 5, 8, 9, 4, 4, 16, 4, 6, 21, 8, 14
INVAR-1, Run: 054, P, 0, 1, 0, 0, 14, 14, 0, 0, 1, 22, 1, 18, 41, 67, 9, 5, 3, 14, 7, 10, 55, 67, 11
INVAR-1, Run: 055, P, 0, 0, 0, 0, 15, 15, 0, 0, 1, 18, 0, 18, 15, 35, 9, 5, 3, 15, 6, 9, 30, 35, 12
INVAR-1, Run: 056, P, 0, 1, 0, 0, 12, 12, 0, 0, 1, 34, 1, 18, 11, 51, 9, 6, 2, 12, 11, 16, 23, 51, 7
INVAR-1, Run: 057, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 26, 63, 9, 6, 2, 13, 9, 13, 39, 63, 9
INVAR-1, Run: 058, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 23, 83, 9, 6, 2, 14, 8, 12, 37, 83, 10
INVAR-1, Run: 059, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 31, 71, 9, 3, 5, 13, 9, 13, 44, 71, 9
INVAR-1, Run: 060, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 6, 55, 9, 7, 1, 13, 9, 13, 19, 55, 9
INVAR-1, Run: 061, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 24, 67, 9, 7, 1, 13, 10, 15, 37, 67, 8
INVAR-1, Run: 062, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 14, 33, 9, 5, 3, 13, 10, 15, 27, 33, 8
INVAR-1, Run: 063, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 39, 161, 9, 6, 2, 13, 10, 15, 52, 161, 8
INVAR-1, Run: 064, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 13, 36, 9, 7, 1, 13, 10, 15, 26, 36, 8
INVAR-1, Run: 065, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 23, 56, 9, 7, 1, 13, 9, 13, 36, 56, 9
INVAR-1, Run: 066, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 18, 70, 9, 5, 3, 13, 10, 15, 31, 70, 8
INVAR-1, Run: 067, P, 0, 0, 0, 0, 12, 12, 0, 0, 1, 36, 0, 18, 15, 70, 9, 4, 4, 12, 12, 18, 27, 70, 6
INVAR-1, Run: 068, P, 0, 1, 0, 0, 14, 14, 0, 0, 1, 22, 1, 18, 33, 32, 9, 6, 2, 14, 7, 10, 47, 32, 11
INVAR-1, Run: 069, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 12, 26, 9, 5, 3, 13, 9, 13, 25, 26, 9
INVAR-1, Run: 070, P, 0, 1, 0, 0, 11, 11, 0, 0, 1, 40, 1, 18, 19, 71, 9, 3, 5, 11, 13, 19, 30, 71, 5
INVAR-1, Run: 071, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 63, 78, 9, 5, 3, 14, 8, 12, 77, 78, 10
INVAR-1, Run: 072, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 17, 30, 9, 3, 5, 13, 9, 13, 30, 30, 9
INVAR-1, Run: 073, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 29, 71, 9, 4, 4, 14, 8, 12, 43, 71, 10
INVAR-1, Run: 074, P, 0, 0, 0, 0, 12, 12, 0, 0, 1, 36, 0, 18, 20, 67, 9, 7, 1, 12, 12, 18, 32, 67, 6
INVAR-1, Run: 075, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 25, 54, 9, 5, 3, 14, 8, 12, 39, 54, 10
INVAR-1, Run: 076, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 8, 43, 9, 7, 1, 13, 9, 13, 21, 43, 9
INVAR-1, Run: 077, P, 0, 0, 0, 0, 12, 12, 0, 0, 1, 36, 0, 18, 12, 76, 9, 6, 2, 12, 12, 18, 24, 76, 6
INVAR-1, Run: 078, P, 0, 1, 0, 0, 12, 12, 0, 0, 1, 34, 1, 18, 16, 67, 9, 4, 4, 12, 11, 16, 28, 67, 7
INVAR-1, Run: 079, P, 0, 0, 0, 0, 15, 15, 0, 0, 1, 18, 0, 18, 17, 22, 9, 4, 4, 15, 6, 9, 32, 22, 12
INVAR-1, Run: 080, P, 0, 1, 0, 0, 15, 15, 0, 0, 1, 16, 1, 18, 39, 63, 9, 6, 2, 15, 5, 7, 54, 63, 13
INVAR-1, Run: 081, P, 0, 0, 0, 0, 15, 15, 0, 0, 1, 18, 0, 18, 33, 55, 9, 6, 2, 15, 6, 9, 48, 55, 12
INVAR-1, Run: 082, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 26, 51, 9, 5, 3, 14, 8, 12, 40, 51, 10
INVAR-1, Run: 083, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 40, 101, 9, 6, 2, 13, 9, 13, 53, 101, 9
INVAR-1, Run: 084, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 22, 80, 9, 6, 2, 13, 10, 15, 35, 80, 8
INVAR-1, Run: 085, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 15, 41, 9, 6, 2, 14, 8, 12, 29, 41, 10
INVAR-1, Run: 086, P, 0, 0, 0, 0, 15, 15, 0, 0, 1, 18, 0, 18, 28, 47, 9, 5, 3, 15, 6, 9, 43, 47, 12
INVAR-1, Run: 087, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 13, 45, 9, 5, 3, 13, 9, 13, 26, 45, 9
INVAR-1, Run: 088, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 21, 81, 9, 6, 2, 13, 10, 15, 34, 81, 8
INVAR-1, Run: 089, P, 0, 1, 0, 0, 14, 14, 0, 0, 1, 22, 1, 18, 16, 55, 9, 6, 2, 14, 7, 10, 30, 55, 11
INVAR-1, Run: 090, P, 0, 0, 0, 0, 12, 12, 0, 0, 1, 36, 0, 18, 35, 149, 9, 6, 2, 12, 12, 18, 47, 149, 6
INVAR-1, Run: 091, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 19, 61, 9, 7, 1, 13, 10, 15, 32, 61, 8
INVAR-1, Run: 092, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 23, 50, 9, 8, 0, 14, 8, 12, 37, 50, 10
INVAR-1, Run: 093, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 18, 74, 9, 3, 5, 13, 10, 15, 31, 74, 8
INVAR-1, Run: 094, P, 0, 1, 0, 0, 11, 11, 0, 0, 1, 40, 1, 18, 18, 135, 9, 7, 1, 11, 13, 19, 29, 135, 5
INVAR-1, Run: 095, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 19, 63, 9, 8, 0, 14, 8, 12, 33, 63, 10
INVAR-1, Run: 096, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 17, 60, 9, 5, 3, 13, 10, 15, 30, 60, 8
INVAR-1, Run: 097, P, 0, 0, 0, 0, 15, 15, 0, 0, 1, 18, 0, 18, 19, 45, 9, 5, 3, 15, 6, 9, 34, 45, 12
INVAR-1, Run: 098, P, 0, 0, 0, 0, 12, 12, 0, 0, 1, 36, 0, 18, 24, 68, 9, 5, 3, 12, 12, 18, 36, 68, 6
INVAR-1, Run: 099, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 16, 62, 9, 8, 0, 13, 10, 15, 29, 62, 8
INVAR-1, Run: 100, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 19, 94, 9, 4, 4, 13, 10, 15, 32, 94, 8
INVAR-10, Run: 001, P, 0, 0, 0, 0, 151, 151, 0, 0, 1, 294, 0, 200, 1134, 2630, 100, 63, 36, 151, 98, 147, 1285, 2630, 102
INVAR-10, Run: 002, P, 0, 1, 0, 0, 152, 152, 0, 0, 1, 286, 1, 200, 1174, 2749, 100, 59, 40, 152, 95, 142, 1326, 2749, 105
INVAR-10, Run: 003, P, 0, 1, 0, 0, 147, 147, 0, 0, 1, 316, 1, 200, 1000, 3624, 100, 61, 38, 147, 105, 157, 1147, 3624, 95
INVAR-10, Run: 004, P, 0, 1, 0, 0, 153, 153, 0, 0, 1, 280, 1, 200, 1273, 2801, 100, 56, 43, 153, 93, 139, 1426, 2801, 107
INVAR-10, Run: 005, P, 0, 0, 0, 0, 154, 154, 0, 0, 1, 276, 0, 200, 1250, 2428, 100, 70, 29, 154, 92, 138, 1404, 2428, 108
INVAR-10, Run: 006, P, 0, 1, 0, 0, 152, 152, 0, 0, 1, 286, 1, 200, 1165, 2930, 100, 67, 32, 152, 95, 142, 1317, 2930, 105
INVAR-10, Run: 007, P, 0, 1, 0, 0, 152, 152, 0, 0, 1, 286, 1, 200, 1623, 3310, 100, 62, 37, 152, 95, 142, 1775, 3310, 105
INVAR-10, Run: 008, P, 0, 1, 0, 0, 150, 150, 0, 0, 1, 298, 1, 200, 1143, 2686, 100, 61, 38, 150, 99, 148, 1293, 2686, 101
INVAR-10, Run: 009, P, 0, 0, 0, 0, 147, 147, 0, 0, 1, 318, 0, 200, 1123, 2977, 100, 60, 39, 147, 106, 159, 1270, 2977, 94
INVAR-10, Run: 010, P, 0, 1, 0, 0, 147, 147, 0, 0, 1, 316, 1, 200, 1077, 2929, 100, 67, 32, 147, 105, 157, 1224, 2929, 95
INVAR-10, Run: 011, P, 0, 1, 0, 0, 150, 150, 0, 0, 1, 298, 1, 200, 1268, 3586, 100, 64, 35, 150, 99, 148, 1418, 3586, 101
INVAR-10, Run: 012, P, 0, 1, 0, 0, 150, 150, 0, 0, 1, 298, 1, 200, 1097, 3177, 100, 55, 44, 150, 99, 148, 1247, 3177, 101
INVAR-10, Run: 013, P, 0, 0, 0, 0, 155, 155, 0, 0, 1, 270, 0, 200, 1476, 2870, 100, 69, 30, 155, 90, 135, 1631, 2870, 110
INVAR-10, Run: 014, P, 0, 0, 0, 0, 154, 154, 0, 0, 1, 276, 0, 200, 1125, 3039, 100, 65, 34, 154, 92, 138, 1279, 3039, 108
INVAR-10, Run: 015, P, 0, 1, 0, 0, 153, 153, 0, 0, 1, 280, 1, 200, 1208, 2844, 100, 64, 35, 153, 93, 139, 1361, 2844, 107
INVAR-10, Run: 016, P, 0, 0, 0, 0, 147, 147, 0, 0, 1, 318, 0, 200, 1165, 2794, 100, 65, 34, 147, 106, 159, 1312, 2794, 94
INVAR-10, Run: 017, P, 0, 1, 0, 0, 148, 148, 0, 0, 1, 310, 1, 200, 1183, 2968, 100, 62, 37, 148, 103, 154, 1331, 2968, 97
INVAR-10, Run: 018, P, 0, 0, 0, 0, 151, 151, 0, 0, 1, 294, 0, 200, 1097, 3142, 100, 63, 36, 151, 98, 147, 1248, 3142, 102
INVAR-10, Run: 019, P, 0, 0, 0, 0, 142, 142, 0, 0, 1, 348, 0, 200, 946, 3567, 100, 59, 40, 142, 116, 174, 1088, 3567, 84
INVAR-10, Run: 020, P, 0, 0, 0, 0, 152, 152, 0, 0, 1, 288, 0, 200, 1605, 2973, 100, 60, 39, 152, 96, 144, 1757, 2973, 104
INVAR-10, Run: 021, P, 0, 0, 0, 0, 148, 148, 0, 0, 1, 312, 0, 200, 1413, 3552, 100, 58, 41, 148, 104, 156, 1561, 3552, 96
INVAR-10, Run: 022, P, 0, 1, 0, 0, 153, 153, 0, 0, 1, 280, 1, 200, 1192, 2781, 100, 59, 40, 153, 93, 139, 1345, 2781, 107
INVAR-10, Run: 023, P, 0, 0, 0, 0, 154, 154, 0, 0, 1, 276, 0, 200, 1460, 3643, 100, 66, 33, 154, 92, 138, 1614, 3643, 108
INVAR-10, Run: 024, P, 0, 1, 0, 0, 147, 147, 0, 0, 1, 316, 1, 200, 1003, 2763, 100, 62, 37, 147, 105, 157, 1150, 2763, 95
INVAR-10, Run: 025, P, 0, 1, 0, 0, 153, 153, 0, 0, 1, 280, 1, 200, 1187, 2968, 100, 65, 34, 153, 93, 139, 1340, 2968, 107
INVAR-10, Run: 026, P, 0, 0, 0, 0, 151, 151, 0, 0, 1, 294, 0, 200, 1133, 2899, 100, 62, 37, 151, 98, 147, 1284, 2899, 102
INVAR-10, Run: 027, P, 0, 1, 0, 0, 149, 149, 0, 0, 1, 304, 1, 200, 1232, 2467, 100, 63, 36, 149, 101, 151, 1381, 2467, 99
INVAR-10, Run: 028, P, 0, 1, 0, 0, 145, 145, 0, 0, 1, 328, 1, 200, 1012, 4011, 100, 69, 30, 145, 109, 163, 1157, 4011, 91
INVAR-10, Run: 029, P, 0, 1, 0, 0, 151, 151, 0, 0, 1, 292, 1, 200, 1298, 3119, 100, 49, 50, 151, 97, 145, 1449, 3119, 103
INVAR-10, Run: 030, P, 0, 1, 0, 0, 145, 145, 0, 0, 1, 328, 1, 200, 1396, 3860, 100, 61, 38, 145, 109, 163, 1541, 3860, 91
INVAR-10, Run: 031, P, 0, 0, 0, 0, 155, 155, 0, 0, 1, 270, 0, 200, 1202, 2852, 100, 67, 32, 155, 90, 135, 1357, 2852, 110
INVAR-10, Run: 032, P, 0, 0, 0, 0, 149, 149, 0, 0, 1, 306, 0, 200, 1420, 3247, 100, 65, 34, 149, 102, 153, 1569, 3247, 98
INVAR-10, Run: 033, P, 0, 0, 0, 0, 149, 149, 0, 0, 1, 306, 0, 200, 1269, 2712, 100, 61, 38, 149, 102, 153, 1418, 2712, 98
INVAR-10, Run: 034, P, 0, 0, 0, 0, 155, 155, 0, 0, 1, 270, 0, 200, 1096, 2628, 100, 52, 47, 155, 90, 135, 1251, 2628, 110
INVAR-10, Run: 035, P, 0, 0, 0, 0, 147, 147, 0, 0, 1, 318, 0, 200, 1152, 2794, 100, 63, 36, 147, 106, 159, 1299, 2794, 94
INVAR-10, Run: 036, P, 0, 0, 0, 0, 142, 142, 0, 0, 1, 348, 0, 200, 1513, 4733, 100, 57, 42, 142, 116, 174, 1655, 4733, 84
INVAR-10, Run: 037, P, 0, 1, 0, 0, 152, 152, 0, 0, 1, 286, 1, 200, 1248, 2736, 100, 70, 29, 152, 95, 142, 1400, 2736, 105
INVAR-10, Run: 038, P, 0, 0, 0, 0, 146, 146, 0, 0, 1, 324, 0, 200, 1103, 2957, 100, 62, 37, 146, 108, 162, 1249, 2957, 92
INVAR-10, Run: 039, P, 0, 1, 0, 0, 147, 147, 0, 0, 1, 316, 1, 200, 1204, 2985, 100, 57, 42, 147, 105, 157, 1351, 2985, 95
INVAR-10, Run: 040, P, 0, 1, 0, 0, 149, 149, 0, 0, 1, 304, 1, 200, 1069, 2739, 100, 62, 37, 149, 101, 151, 1218, 2739, 99
INVAR-10, Run: 041, P, 0, 0, 0, 0, 144, 144, 0, 0, 1, 336, 0, 200, 1155, 3240, 100, 50, 49, 144, 112, 168, 1299, 3240, 88
INVAR-10, Run: 042, P, 0, 0, 0, 0, 157, 157, 0, 0, 1, 258, 0, 200, 1191, 2585, 100, 66, 33, 157, 86, 129, 1348, 2585, 114
INVAR-10, Run: 043, P, 0, 0, 0, 0, 155, 155, 0, 0, 1, 270, 0, 200, 1195, 2943, 100, 59, 40, 155, 90, 135, 1350, 2943, 110
INVAR-10, Run: 044, P, 0, 0, 0, 0, 155, 155, 0, 0, 1, 270, 0, 200, 1254, 2547, 100, 66, 33, 155, 90, 135, 1409, 2547, 110
INVAR-10, Run: 045, P, 0, 0, 0, 0, 150, 150, 0, 0, 1, 300, 0, 200, 1218, 2716, 100, 62, 37, 150, 100, 150, 1368, 2716, 100
INVAR-10, Run: 046, P, 0, 1, 0, 0, 147, 147, 0, 0, 1, 316, 1, 200, 1017, 3483, 100, 60, 39, 147, 105, 157, 1164, 3483, 95
INVAR-10, Run: 047, P, 0, 0, 0, 0, 145, 145, 0, 0, 1, 330, 0, 200, 1113, 2861, 100, 58, 41, 145, 110, 165, 1258, 2861, 90
INVAR-10, Run: 048, P, 0, 0, 0, 0, 147, 147, 0, 0, 1, 318, 0, 200, 1209, 2815, 100, 59, 40, 147, 106, 159, 1356, 2815, 94
INVAR-10, Run: 049, P, 0, 0, 0, 0, 150, 150, 0, 0, 1, 300, 0, 200, 1206, 3081, 100, 65, 34, 150, 100, 150, 1356, 3081, 100
INVAR-10, Run: 050, P, 0, 1, 0, 0, 148, 148, 0, 0, 1, 310, 1, 200, 1354, 2971, 100, 68, 31, 148, 103, 154, 1502, 2971, 97
INVAR-10, Run: 051, P, 0, 0, 0, 0, 145, 145, 0, 0, 1, 330, 0, 200, 1267, 4185, 100, 61, 38, 145, 110, 165, 1412, 4185, 90
INVAR-10, Run: 052, P, 0, 0, 0, 0, 153, 153, 0, 0, 1, 282, 0, 200, 1001, 2723, 100, 74, 25, 153, 94, 141, 1154, 2723, 106
INVAR-10, Run: 053, P, 0, 0, 0, 0, 147, 147, 0, 0, 1, 318, 0, 200, 1110, 2437, 100, 62, 37, 147, 106, 159, 1257, 2437, 94
INVAR-10, Run: 054, P, 0, 0, 0, 0, 146, 146, 0, 0, 1, 324, 0, 200, 1110, 3456, 100, 68, 31, 146, 108, 162, 1256, 3456, 92
INVAR-10, Run: 055, P, 0, 0, 0, 0, 147, 147, 0, 0, 1, 318, 0, 200, 994, 3697, 100, 69, 30, 147, 106, 159, 1141, 3697, 94
INVAR-10, Run: 056, P, 0, 0, 0, 0, 146, 146, 0, 0, 1, 324, 0, 200, 1268, 2970, 100, 66, 33, 146, 108, 162, 1414, 2970, 92
INVAR-10, Run: 057, P, 0, 1, 0, 0, 146, 146, 0, 0, 1, 322, 1, 200, 991, 3124, 100, 70, 29, 146, 107, 160, 1137, 3124, 93
INVAR-10, Run: 058, P, 0, 0, 0, 0, 146, 146, 0, 0, 1, 324, 0, 200, 994, 2798, 100, 64, 35, 146, 108, 162, 1140, 2798, 92
INVAR-10, Run: 059, P, 0, 1, 0, 0, 150, 150, 0, 0, 1, 298, 1, 200, 1498, 3136, 100, 68, 31, 150, 99, 148, 1648, 3136, 101
INVAR-10, Run: 060, P, 0, 0, 0, 0, 152, 152, 0, 0, 1, 288, 0, 200, 1062, 2823, 100, 70, 29, 152, 96, 144, 1214, 2823, 104
