Input Number, Run_Number, Result@ 100, PO, E, F, X1, A, B, C, D, CO, Y, PE, CE, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 031, F, 0, 14, 0, 0, 0, 0, 0, 48, 0, 2, 1, 2, 6, 18, 125, 10, 8, 125, 6, 3, 2, 8, 12, 18, 96, 51
INVAR-1, Run: 032, F, 0, 13, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 4, 18, 38, 6, 6, 38, 7, 4, 2, 9, 11, 18, 82, 43
INVAR-1, Run: 033, F, 0, 13, 0, 0, 0, 0, 0, 32, 18, 18, 0, 0, 4, 18, 74, 7, 7, 56, 7, 5, 2, 9, 11, 18, 74, 39
INVAR-1, Run: 034, F, 0, 13, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 4, 18, 73, 4, 4, 73, 7, 6, 0, 9, 11, 18, 150, 77
INVAR-1, Run: 035, F, 0, 13, 0, 0, 0, 0, 0, 19, 31, 31, 0, 0, 4, 18, 45, 3, 3, 14, 7, 5, 2, 9, 11, 18, 98, 51
INVAR-1, Run: 036, F, 0, 12, 0, 0, 0, 0, 0, 50, 0, 2, 1, 2, 4, 18, 50, 9, 7, 50, 7, 3, 3, 8, 11, 18, 64, 34
INVAR-1, Run: 037, F, 0, 14, 0, 0, 0, 0, 0, 48, 0, 2, 1, 2, 6, 18, 32, 6, 4, 32, 6, 5, 0, 8, 12, 18, 126, 66
INVAR-1, Run: 038, F, 0, 14, 0, 0, 0, 0, 0, 48, 0, 2, 1, 2, 6, 18, 38, 9, 7, 38, 6, 3, 2, 8, 12, 18, 58, 32
INVAR-1, Run: 039, F, 0, 16, 0, 0, 0, 0, 0, 46, 0, 2, 1, 2, 8, 18, 82, 14, 12, 82, 5, 3, 1, 8, 13, 18, 116, 62
INVAR-1, Run: 040, F, 0, 13, 0, 0, 0, 0, 0, 10, 40, 40, 0, 0, 4, 18, 86, 6, 6, 46, 7, 5, 2, 9, 11, 18, 76, 40
INVAR-1, Run: 041, F, 0, 15, 0, 0, 0, 0, 0, 0, 48, 48, 0, 0, 6, 18, 89, 4, 4, 41, 6, 5, 1, 9, 12, 18, 60, 33
INVAR-1, Run: 042, F, 0, 15, 0, 0, 0, 0, 0, 30, 18, 18, 0, 0, 6, 18, 76, 8, 8, 58, 6, 6, 0, 9, 12, 18, 258, 132
INVAR-1, Run: 043, F, 0, 15, 0, 0, 0, 0, 0, 2, 46, 46, 0, 0, 6, 18, 137, 7, 7, 91, 6, 4, 2, 9, 12, 18, 184, 95
INVAR-1, Run: 044, F, 0, 15, 0, 0, 0, 0, 0, 14, 34, 34, 0, 0, 6, 18, 92, 1, 1, 58, 6, 5, 1, 9, 12, 18, 154, 80
INVAR-1, Run: 045, F, 0, 15, 0, 0, 0, 0, 0, 0, 48, 48, 0, 0, 6, 18, 161, 8, 8, 113, 6, 5, 1, 9, 12, 18, 166, 86
INVAR-1, Run: 046, F, 0, 15, 0, 0, 0, 0, 0, 4, 44, 44, 0, 0, 6, 18, 56, 7, 7, 12, 6, 3, 3, 9, 12, 18, 54, 30
INVAR-1, Run: 047, F, 0, 12, 0, 0, 0, 0, 0, 50, 0, 2, 1, 2, 4, 18, 67, 11, 9, 67, 7, 3, 3, 8, 11, 18, 118, 61
INVAR-1, Run: 048, F, 0, 17, 0, 0, 0, 0, 0, 0, 46, 46, 0, 0, 8, 18, 87, 6, 6, 41, 5, 2, 3, 9, 13, 18, 38, 23
INVAR-1, Run: 049, F, 0, 19, 0, 0, 0, 0, 0, 44, 0, 0, 1, 0, 10, 18, 62, 5, 5, 62, 4, 2, 1, 9, 14, 18, 232, 121
INVAR-1, Run: 050, F, 0, 10, 0, 0, 0, 0, 0, 52, 0, 2, 1, 2, 2, 18, 121, 4, 2, 121, 8, 4, 3, 8, 10, 18, 472, 237
INVAR-1, Run: 051, F, 0, 17, 0, 0, 0, 0, 0, 6, 40, 40, 0, 0, 8, 18, 63, 1, 1, 23, 5, 4, 1, 9, 13, 18, 204, 106
INVAR-1, Run: 052, F, 0, 13, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 4, 18, 60, 12, 12, 60, 7, 3, 3, 9, 11, 18, 86, 45
INVAR-1, Run: 053, F, 0, 12, 0, 0, 0, 0, 0, 50, 0, 2, 1, 2, 4, 18, 39, 7, 5, 39, 7, 4, 2, 8, 11, 18, 122, 63
INVAR-1, Run: 054, F, 0, 19, 0, 0, 0, 0, 0, 44, 0, 0, 1, 0, 10, 18, 106, 10, 10, 106, 4, 3, 0, 9, 14, 18, 428, 219
INVAR-1, Run: 055, F, 0, 13, 0, 0, 0, 0, 0, 1, 49, 49, 0, 0, 4, 18, 111, 9, 9, 62, 7, 5, 2, 9, 11, 18, 54, 29
INVAR-1, Run: 056, F, 0, 13, 0, 0, 0, 0, 0, 14, 36, 36, 0, 0, 4, 18, 98, 10, 10, 62, 7, 3, 4, 9, 11, 18, 164, 84
INVAR-1, Run: 057, F, 0, 17, 0, 0, 0, 0, 0, 46, 0, 0, 1, 0, 8, 18, 34, 7, 7, 34, 5, 1, 3, 9, 13, 18, 414, 211
INVAR-1, Run: 058, F, 0, 17, 0, 0, 0, 0, 0, 46, 0, 0, 1, 0, 8, 18, 29, 4, 4, 29, 5, 3, 1, 9, 13, 18, 18, 13
INVAR-1, Run: 059, F, 0, 14, 0, 0, 0, 0, 0, 48, 0, 2, 1, 2, 6, 18, 83, 6, 4, 83, 6, 4, 1, 8, 12, 18, 258, 132
INVAR-1, Run: 060, F, 0, 14, 0, 0, 0, 0, 0, 48, 0, 2, 1, 2, 6, 18, 34, 4, 2, 34, 6, 3, 2, 8, 12, 18, 174, 90
INVAR-1, Run: 061, F, 0, 15, 0, 0, 0, 0, 0, 8, 40, 40, 0, 0, 6, 18, 68, 5, 5, 28, 6, 5, 1, 9, 12, 18, 144, 75
INVAR-1, Run: 062, F, 0, 11, 0, 0, 0, 0, 0, 11, 41, 41, 0, 0, 2, 18, 172, 5, 5, 131, 8, 6, 2, 9, 10, 18, 126, 64
INVAR-1, Run: 063, F, 0, 13, 0, 0, 0, 0, 0, 35, 15, 15, 0, 0, 4, 18, 103, 1, 1, 88, 7, 4, 3, 9, 11, 18, 190, 97
INVAR-1, Run: 064, F, 0, 14, 0, 0, 1, 0, 0, 39, 9, 10, 0, 1, 6, 18, 78, 6, 5, 69, 6, 5, 1, 8, 12, 18, 216, 111
INVAR-1, Run: 065, F, 0, 11, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0, 2, 18, 145, 7, 7, 145, 8, 2, 5, 9, 10, 18, 214, 108
INVAR-1, Run: 066, F, 0, 11, 0, 0, 0, 0, 0, 22, 30, 30, 0, 0, 2, 18, 109, 7, 7, 79, 8, 4, 4, 9, 10, 18, 200, 101
INVAR-1, Run: 067, F, 0, 13, 0, 0, 0, 0, 0, 4, 46, 46, 0, 0, 4, 18, 87, 4, 4, 41, 7, 5, 2, 9, 11, 18, 14, 9
INVAR-1, Run: 068, F, 0, 13, 0, 0, 0, 0, 0, 27, 23, 23, 0, 0, 4, 18, 65, 4, 4, 42, 7, 5, 2, 9, 11, 18, 176, 90
INVAR-1, Run: 069, F, 0, 11, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0, 2, 18, 26, 3, 3, 26, 8, 4, 3, 9, 10, 18, 72, 37
INVAR-1, Run: 070, F, 0, 15, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0, 6, 18, 65, 9, 9, 65, 6, 2, 3, 9, 12, 18, 256, 131
INVAR-1, Run: 071, F, 0, 17, 0, 0, 0, 0, 0, 25, 21, 21, 0, 0, 8, 18, 38, 1, 1, 17, 5, 4, 1, 9, 13, 18, 230, 119
INVAR-1, Run: 072, F, 0, 14, 0, 0, 0, 0, 0, 48, 0, 2, 1, 2, 6, 18, 65, 4, 2, 65, 6, 5, 0, 8, 12, 18, 644, 325
INVAR-1, Run: 073, F, 0, 17, 0, 0, 0, 0, 0, 4, 42, 42, 0, 0, 8, 18, 101, 6, 6, 59, 5, 3, 2, 9, 13, 18, 180, 94
INVAR-1, Run: 074, F, 0, 15, 0, 0, 0, 0, 0, 6, 42, 42, 0, 0, 6, 18, 81, 2, 2, 39, 6, 2, 4, 9, 12, 18, 70, 38
INVAR-1, Run: 075, F, 0, 13, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 4, 18, 53, 8, 8, 53, 7, 5, 1, 9, 11, 18, 106, 55
INVAR-1, Run: 076, F, 0, 12, 0, 0, 0, 0, 0, 50, 0, 2, 1, 2, 4, 18, 78, 5, 3, 78, 7, 3, 3, 8, 11, 18, 92, 48
INVAR-1, Run: 077, F, 0, 15, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0, 6, 18, 74, 9, 9, 74, 6, 5, 0, 9, 12, 18, 428, 217
INVAR-1, Run: 078, F, 0, 17, 0, 0, 0, 0, 0, 25, 21, 21, 0, 0, 8, 18, 34, 5, 5, 13, 5, 4, 1, 9, 13, 18, 82, 45
INVAR-1, Run: 079, F, 0, 14, 0, 0, 0, 0, 0, 48, 0, 2, 1, 2, 6, 18, 51, 11, 9, 51, 6, 4, 1, 8, 12, 18, 252, 129
INVAR-1, Run: 080, F, 0, 17, 0, 0, 0, 0, 0, 46, 0, 0, 1, 0, 8, 18, 87, 7, 7, 87, 5, 3, 1, 9, 13, 18, 344, 176
INVAR-1, Run: 081, F, 0, 15, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0, 6, 18, 59, 4, 4, 59, 6, 2, 3, 9, 12, 18, 228, 117
INVAR-1, Run: 082, F, 0, 13, 0, 0, 0, 0, 0, 38, 12, 12, 0, 0, 4, 18, 59, 9, 9, 47, 7, 3, 4, 9, 11, 18, 176, 90
INVAR-1, Run: 083, F, 0, 13, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 4, 18, 55, 4, 4, 55, 7, 4, 2, 9, 11, 18, 66, 35
INVAR-1, Run: 084, F, 0, 17, 0, 0, 0, 0, 0, 46, 0, 0, 1, 0, 8, 18, 39, 1, 1, 39, 5, 2, 2, 9, 13, 18, 136, 72
INVAR-1, Run: 085, F, 0, 18, 0, 0, 0, 0, 0, 37, 7, 9, 0, 2, 10, 18, 41, 12, 10, 34, 4, 4, 0, 8, 14, 18, 138, 74
INVAR-1, Run: 086, F, 0, 15, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0, 6, 18, 62, 4, 4, 62, 6, 3, 2, 9, 12, 18, 80, 43
INVAR-1, Run: 087, F, 0, 15, 0, 0, 0, 0, 0, 19, 29, 29, 0, 0, 6, 18, 76, 7, 7, 47, 6, 5, 1, 9, 12, 18, 208, 107
INVAR-1, Run: 088, F, 0, 17, 0, 0, 0, 0, 0, 28, 18, 18, 0, 0, 8, 18, 32, 4, 4, 14, 5, 3, 2, 9, 13, 18, 54, 31
INVAR-1, Run: 089, F, 0, 15, 0, 0, 0, 0, 0, 21, 27, 27, 0, 0, 6, 18, 51, 9, 9, 24, 6, 6, 0, 9, 12, 18, 180, 93
INVAR-1, Run: 090, F, 0, 16, 0, 0, 0, 0, 0, 46, 0, 2, 1, 2, 8, 18, 44, 9, 7, 44, 5, 3, 1, 8, 13, 18, 286, 147
INVAR-1, Run: 091, F, 0, 15, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0, 6, 18, 57, 2, 2, 57, 6, 5, 0, 9, 12, 18, 124, 65
INVAR-1, Run: 092, F, 0, 17, 0, 0, 0, 0, 0, 28, 18, 18, 0, 0, 8, 18, 57, 8, 8, 39, 5, 5, 0, 9, 13, 18, 118, 63
INVAR-1, Run: 093, F, 0, 13, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 4, 18, 77, 13, 13, 77, 7, 2, 4, 9, 11, 18, 78, 41
INVAR-1, Run: 094, F, 0, 13, 0, 0, 0, 0, 0, 12, 38, 38, 0, 0, 4, 18, 111, 6, 6, 73, 7, 5, 2, 9, 11, 18, 152, 78
INVAR-1, Run: 095, F, 0, 18, 0, 0, 0, 0, 0, 44, 0, 2, 1, 2, 10, 18, 82, 9, 7, 82, 4, 1, 2, 8, 14, 18, 164, 87
INVAR-1, Run: 096, F, 0, 13, 0, 0, 0, 0, 0, 22, 28, 28, 0, 0, 4, 18, 84, 7, 7, 56, 7, 6, 1, 9, 11, 18, 112, 58
INVAR-1, Run: 097, F, 0, 12, 0, 0, 0, 0, 0, 50, 0, 2, 1, 2, 4, 18, 62, 5, 3, 62, 7, 3, 3, 8, 11, 18, 116, 60
INVAR-1, Run: 098, F, 0, 14, 0, 0, 0, 0, 0, 48, 0, 2, 1, 2, 6, 18, 70, 7, 5, 70, 6, 4, 1, 8, 12, 18, 130, 68
INVAR-1, Run: 099, F, 0, 15, 2, 0, 0, 0, 0, 1, 49, 49, 0, 0, 6, 18, 116, 9, 9, 67, 6, 4, 2, 9, 11, 18, 186, 95
INVAR-1, Run: 100, F, 0, 15, 0, 0, 0, 0, 0, 8, 40, 40, 0, 0, 6, 18, 60, 2, 2, 20, 6, 3, 3, 9, 12, 18, 102, 54
INVAR-10, Run: 001, F, 0, 118, 0, 0, 0, 0, 0, 462, 120, 120, 0, 0, 18, 200, 3714, 69, 69, 3594, 91, 57, 34, 100, 109, 200, 6124, 3071
INVAR-10, Run: 002, F, 0, 130, 0, 0, 0, 0, 0, 302, 268, 268, 0, 0, 30, 200, 4049, 69, 69, 3781, 85, 55, 30, 100, 115, 200, 6184, 3107
INVAR-10, Run: 003, F, 0, 116, 0, 0, 0, 0, 0, 217, 367, 367, 0, 0, 16, 200, 3154, 64, 64, 2787, 92, 63, 29, 100, 108, 200, 3852, 1934
INVAR-10, Run: 004, F, 0, 122, 0, 0, 0, 0, 0, 152, 426, 426, 0, 0, 22, 200, 4269, 68, 68, 3843, 89, 61, 28, 100, 111, 200, 4586, 2304
INVAR-10, Run: 005, F, 0, 114, 0, 0, 0, 0, 0, 586, 0, 0, 1, 0, 14, 200, 3988, 66, 66, 3988, 93, 64, 28, 100, 107, 200, 4968, 2491
INVAR-10, Run: 006, F, 0, 126, 0, 0, 0, 0, 0, 38, 536, 536, 0, 0, 26, 200, 4986, 73, 73, 4450, 87, 61, 26, 100, 113, 200, 4620, 2323
INVAR-10, Run: 007, F, 0, 117, 0, 0, 0, 0, 0, 582, 0, 2, 1, 2, 18, 200, 3958, 58, 56, 3958, 91, 64, 26, 99, 109, 200, 7170, 3594
INVAR-10, Run: 008, F, 0, 126, 0, 0, 0, 0, 0, 96, 478, 478, 0, 0, 26, 200, 4113, 55, 55, 3635, 87, 58, 29, 100, 113, 200, 5386, 2706
INVAR-10, Run: 009, F, 0, 114, 0, 0, 0, 0, 0, 586, 0, 0, 1, 0, 14, 200, 4234, 84, 84, 4234, 93, 51, 41, 100, 107, 200, 7938, 3976
INVAR-10, Run: 010, F, 0, 118, 0, 0, 0, 0, 0, 227, 355, 355, 0, 0, 18, 200, 4284, 62, 62, 3929, 91, 64, 27, 100, 109, 200, 6154, 3086
INVAR-10, Run: 011, F, 0, 122, 0, 0, 0, 0, 0, 24, 554, 554, 0, 0, 22, 200, 3498, 64, 64, 2944, 89, 55, 34, 100, 111, 200, 4736, 2379
INVAR-10, Run: 012, F, 0, 118, 0, 0, 0, 0, 0, 390, 192, 192, 0, 0, 18, 200, 4721, 78, 78, 4529, 91, 58, 33, 100, 109, 200, 5930, 2974
INVAR-10, Run: 013, F, 0, 132, 0, 0, 0, 0, 0, 140, 428, 428, 0, 0, 32, 200, 4289, 60, 60, 3861, 84, 52, 32, 100, 116, 200, 5658, 2845
INVAR-10, Run: 014, F, 0, 126, 0, 0, 0, 0, 0, 164, 410, 410, 0, 0, 26, 200, 4664, 59, 59, 4254, 87, 58, 29, 100, 113, 200, 4702, 2364
INVAR-10, Run: 015, F, 0, 115, 0, 0, 0, 0, 0, 584, 0, 2, 1, 2, 16, 200, 3471, 61, 59, 3471, 92, 56, 35, 99, 108, 200, 4148, 2082
INVAR-10, Run: 016, F, 0, 116, 0, 0, 0, 0, 0, 296, 288, 288, 0, 0, 16, 200, 4760, 69, 69, 4472, 92, 60, 32, 100, 108, 200, 7482, 3749
INVAR-10, Run: 017, F, 0, 124, 0, 0, 0, 0, 0, 420, 156, 156, 0, 0, 24, 200, 4405, 72, 72, 4249, 88, 52, 36, 100, 112, 200, 6080, 3052
INVAR-10, Run: 018, F, 0, 118, 0, 0, 0, 0, 0, 14, 568, 568, 0, 0, 18, 200, 4743, 76, 76, 4175, 91, 73, 18, 100, 109, 200, 5270, 2644
INVAR-10, Run: 019, F, 0, 116, 0, 0, 0, 0, 0, 531, 53, 53, 0, 0, 16, 200, 3894, 65, 65, 3841, 92, 61, 31, 100, 108, 200, 8586, 4301
INVAR-10, Run: 020, F, 0, 115, 0, 0, 0, 0, 0, 584, 0, 2, 1, 2, 16, 200, 4665, 72, 70, 4665, 92, 62, 29, 99, 108, 200, 6178, 3097
INVAR-10, Run: 021, F, 0, 120, 0, 0, 0, 0, 0, 390, 190, 190, 0, 0, 20, 200, 3596, 57, 57, 3406, 90, 53, 37, 100, 110, 200, 5464, 2742
INVAR-10, Run: 022, F, 0, 128, 0, 0, 0, 0, 0, 208, 364, 364, 0, 0, 28, 200, 3695, 68, 68, 3331, 86, 60, 26, 100, 114, 200, 6918, 3473
INVAR-10, Run: 023, F, 0, 116, 0, 0, 0, 0, 0, 20, 564, 564, 0, 0, 16, 200, 3497, 58, 58, 2933, 92, 62, 30, 100, 108, 200, 4270, 2143
INVAR-10, Run: 024, F, 0, 122, 0, 0, 0, 0, 0, 15, 563, 563, 0, 0, 22, 200, 4141, 57, 57, 3578, 89, 63, 26, 100, 111, 200, 4028, 2025
INVAR-10, Run: 025, F, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0, 20, 200, 4297, 59, 59, 4297, 90, 56, 33, 100, 110, 200, 5028, 2524
INVAR-10, Run: 026, F, 0, 118, 0, 0, 0, 0, 0, 582, 0, 0, 1, 0, 18, 200, 3537, 75, 75, 3537, 91, 52, 38, 100, 109, 200, 6394, 3206
INVAR-10, Run: 027, F, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0, 20, 200, 4256, 72, 72, 4256, 90, 58, 31, 100, 110, 200, 4700, 2360
INVAR-10, Run: 028, F, 0, 123, 0, 0, 0, 0, 0, 576, 0, 2, 1, 2, 24, 200, 4358, 68, 66, 4358, 88, 51, 36, 99, 112, 200, 4834, 2429
INVAR-10, Run: 029, F, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0, 20, 200, 4695, 65, 65, 4695, 90, 64, 25, 100, 110, 200, 5840, 2930
INVAR-10, Run: 030, F, 0, 120, 0, 0, 0, 0, 0, 408, 172, 172, 0, 0, 20, 200, 4665, 63, 63, 4493, 90, 58, 32, 100, 110, 200, 4502, 2261
INVAR-10, Run: 031, F, 0, 119, 0, 0, 0, 0, 0, 580, 0, 2, 1, 2, 20, 200, 3875, 76, 74, 3875, 90, 59, 30, 99, 110, 200, 3556, 1788
INVAR-10, Run: 032, F, 0, 118, 0, 0, 0, 0, 0, 582, 0, 0, 1, 0, 18, 200, 3463, 61, 61, 3463, 91, 54, 36, 100, 109, 200, 7930, 3974
INVAR-10, Run: 033, F, 0, 118, 0, 0, 0, 0, 0, 92, 490, 490, 0, 0, 18, 200, 4407, 63, 63, 3917, 91, 57, 34, 100, 109, 200, 5578, 2798
INVAR-10, Run: 034, F, 0, 114, 0, 0, 0, 0, 0, 468, 118, 118, 0, 0, 14, 200, 5137, 79, 79, 5019, 93, 60, 33, 100, 107, 200, 5148, 2581
INVAR-10, Run: 035, F, 0, 124, 0, 0, 0, 0, 0, 576, 0, 0, 1, 0, 24, 200, 3787, 55, 55, 3787, 88, 61, 26, 100, 112, 200, 5648, 2836
INVAR-10, Run: 036, F, 0, 114, 0, 0, 0, 0, 0, 586, 0, 0, 1, 0, 14, 200, 3444, 51, 51, 3444, 93, 49, 43, 100, 107, 200, 4928, 2471
INVAR-10, Run: 037, F, 0, 114, 0, 0, 0, 0, 0, 27, 559, 559, 0, 0, 14, 200, 4420, 75, 75, 3861, 93, 57, 36, 100, 107, 200, 4788, 2401
INVAR-10, Run: 038, F, 0, 116, 0, 0, 0, 0, 0, 104, 480, 480, 0, 0, 16, 200, 4359, 68, 68, 3879, 92, 55, 37, 100, 108, 200, 5412, 2714
INVAR-10, Run: 039, F, 0, 118, 0, 0, 0, 0, 0, 82, 500, 500, 0, 0, 18, 200, 4930, 48, 48, 4430, 91, 62, 29, 100, 109, 200, 5242, 2630
INVAR-10, Run: 040, F, 0, 116, 0, 0, 0, 0, 0, 584, 0, 0, 1, 0, 16, 200, 5105, 69, 69, 5105, 92, 50, 41, 100, 108, 200, 7780, 3898
INVAR-10, Run: 041, F, 0, 116, 0, 0, 0, 0, 0, 279, 305, 305, 0, 0, 16, 200, 4352, 63, 63, 4047, 92, 58, 34, 100, 108, 200, 3868, 1942
INVAR-10, Run: 042, F, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0, 20, 200, 4167, 60, 60, 4167, 90, 52, 37, 100, 110, 200, 6594, 3307
INVAR-10, Run: 043, F, 0, 118, 0, 0, 0, 0, 0, 60, 522, 522, 0, 0, 18, 200, 4112, 59, 59, 3590, 91, 61, 30, 100, 109, 200, 4232, 2125
INVAR-10, Run: 044, F, 0, 119, 0, 0, 0, 0, 0, 580, 0, 2, 1, 2, 20, 200, 3845, 50, 48, 3845, 90, 60, 29, 99, 110, 200, 5866, 2943
INVAR-10, Run: 045, F, 0, 122, 0, 0, 0, 0, 0, 65, 513, 513, 0, 0, 22, 200, 4746, 68, 68, 4233, 89, 59, 30, 100, 111, 200, 3438, 1730
