Input Number, Run_Number, Result@ 100, PO, E, F, X1, A, B, C, D, CO, Y, PE, CE, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-2, Run: 092, F, 0, 38, 0, 0, 0, 0, 0, 102, 56, 56, 0, 0, 10, 56, 466, 27, 27, 410, 23, 13, 10, 28, 33, 56, 882, 446
INVAR-2, Run: 093, F, 0, 36, 0, 0, 0, 0, 0, 16, 144, 144, 0, 0, 8, 56, 412, 11, 11, 268, 24, 15, 9, 28, 32, 56, 876, 442
INVAR-2, Run: 094, F, 0, 36, 0, 0, 0, 0, 0, 67, 93, 93, 0, 0, 8, 56, 374, 20, 20, 281, 24, 14, 10, 28, 32, 56, 478, 243
INVAR-2, Run: 095, F, 0, 38, 0, 0, 0, 0, 0, 5, 153, 153, 0, 0, 10, 56, 655, 21, 21, 502, 23, 15, 8, 28, 33, 56, 724, 367
INVAR-2, Run: 096, F, 0, 40, 0, 0, 0, 0, 0, 6, 150, 150, 0, 0, 12, 56, 491, 16, 16, 341, 22, 12, 10, 28, 34, 56, 644, 328
INVAR-2, Run: 097, F, 0, 38, 0, 0, 0, 0, 0, 132, 26, 26, 0, 0, 10, 56, 482, 21, 21, 456, 23, 17, 6, 28, 33, 56, 734, 372
INVAR-2, Run: 098, F, 0, 36, 0, 0, 0, 0, 0, 96, 64, 64, 0, 0, 8, 56, 445, 10, 10, 381, 24, 19, 5, 28, 32, 56, 718, 363
INVAR-2, Run: 099, F, 0, 36, 0, 0, 0, 0, 0, 77, 83, 83, 0, 0, 8, 56, 564, 29, 29, 481, 24, 13, 11, 28, 32, 56, 598, 303
INVAR-2, Run: 100, F, 0, 40, 0, 0, 0, 0, 0, 26, 130, 130, 0, 0, 12, 56, 570, 20, 20, 440, 22, 13, 9, 28, 34, 56, 822, 417
INVAR-3, Run: 001, F, 0, 95, 0, 0, 0, 0, 0, 478, 0, 2, 1, 2, 14, 164, 2563, 40, 38, 2563, 75, 45, 29, 81, 89, 164, 5956, 2985
INVAR-3, Run: 002, F, 0, 96, 0, 0, 0, 0, 0, 447, 31, 31, 0, 0, 14, 164, 3413, 41, 41, 3382, 75, 44, 31, 82, 89, 164, 3972, 1993
INVAR-3, Run: 003, F, 0, 99, 0, 0, 0, 0, 0, 474, 0, 2, 1, 2, 18, 164, 2551, 58, 56, 2551, 73, 49, 23, 81, 91, 164, 3064, 1541
INVAR-3, Run: 004, F, 0, 102, 0, 0, 0, 0, 0, 164, 308, 308, 0, 0, 20, 164, 3858, 50, 50, 3550, 72, 55, 17, 82, 92, 164, 4530, 2275
INVAR-3, Run: 005, F, 0, 95, 0, 0, 0, 0, 0, 478, 0, 2, 1, 2, 14, 164, 3117, 52, 50, 3117, 75, 46, 28, 81, 89, 164, 4758, 2386
INVAR-3, Run: 006, F, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0, 18, 164, 2824, 41, 41, 2824, 73, 45, 27, 82, 91, 164, 2934, 1476
INVAR-3, Run: 007, F, 0, 95, 0, 0, 0, 0, 0, 478, 0, 2, 1, 2, 14, 164, 3360, 47, 45, 3360, 75, 50, 24, 81, 89, 164, 4800, 2407
INVAR-3, Run: 008, F, 0, 98, 0, 0, 0, 0, 0, 90, 386, 386, 0, 0, 16, 164, 2903, 52, 52, 2517, 74, 47, 27, 82, 90, 164, 4560, 2288
INVAR-3, Run: 009, F, 0, 94, 0, 0, 0, 0, 0, 480, 0, 0, 1, 0, 12, 164, 2584, 53, 53, 2584, 76, 45, 30, 82, 88, 164, 5120, 2566
INVAR-3, Run: 010, F, 0, 100, 0, 0, 0, 0, 0, 150, 324, 324, 0, 0, 18, 164, 2703, 44, 44, 2379, 73, 48, 25, 82, 91, 164, 3396, 1707
INVAR-3, Run: 011, F, 0, 96, 0, 0, 0, 0, 0, 347, 131, 131, 0, 0, 14, 164, 2444, 59, 59, 2313, 75, 50, 25, 82, 89, 164, 6802, 3408
INVAR-3, Run: 012, F, 0, 100, 0, 0, 0, 0, 0, 23, 451, 451, 0, 0, 18, 164, 2723, 43, 43, 2272, 73, 53, 20, 82, 91, 164, 2260, 1139
INVAR-3, Run: 013, F, 0, 100, 0, 0, 0, 0, 0, 220, 254, 254, 0, 0, 18, 164, 3611, 61, 61, 3357, 73, 50, 23, 82, 91, 164, 4938, 2478
INVAR-3, Run: 014, F, 0, 98, 0, 0, 0, 0, 0, 476, 0, 0, 1, 0, 16, 164, 3767, 47, 47, 3767, 74, 40, 33, 82, 90, 164, 3684, 1850
INVAR-3, Run: 015, F, 0, 97, 0, 0, 0, 0, 0, 476, 0, 2, 1, 2, 16, 164, 2753, 66, 64, 2753, 74, 52, 21, 81, 90, 164, 2806, 1411
INVAR-3, Run: 016, F, 0, 102, 0, 0, 0, 0, 0, 472, 0, 0, 1, 0, 20, 164, 2661, 39, 39, 2661, 72, 47, 24, 82, 92, 164, 4522, 2271
INVAR-3, Run: 017, F, 0, 102, 0, 0, 0, 0, 0, 163, 309, 309, 0, 0, 20, 164, 3679, 67, 67, 3370, 72, 43, 29, 82, 92, 164, 4922, 2471
INVAR-3, Run: 018, F, 0, 96, 0, 0, 0, 0, 0, 478, 0, 0, 1, 0, 14, 164, 3212, 45, 45, 3212, 75, 54, 20, 82, 89, 164, 4656, 2335
INVAR-3, Run: 019, F, 0, 106, 0, 0, 0, 0, 0, 278, 190, 190, 0, 0, 24, 164, 3251, 46, 46, 3061, 70, 49, 21, 82, 94, 164, 4596, 2310
INVAR-3, Run: 020, F, 0, 96, 0, 0, 0, 0, 0, 137, 341, 341, 0, 0, 14, 164, 3293, 56, 56, 2952, 75, 56, 19, 82, 89, 164, 3652, 1833
INVAR-3, Run: 021, F, 0, 97, 0, 0, 0, 0, 0, 476, 0, 2, 1, 2, 16, 164, 2633, 60, 58, 2633, 74, 38, 35, 81, 90, 164, 2850, 1433
INVAR-3, Run: 022, F, 0, 100, 0, 0, 0, 0, 0, 54, 420, 420, 0, 0, 18, 164, 3145, 54, 54, 2725, 73, 49, 24, 82, 91, 164, 3410, 1714
INVAR-3, Run: 023, F, 0, 110, 0, 0, 0, 0, 0, 43, 421, 421, 0, 0, 28, 164, 2494, 48, 48, 2073, 68, 48, 20, 82, 96, 164, 2274, 1151
INVAR-3, Run: 024, F, 0, 98, 0, 0, 0, 0, 0, 334, 142, 142, 0, 0, 16, 164, 3358, 50, 50, 3216, 74, 47, 27, 82, 90, 164, 3758, 1887
INVAR-3, Run: 025, F, 0, 106, 0, 0, 0, 0, 0, 16, 452, 452, 0, 0, 24, 164, 2218, 40, 40, 1766, 70, 48, 22, 82, 94, 164, 3306, 1665
INVAR-3, Run: 026, F, 0, 104, 0, 0, 0, 0, 0, 470, 0, 0, 1, 0, 22, 164, 2475, 40, 40, 2475, 71, 45, 25, 82, 93, 164, 4896, 2459
INVAR-3, Run: 027, F, 0, 100, 0, 0, 0, 0, 0, 19, 455, 455, 0, 0, 18, 164, 3663, 47, 47, 3208, 73, 52, 21, 82, 91, 164, 2906, 1462
INVAR-3, Run: 028, F, 0, 104, 0, 0, 0, 0, 0, 180, 290, 290, 0, 0, 22, 164, 3745, 54, 54, 3455, 71, 43, 28, 82, 93, 164, 3430, 1726
INVAR-3, Run: 029, F, 0, 96, 0, 0, 0, 0, 0, 12, 466, 466, 0, 0, 14, 164, 3418, 53, 53, 2952, 75, 43, 32, 82, 89, 164, 3944, 1979
INVAR-3, Run: 030, F, 0, 100, 0, 0, 0, 0, 0, 157, 317, 317, 0, 0, 18, 164, 3712, 57, 57, 3395, 73, 46, 27, 82, 91, 164, 4210, 2114
INVAR-3, Run: 031, F, 0, 95, 0, 0, 0, 0, 0, 478, 0, 2, 1, 2, 14, 164, 2536, 76, 74, 2536, 75, 47, 27, 81, 89, 164, 3624, 1819
INVAR-3, Run: 032, F, 0, 96, 0, 0, 0, 0, 0, 478, 0, 0, 1, 0, 14, 164, 3118, 58, 58, 3118, 75, 51, 23, 82, 89, 164, 3424, 1719
INVAR-3, Run: 033, F, 0, 100, 0, 0, 0, 0, 0, 118, 356, 356, 0, 0, 18, 164, 3413, 51, 51, 3057, 73, 49, 24, 82, 91, 164, 4526, 2272
INVAR-3, Run: 034, F, 0, 104, 0, 0, 0, 0, 0, 49, 421, 421, 0, 0, 22, 164, 2594, 42, 42, 2173, 71, 44, 27, 82, 93, 164, 4066, 2044
INVAR-3, Run: 035, F, 0, 104, 0, 0, 0, 0, 0, 370, 100, 100, 0, 0, 22, 164, 4031, 43, 43, 3931, 71, 50, 21, 82, 93, 164, 5154, 2588
INVAR-3, Run: 036, F, 0, 98, 0, 0, 0, 0, 0, 121, 355, 355, 0, 0, 16, 164, 3261, 58, 58, 2906, 74, 45, 29, 82, 90, 164, 3370, 1693
INVAR-3, Run: 037, F, 0, 98, 0, 0, 0, 0, 0, 476, 0, 0, 1, 0, 16, 164, 3677, 54, 54, 3677, 74, 44, 29, 82, 90, 164, 3794, 1905
INVAR-3, Run: 038, F, 0, 100, 0, 0, 0, 0, 0, 263, 211, 211, 0, 0, 18, 164, 2594, 42, 42, 2383, 73, 47, 26, 82, 91, 164, 4104, 2061
INVAR-3, Run: 039, F, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0, 18, 164, 3823, 67, 67, 3823, 73, 42, 30, 82, 91, 164, 7428, 3723
INVAR-3, Run: 040, F, 0, 98, 0, 0, 0, 0, 0, 30, 446, 446, 0, 0, 16, 164, 3106, 50, 50, 2660, 74, 55, 19, 82, 90, 164, 3574, 1795
INVAR-3, Run: 041, F, 0, 92, 0, 0, 0, 0, 0, 482, 0, 0, 1, 0, 10, 164, 2932, 71, 71, 2932, 77, 39, 37, 82, 87, 164, 3252, 1631
INVAR-3, Run: 042, F, 0, 94, 0, 0, 0, 0, 0, 480, 0, 0, 1, 0, 12, 164, 3894, 51, 51, 3894, 76, 50, 25, 82, 88, 164, 5474, 2743
INVAR-3, Run: 043, F, 0, 100, 0, 0, 0, 0, 0, 55, 419, 419, 0, 0, 18, 164, 3829, 42, 42, 3410, 73, 53, 20, 82, 91, 164, 5100, 2559
INVAR-3, Run: 044, F, 0, 96, 0, 0, 0, 0, 0, 478, 0, 0, 1, 0, 14, 164, 3542, 40, 40, 3542, 75, 57, 17, 82, 89, 164, 4088, 2051
INVAR-3, Run: 045, F, 0, 92, 0, 0, 0, 0, 0, 482, 0, 0, 1, 0, 10, 164, 3555, 55, 55, 3555, 77, 45, 31, 82, 87, 164, 3762, 1886
INVAR-3, Run: 046, F, 0, 99, 0, 0, 0, 0, 0, 474, 0, 2, 1, 2, 18, 164, 2792, 51, 49, 2792, 73, 45, 27, 81, 91, 164, 3640, 1829
INVAR-3, Run: 047, F, 0, 102, 0, 0, 0, 0, 0, 325, 147, 147, 0, 0, 20, 164, 3055, 45, 45, 2908, 72, 47, 25, 82, 92, 164, 4122, 2071
INVAR-3, Run: 048, F, 0, 106, 0, 0, 0, 0, 0, 413, 55, 55, 0, 0, 24, 164, 3039, 60, 60, 2984, 70, 43, 27, 82, 94, 164, 4460, 2242
INVAR-3, Run: 049, F, 0, 106, 0, 0, 0, 0, 0, 240, 228, 228, 0, 0, 24, 164, 2562, 63, 63, 2334, 70, 40, 30, 82, 94, 164, 4674, 2349
INVAR-3, Run: 050, F, 0, 104, 0, 0, 0, 0, 0, 101, 369, 369, 0, 0, 22, 164, 3463, 41, 41, 3094, 71, 48, 23, 82, 93, 164, 3204, 1613
INVAR-3, Run: 051, F, 0, 96, 0, 0, 0, 0, 0, 478, 0, 0, 1, 0, 14, 164, 3310, 50, 50, 3310, 75, 47, 27, 82, 89, 164, 5170, 2592
INVAR-3, Run: 052, F, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0, 18, 164, 3256, 47, 47, 3256, 73, 50, 22, 82, 91, 164, 3338, 1678
INVAR-3, Run: 053, F, 0, 95, 0, 0, 0, 0, 0, 478, 0, 2, 1, 2, 14, 164, 2916, 58, 56, 2916, 75, 44, 30, 81, 89, 164, 4028, 2021
INVAR-3, Run: 054, F, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0, 18, 164, 3215, 55, 55, 3215, 73, 41, 31, 82, 91, 164, 4346, 2182
INVAR-3, Run: 055, F, 0, 100, 0, 0, 0, 0, 0, 134, 340, 340, 0, 0, 18, 164, 3214, 54, 54, 2874, 73, 43, 30, 82, 91, 164, 3882, 1950
INVAR-3, Run: 056, F, 0, 104, 0, 0, 0, 0, 0, 254, 216, 216, 0, 0, 22, 164, 3488, 62, 62, 3272, 71, 49, 22, 82, 93, 164, 4262, 2142
INVAR-3, Run: 057, F, 0, 106, 0, 0, 0, 0, 0, 67, 401, 401, 0, 0, 24, 164, 2984, 56, 56, 2583, 70, 43, 27, 82, 94, 164, 4516, 2270
INVAR-3, Run: 058, F, 0, 100, 0, 0, 0, 0, 0, 4, 470, 470, 0, 0, 18, 164, 4052, 49, 49, 3582, 73, 41, 32, 82, 91, 164, 3342, 1680
INVAR-3, Run: 059, F, 0, 94, 0, 0, 0, 0, 0, 101, 379, 379, 0, 0, 12, 164, 3894, 55, 55, 3515, 76, 44, 32, 82, 88, 164, 4536, 2274
INVAR-3, Run: 060, F, 0, 101, 0, 0, 0, 0, 0, 472, 0, 2, 1, 2, 20, 164, 3505, 60, 58, 3505, 72, 43, 28, 81, 92, 164, 4484, 2252
INVAR-3, Run: 061, F, 0, 100, 0, 0, 0, 0, 0, 213, 261, 261, 0, 0, 18, 164, 2686, 46, 46, 2425, 73, 29, 44, 82, 91, 164, 4204, 2111
INVAR-3, Run: 062, F, 0, 104, 0, 0, 0, 0, 0, 470, 0, 0, 1, 0, 22, 164, 3049, 50, 50, 3049, 71, 46, 24, 82, 93, 164, 4602, 2312
INVAR-3, Run: 063, F, 0, 94, 0, 0, 0, 0, 0, 158, 322, 322, 0, 0, 12, 164, 3215, 60, 60, 2893, 76, 50, 26, 82, 88, 164, 3634, 1823
INVAR-3, Run: 064, F, 0, 102, 0, 0, 0, 0, 0, 158, 314, 314, 0, 0, 20, 164, 2791, 32, 32, 2477, 72, 54, 18, 82, 92, 164, 3414, 1717
INVAR-3, Run: 065, F, 0, 98, 0, 0, 0, 0, 0, 476, 0, 0, 1, 0, 16, 164, 2992, 46, 46, 2992, 74, 49, 24, 82, 90, 164, 6566, 3291
INVAR-3, Run: 066, F, 0, 102, 0, 0, 0, 0, 0, 62, 410, 410, 0, 0, 20, 164, 3698, 53, 53, 3288, 72, 47, 25, 82, 92, 164, 4608, 2314
INVAR-3, Run: 067, F, 0, 96, 0, 0, 0, 0, 0, 179, 299, 299, 0, 0, 14, 164, 3778, 49, 49, 3479, 75, 42, 33, 82, 89, 164, 4242, 2128
INVAR-3, Run: 068, F, 0, 98, 0, 0, 0, 0, 0, 34, 442, 442, 0, 0, 16, 164, 2460, 52, 52, 2018, 74, 47, 27, 82, 90, 164, 3292, 1654
INVAR-3, Run: 069, F, 0, 96, 0, 0, 0, 0, 0, 177, 301, 301, 0, 0, 14, 164, 3347, 56, 56, 3046, 75, 43, 32, 82, 89, 164, 3738, 1876
INVAR-3, Run: 070, F, 0, 102, 0, 0, 0, 0, 0, 167, 305, 305, 0, 0, 20, 164, 2362, 38, 38, 2057, 72, 45, 27, 82, 92, 164, 2794, 1407
INVAR-3, Run: 071, F, 0, 100, 0, 0, 0, 0, 0, 1, 473, 473, 0, 0, 18, 164, 2993, 51, 51, 2520, 73, 43, 30, 82, 91, 164, 4002, 2010
INVAR-3, Run: 072, F, 0, 98, 0, 0, 0, 0, 0, 396, 80, 80, 0, 0, 16, 164, 3334, 53, 53, 3254, 74, 48, 26, 82, 90, 164, 4852, 2434
INVAR-3, Run: 073, F, 0, 100, 0, 0, 0, 0, 0, 233, 241, 241, 0, 0, 18, 164, 3084, 62, 62, 2843, 73, 45, 28, 82, 91, 164, 4952, 2485
INVAR-3, Run: 074, F, 0, 102, 0, 0, 0, 0, 0, 39, 433, 433, 0, 0, 20, 164, 2349, 55, 55, 1916, 72, 36, 36, 82, 92, 164, 2448, 1234
INVAR-3, Run: 075, F, 0, 97, 0, 0, 0, 0, 0, 476, 0, 2, 1, 2, 16, 164, 2642, 60, 58, 2642, 74, 48, 25, 81, 90, 164, 5084, 2550
INVAR-3, Run: 076, F, 0, 106, 0, 0, 0, 0, 0, 468, 0, 0, 1, 0, 24, 164, 3481, 65, 65, 3481, 70, 41, 28, 82, 94, 164, 5036, 2530
INVAR-3, Run: 077, F, 0, 101, 0, 0, 0, 0, 0, 472, 0, 2, 1, 2, 20, 164, 2511, 47, 45, 2511, 72, 45, 26, 81, 92, 164, 3068, 1544
INVAR-3, Run: 078, F, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0, 18, 164, 3292, 51, 51, 3292, 73, 42, 30, 82, 91, 164, 3320, 1669
INVAR-3, Run: 079, F, 0, 90, 0, 0, 0, 0, 0, 484, 0, 0, 1, 0, 8, 164, 3700, 56, 56, 3700, 78, 50, 27, 82, 86, 164, 3488, 1748
INVAR-3, Run: 080, F, 0, 96, 0, 0, 0, 0, 0, 54, 424, 424, 0, 0, 14, 164, 2904, 68, 68, 2480, 75, 48, 27, 82, 89, 164, 3700, 1857
INVAR-3, Run: 081, F, 0, 104, 0, 0, 0, 0, 0, 470, 0, 0, 1, 0, 22, 164, 2672, 62, 62, 2672, 71, 36, 34, 82, 93, 164, 3410, 1716
INVAR-3, Run: 082, F, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0, 18, 164, 2612, 48, 48, 2612, 73, 45, 27, 82, 91, 164, 3510, 1764
INVAR-3, Run: 083, F, 0, 98, 0, 0, 0, 0, 0, 311, 165, 165, 0, 0, 16, 164, 3300, 42, 42, 3135, 74, 49, 25, 82, 90, 164, 4404, 2210
INVAR-3, Run: 084, F, 0, 95, 0, 0, 0, 0, 0, 478, 0, 2, 1, 2, 14, 164, 2987, 55, 53, 2987, 75, 43, 31, 81, 89, 164, 4452, 2233
INVAR-3, Run: 085, F, 0, 100, 0, 0, 0, 0, 0, 11, 463, 463, 0, 0, 18, 164, 3546, 53, 53, 3083, 73, 53, 20, 82, 91, 164, 4020, 2019
INVAR-3, Run: 086, F, 0, 92, 0, 0, 0, 0, 0, 276, 206, 206, 0, 0, 10, 164, 2924, 50, 50, 2718, 77, 48, 29, 82, 87, 164, 3352, 1681
INVAR-3, Run: 087, F, 0, 92, 0, 0, 0, 0, 0, 208, 274, 274, 0, 0, 10, 164, 3645, 63, 63, 3371, 77, 43, 34, 82, 87, 164, 5488, 2749
INVAR-3, Run: 088, F, 0, 102, 0, 0, 0, 0, 0, 472, 0, 0, 1, 0, 20, 164, 3093, 50, 50, 3093, 72, 51, 20, 82, 92, 164, 4746, 2383
INVAR-3, Run: 089, F, 0, 106, 0, 0, 0, 0, 0, 237, 231, 231, 0, 0, 24, 164, 2810, 49, 49, 2579, 70, 40, 30, 82, 94, 164, 4538, 2281
INVAR-3, Run: 090, F, 0, 100, 0, 0, 0, 0, 0, 474, 0, 0, 1, 0, 18, 164, 2706, 52, 52, 2706, 73, 54, 18, 82, 91, 164, 3978, 1998
INVAR-3, Run: 091, F, 0, 100, 0, 0, 0, 0, 0, 40, 434, 434, 0, 0, 18, 164, 3213, 35, 35, 2779, 73, 45, 28, 82, 91, 164, 3646, 1832
INVAR-3, Run: 092, F, 0, 98, 0, 0, 0, 0, 0, 476, 0, 0, 1, 0, 16, 164, 2645, 61, 61, 2645, 74, 42, 31, 82, 90, 164, 3070, 1543
INVAR-3, Run: 093, F, 0, 95, 0, 0, 0, 0, 0, 478, 0, 2, 1, 2, 14, 164, 3872, 42, 40, 3872, 75, 49, 25, 81, 89, 164, 5374, 2694
INVAR-3, Run: 094, F, 0, 100, 0, 0, 0, 0, 0, 149, 325, 325, 0, 0, 18, 164, 2795, 69, 69, 2470, 73, 43, 30, 82, 91, 164, 4308, 2163
INVAR-3, Run: 095, F, 0, 100, 0, 0, 0, 0, 0, 16, 458, 458, 0, 0, 18, 164, 3157, 52, 52, 2699, 73, 51, 22, 82, 91, 164, 2578, 1298
INVAR-3, Run: 096, F, 0, 97, 0, 0, 0, 0, 0, 476, 0, 2, 1, 2, 16, 164, 4257, 51, 49, 4257, 74, 41, 32, 81, 90, 164, 5074, 2545
INVAR-3, Run: 097, F, 0, 102, 0, 0, 0, 0, 0, 472, 0, 0, 1, 0, 20, 164, 3036, 41, 41, 3036, 72, 52, 19, 82, 92, 164, 5062, 2541
INVAR-3, Run: 098, F, 0, 94, 0, 0, 0, 0, 0, 161, 319, 319, 0, 0, 12, 164, 3160, 55, 55, 2841, 76, 53, 23, 82, 88, 164, 3560, 1786
INVAR-3, Run: 099, F, 0, 98, 0, 0, 0, 0, 0, 476, 0, 0, 1, 0, 16, 164, 3988, 47, 47, 3988, 74, 45, 28, 82, 90, 164, 3878, 1947
INVAR-3, Run: 100, F, 0, 104, 0, 0, 0, 0, 0, 335, 135, 135, 0, 0, 22, 164, 2785, 44, 44, 2650, 71, 52, 19, 82, 93, 164, 3208, 1615
INVAR-4, Run: 001, F, 0, 32, 0, 0, 1, 0, 0, 38, 66, 66, 0, 0, 13, 39, 155, 8, 8, 89, 13, 10, 3, 19, 26, 39, 387, 200
INVAR-4, Run: 002, F, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1, 7, 39, 263, 12, 11, 263, 16, 10, 5, 19, 23, 39, 647, 327
INVAR-4, Run: 003, F, 0, 27, 0, 0, 0, 0, 0, 108, 0, 3, 1, 3, 9, 39, 195, 16, 13, 195, 15, 7, 7, 18, 24, 39, 437, 223
INVAR-4, Run: 004, F, 0, 26, 0, 0, 1, 0, 0, 28, 82, 82, 0, 0, 7, 39, 444, 5, 5, 362, 16, 11, 5, 19, 23, 39, 337, 172
INVAR-4, Run: 005, F, 0, 28, 0, 0, 1, 0, 0, 58, 50, 50, 0, 0, 9, 39, 302, 8, 8, 252, 15, 11, 4, 19, 24, 39, 137, 73
INVAR-4, Run: 006, F, 0, 24, 0, 0, 1, 0, 0, 36, 76, 76, 0, 0, 5, 39, 293, 24, 24, 217, 17, 12, 5, 19, 22, 39, 389, 197
INVAR-4, Run: 007, F, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1, 7, 39, 347, 9, 8, 347, 16, 11, 4, 19, 23, 39, 553, 280
INVAR-4, Run: 008, F, 0, 28, 0, 0, 1, 0, 0, 13, 95, 95, 0, 0, 9, 39, 306, 14, 14, 211, 15, 8, 7, 19, 24, 39, 237, 123
INVAR-4, Run: 009, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 227, 12, 11, 227, 15, 11, 3, 19, 24, 39, 237, 123
INVAR-4, Run: 010, F, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1, 7, 39, 208, 12, 11, 208, 16, 8, 7, 19, 23, 39, 363, 185
INVAR-4, Run: 011, F, 0, 28, 0, 0, 1, 0, 0, 60, 48, 48, 0, 0, 9, 39, 290, 12, 12, 242, 15, 12, 3, 19, 24, 39, 613, 311
INVAR-4, Run: 012, F, 0, 26, 0, 0, 1, 0, 0, 6, 104, 104, 0, 0, 7, 39, 283, 12, 12, 179, 16, 5, 11, 19, 23, 39, 337, 172
INVAR-4, Run: 013, F, 0, 30, 0, 0, 0, 0, 0, 106, 0, 1, 1, 1, 11, 39, 175, 10, 9, 175, 14, 9, 4, 19, 25, 39, 175, 93
INVAR-4, Run: 014, F, 0, 27, 0, 0, 0, 0, 0, 108, 0, 3, 1, 3, 9, 39, 217, 13, 10, 217, 15, 11, 3, 18, 24, 39, 715, 362
INVAR-4, Run: 015, F, 0, 30, 0, 0, 1, 0, 0, 50, 56, 56, 0, 0, 11, 39, 163, 12, 12, 107, 14, 11, 3, 19, 25, 39, 547, 279
INVAR-4, Run: 016, F, 0, 30, 0, 0, 0, 0, 0, 106, 0, 1, 1, 1, 11, 39, 342, 9, 8, 342, 14, 9, 4, 19, 25, 39, 691, 351
INVAR-4, Run: 017, F, 0, 32, 0, 0, 1, 0, 0, 83, 21, 21, 0, 0, 13, 39, 173, 12, 12, 152, 13, 9, 4, 19, 26, 39, 711, 362
INVAR-4, Run: 018, F, 0, 28, 0, 0, 0, 0, 0, 108, 0, 1, 1, 1, 9, 39, 194, 22, 21, 194, 15, 9, 5, 19, 24, 39, 275, 142
INVAR-4, Run: 019, F, 0, 24, 0, 0, 1, 0, 0, 52, 60, 60, 0, 0, 5, 39, 279, 11, 11, 219, 17, 14, 3, 19, 22, 39, 397, 201
INVAR-4, Run: 020, F, 0, 28, 0, 0, 1, 0, 0, 89, 19, 19, 0, 0, 9, 39, 270, 13, 13, 251, 15, 14, 1, 19, 24, 39, 595, 302
INVAR-4, Run: 021, F, 0, 30, 0, 0, 0, 0, 0, 106, 0, 1, 1, 1, 11, 39, 172, 10, 9, 172, 14, 10, 3, 19, 25, 39, 515, 263
INVAR-4, Run: 022, F, 0, 26, 0, 0, 1, 0, 0, 69, 41, 41, 0, 0, 7, 39, 242, 8, 8, 201, 16, 13, 3, 19, 23, 39, 137, 72
INVAR-4, Run: 023, F, 0, 26, 0, 0, 1, 0, 0, 15, 95, 95, 0, 0, 7, 39, 357, 13, 13, 262, 16, 11, 5, 19, 23, 39, 431, 219
INVAR-4, Run: 024, F, 0, 28, 0, 0, 1, 0, 0, 31, 77, 77, 0, 0, 9, 39, 296, 13, 13, 219, 15, 10, 5, 19, 24, 39, 437, 223
INVAR-4, Run: 025, F, 0, 26, 0, 0, 0, 0, 0, 110, 0, 1, 1, 1, 7, 39, 358, 5, 4, 358, 16, 9, 6, 19, 23, 39, 345, 176
INVAR-4, Run: 026, F, 0, 30, 0, 0, 1, 0, 0, 7, 99, 99, 0, 0, 11, 39, 550, 13, 13, 451, 14, 11, 3, 19, 25, 39, 485, 248
INVAR-4, Run: 027, F, 0, 26, 0, 0, 1, 0, 0, 28, 82, 82, 0, 0, 7, 39, 334, 8, 8, 252, 16, 12, 4, 19, 23, 39, 227, 117
INVAR-4, Run: 028, F, 0, 28, 0, 0, 1, 0, 0, 96, 12, 12, 0, 0, 9, 39, 284, 5, 5, 272, 15, 13, 2, 19, 24, 39, 503, 256
INVAR-4, Run: 029, F, 0, 20, 0, 0, 0, 0, 0, 116, 0, 1, 1, 1, 1, 39, 253, 19, 18, 253, 19, 8, 10, 19, 20, 39, 529, 265
INVAR-4, Run: 030, F, 0, 28, 0, 0, 1, 0, 0, 18, 90, 90, 0, 0, 9, 39, 235, 15, 15, 145, 15, 7, 8, 19, 24, 39, 563, 286
INVAR-4, Run: 031, F, 0, 26, 0, 0, 1, 0, 0, 6, 104, 104, 0, 0, 7, 39, 193, 9, 9, 89, 16, 11, 5, 19, 23, 39, 177, 92
INVAR-4, Run: 032, F, 0, 30, 0, 0, 0, 0, 0, 106, 0, 1, 1, 1, 11, 39, 285, 9, 8, 285, 14, 8, 5, 19, 25, 39, 409, 210
INVAR-4, Run: 033, F, 0, 26, 0, 0, 1, 0, 0, 46, 64, 64, 0, 0, 7, 39, 302, 13, 13, 238, 16, 9, 7, 19, 23, 39, 573, 290
INVAR-4, Run: 034, F, 0, 26, 0, 0, 1, 0, 0, 28, 82, 82, 0, 0, 7, 39, 258, 11, 11, 176, 16, 13, 3, 19, 23, 39, 561, 284
INVAR-4, Run: 035, F, 0, 24, 0, 0, 1, 0, 0, 6, 106, 106, 0, 0, 5, 39, 369, 12, 12, 263, 17, 16, 1, 19, 22, 39, 239, 122
