Input Number, Run_Number, Result@ 100, B, D, X1, H, M, PO, CE, Y, CO, PE, A, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 0, 9, 9, 0, 1, 54, 0, 18, 16, 82, 9, 6, 2, 9, 18, 27, 25, 82
INVAR-1, Run: 018, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 48, 230, 9, 5, 3, 9, 18, 27, 60, 230
INVAR-1, Run: 019, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 10, 74, 9, 6, 2, 9, 18, 27, 21, 74
INVAR-1, Run: 020, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 27, 149, 9, 4, 4, 9, 18, 27, 39, 149
INVAR-1, Run: 021, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 17, 78, 9, 5, 3, 9, 18, 27, 28, 78
INVAR-1, Run: 022, F, 0, 0, 0, 0, 0, 0, 15, 15, 0, 1, 54, 6, 18, 22, 135, 9, 7, 1, 9, 18, 27, 37, 135
INVAR-1, Run: 023, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 9, 51, 9, 4, 4, 9, 18, 27, 21, 51
INVAR-1, Run: 024, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 14, 96, 9, 5, 3, 9, 18, 27, 24, 96
INVAR-1, Run: 025, F, 0, 0, 0, 0, 0, 0, 13, 13, 0, 1, 54, 4, 18, 18, 114, 9, 4, 4, 9, 18, 27, 31, 114
INVAR-1, Run: 026, F, 0, 0, 0, 0, 0, 0, 14, 14, 0, 1, 54, 5, 18, 15, 114, 9, 6, 2, 9, 18, 27, 29, 114
INVAR-1, Run: 027, F, 0, 0, 0, 0, 0, 0, 13, 13, 0, 1, 54, 4, 18, 10, 78, 9, 5, 3, 9, 18, 27, 23, 78
INVAR-1, Run: 028, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 13, 90, 9, 5, 3, 9, 18, 27, 24, 90
INVAR-1, Run: 029, F, 0, 0, 0, 0, 0, 0, 15, 15, 0, 1, 54, 6, 18, 25, 129, 9, 4, 4, 9, 18, 27, 40, 129
INVAR-1, Run: 030, P, 0, 0, 0, 0, 0, 0, 9, 9, 0, 1, 54, 0, 18, 21, 164, 9, 8, 0, 9, 18, 27, 30, 164
INVAR-1, Run: 031, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 18, 133, 9, 5, 3, 9, 18, 27, 30, 133
INVAR-1, Run: 032, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 15, 110, 9, 5, 3, 9, 18, 27, 27, 110
INVAR-1, Run: 033, F, 0, 0, 0, 0, 0, 0, 14, 14, 0, 1, 54, 5, 18, 14, 129, 9, 6, 2, 9, 18, 27, 28, 129
INVAR-1, Run: 034, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 15, 133, 9, 5, 3, 9, 18, 27, 26, 133
INVAR-1, Run: 035, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 17, 59, 9, 5, 3, 9, 18, 27, 27, 59
INVAR-1, Run: 036, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 15, 118, 9, 5, 3, 9, 18, 27, 25, 118
INVAR-1, Run: 037, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 8, 105, 9, 8, 0, 9, 18, 27, 20, 105
INVAR-1, Run: 038, F, 0, 0, 0, 0, 0, 0, 14, 14, 0, 1, 54, 5, 18, 19, 124, 9, 5, 3, 9, 18, 27, 33, 124
INVAR-1, Run: 039, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 14, 76, 9, 4, 4, 9, 18, 27, 25, 76
INVAR-1, Run: 040, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 12, 78, 9, 5, 3, 9, 18, 27, 24, 78
INVAR-1, Run: 041, F, 0, 0, 0, 0, 0, 0, 13, 13, 0, 1, 54, 4, 18, 22, 112, 9, 5, 3, 9, 18, 27, 35, 112
INVAR-1, Run: 042, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 10, 59, 9, 5, 3, 9, 18, 27, 21, 59
INVAR-1, Run: 043, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 10, 63, 9, 6, 2, 9, 18, 27, 20, 63
INVAR-1, Run: 044, F, 0, 0, 0, 0, 0, 0, 17, 17, 0, 1, 54, 8, 18, 13, 81, 9, 5, 3, 9, 18, 27, 30, 81
INVAR-1, Run: 045, F, 0, 0, 0, 0, 0, 0, 16, 16, 0, 1, 54, 7, 18, 14, 48, 9, 6, 2, 9, 18, 27, 30, 48
INVAR-1, Run: 046, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 13, 101, 9, 6, 2, 9, 18, 27, 25, 101
INVAR-1, Run: 047, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 11, 138, 9, 6, 2, 9, 18, 27, 21, 138
INVAR-1, Run: 048, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 7, 67, 9, 5, 3, 9, 18, 27, 18, 67
INVAR-1, Run: 049, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 10, 112, 9, 6, 2, 9, 18, 27, 22, 112
INVAR-1, Run: 050, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 12, 37, 9, 2, 6, 9, 18, 27, 24, 37
INVAR-1, Run: 051, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 13, 57, 9, 6, 2, 9, 18, 27, 25, 57
INVAR-1, Run: 052, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 15, 72, 9, 7, 1, 9, 18, 27, 27, 72
INVAR-1, Run: 053, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 7, 56, 9, 3, 5, 9, 18, 27, 17, 56
INVAR-1, Run: 054, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 22, 188, 9, 7, 1, 9, 18, 27, 32, 188
INVAR-1, Run: 055, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 18, 121, 9, 6, 2, 9, 18, 27, 29, 121
INVAR-1, Run: 056, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 5, 65, 9, 6, 2, 9, 18, 27, 16, 65
INVAR-1, Run: 057, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 19, 126, 9, 5, 3, 9, 18, 27, 30, 126
INVAR-1, Run: 058, F, 0, 0, 0, 0, 0, 0, 14, 14, 0, 1, 54, 5, 18, 40, 147, 9, 5, 3, 9, 18, 27, 54, 147
INVAR-1, Run: 059, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 12, 63, 9, 6, 2, 9, 18, 27, 22, 63
INVAR-1, Run: 060, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 15, 68, 9, 1, 7, 9, 18, 27, 25, 68
INVAR-1, Run: 061, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 29, 114, 9, 4, 4, 9, 18, 27, 39, 114
INVAR-1, Run: 062, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 15, 96, 9, 6, 2, 9, 18, 27, 25, 96
INVAR-1, Run: 063, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 21, 97, 9, 3, 5, 9, 18, 27, 31, 97
INVAR-1, Run: 064, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 16, 94, 9, 5, 3, 9, 18, 27, 27, 94
INVAR-1, Run: 065, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 8, 35, 9, 6, 2, 9, 18, 27, 18, 35
INVAR-1, Run: 066, F, 0, 0, 0, 0, 0, 0, 14, 14, 0, 1, 54, 5, 18, 6, 53, 9, 3, 5, 9, 18, 27, 20, 53
INVAR-1, Run: 067, F, 0, 0, 0, 0, 0, 0, 15, 15, 0, 1, 54, 6, 18, 21, 71, 9, 3, 5, 9, 18, 27, 36, 71
INVAR-1, Run: 068, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 23, 89, 9, 4, 4, 9, 18, 27, 35, 89
INVAR-1, Run: 069, F, 0, 0, 0, 0, 0, 0, 14, 14, 0, 1, 54, 5, 18, 14, 105, 9, 6, 2, 9, 18, 27, 28, 105
INVAR-1, Run: 070, F, 0, 0, 0, 0, 0, 0, 16, 16, 0, 1, 54, 7, 18, 16, 124, 9, 5, 3, 9, 18, 27, 32, 124
INVAR-1, Run: 071, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 27, 163, 9, 4, 4, 9, 18, 27, 38, 163
INVAR-1, Run: 072, F, 0, 0, 0, 0, 0, 0, 17, 17, 0, 1, 54, 8, 18, 21, 119, 9, 6, 2, 9, 18, 27, 38, 119
INVAR-1, Run: 073, F, 0, 0, 0, 0, 0, 0, 17, 17, 0, 1, 54, 8, 18, 15, 81, 9, 5, 3, 9, 18, 27, 32, 81
INVAR-1, Run: 074, F, 0, 0, 0, 0, 0, 0, 14, 14, 0, 1, 54, 5, 18, 17, 98, 9, 7, 1, 9, 18, 27, 31, 98
INVAR-1, Run: 075, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 11, 91, 9, 6, 2, 9, 18, 27, 22, 91
INVAR-1, Run: 076, F, 0, 0, 0, 0, 0, 0, 13, 13, 0, 1, 54, 4, 18, 14, 98, 9, 7, 1, 9, 18, 27, 27, 98
INVAR-1, Run: 077, F, 0, 0, 0, 0, 0, 0, 15, 15, 0, 1, 54, 6, 18, 5, 76, 9, 4, 4, 9, 18, 27, 20, 76
INVAR-1, Run: 078, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 21, 159, 9, 6, 2, 9, 18, 27, 33, 159
INVAR-1, Run: 079, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 11, 113, 9, 6, 2, 9, 18, 27, 22, 113
INVAR-1, Run: 080, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 24, 177, 9, 7, 1, 9, 18, 27, 35, 177
INVAR-1, Run: 081, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 18, 132, 9, 5, 3, 9, 18, 27, 29, 132
INVAR-1, Run: 082, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 4, 76, 9, 7, 1, 9, 18, 27, 16, 76
INVAR-1, Run: 083, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 15, 69, 9, 7, 1, 9, 18, 27, 25, 69
INVAR-1, Run: 084, P, 0, 0, 0, 0, 0, 0, 9, 9, 0, 1, 54, 0, 18, 33, 144, 9, 3, 5, 9, 18, 27, 42, 144
INVAR-1, Run: 085, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 21, 107, 9, 7, 1, 9, 18, 27, 32, 107
INVAR-1, Run: 086, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 11, 77, 9, 6, 2, 9, 18, 27, 21, 77
INVAR-1, Run: 087, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 14, 117, 9, 6, 2, 9, 18, 27, 26, 117
INVAR-1, Run: 088, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 11, 107, 9, 6, 2, 9, 18, 27, 21, 107
INVAR-1, Run: 089, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 19, 48, 9, 4, 4, 9, 18, 27, 29, 48
INVAR-1, Run: 090, F, 0, 0, 0, 0, 0, 0, 13, 13, 0, 1, 54, 4, 18, 17, 108, 9, 7, 1, 9, 18, 27, 30, 108
INVAR-1, Run: 091, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 18, 83, 9, 5, 3, 9, 18, 27, 29, 83
INVAR-1, Run: 092, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 16, 180, 9, 6, 2, 9, 18, 27, 27, 180
INVAR-1, Run: 093, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 12, 54, 9, 6, 2, 9, 18, 27, 22, 54
INVAR-1, Run: 094, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 15, 106, 9, 5, 3, 9, 18, 27, 26, 106
INVAR-1, Run: 095, F, 0, 0, 0, 0, 0, 0, 14, 14, 0, 1, 54, 5, 18, 15, 75, 9, 5, 3, 9, 18, 27, 29, 75
INVAR-1, Run: 096, F, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 54, 2, 18, 27, 103, 9, 3, 5, 9, 18, 27, 38, 103
INVAR-1, Run: 097, F, 0, 0, 0, 0, 0, 0, 12, 12, 0, 1, 54, 3, 18, 16, 162, 9, 7, 1, 9, 18, 27, 28, 162
INVAR-1, Run: 098, F, 0, 0, 0, 0, 0, 0, 13, 13, 0, 1, 54, 4, 18, 34, 224, 9, 6, 2, 9, 18, 27, 47, 224
INVAR-1, Run: 099, F, 0, 0, 0, 0, 0, 0, 10, 10, 0, 1, 54, 1, 18, 20, 104, 9, 2, 6, 9, 18, 27, 30, 104
INVAR-1, Run: 100, F, 0, 0, 0, 0, 0, 0, 14, 14, 0, 1, 54, 5, 18, 17, 53, 9, 4, 4, 9, 18, 27, 31, 53
INVAR-10, Run: 001, F, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 784, 4583, 100, 64, 35, 100, 200, 300, 888, 4583
INVAR-10, Run: 002, P, 0, 0, 0, 0, 0, 0, 100, 100, 0, 1, 600, 0, 200, 811, 5223, 100, 60, 39, 100, 200, 300, 911, 5223
INVAR-10, Run: 003, F, 0, 0, 0, 0, 0, 0, 103, 103, 0, 1, 600, 3, 200, 889, 5164, 100, 60, 39, 100, 200, 300, 992, 5164
INVAR-10, Run: 004, F, 0, 0, 0, 0, 0, 0, 106, 106, 0, 1, 600, 6, 200, 1088, 6370, 100, 64, 35, 100, 200, 300, 1194, 6370
INVAR-10, Run: 005, F, 0, 0, 0, 0, 0, 0, 105, 105, 0, 1, 600, 5, 200, 915, 3975, 100, 62, 37, 100, 200, 300, 1020, 3975
INVAR-10, Run: 006, F, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 785, 4389, 100, 56, 43, 100, 200, 300, 889, 4389
INVAR-10, Run: 007, F, 0, 0, 0, 0, 0, 0, 103, 103, 0, 1, 600, 3, 200, 995, 5186, 100, 68, 31, 100, 200, 300, 1098, 5186
INVAR-10, Run: 008, F, 0, 0, 0, 0, 0, 0, 102, 102, 0, 1, 600, 2, 200, 674, 4366, 100, 66, 33, 100, 200, 300, 776, 4366
INVAR-10, Run: 009, F, 0, 0, 0, 0, 0, 0, 105, 105, 0, 1, 600, 5, 200, 752, 4376, 100, 59, 40, 100, 200, 300, 857, 4376
INVAR-10, Run: 010, F, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 1069, 5933, 100, 61, 38, 100, 200, 300, 1173, 5933
INVAR-10, Run: 011, F, 0, 0, 0, 0, 0, 0, 111, 111, 0, 1, 600, 11, 200, 836, 5770, 100, 61, 38, 100, 200, 300, 947, 5770
INVAR-10, Run: 012, F, 0, 0, 0, 0, 0, 0, 102, 102, 0, 1, 600, 2, 200, 923, 5050, 100, 59, 40, 100, 200, 300, 1025, 5050
INVAR-10, Run: 013, F, 0, 0, 0, 0, 0, 0, 110, 110, 0, 1, 600, 10, 200, 936, 6218, 100, 62, 37, 100, 200, 300, 1046, 6218
INVAR-10, Run: 014, F, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 772, 6056, 100, 62, 37, 100, 200, 300, 876, 6056
INVAR-10, Run: 015, F, 0, 0, 0, 0, 0, 0, 105, 105, 0, 1, 600, 5, 200, 779, 4381, 100, 59, 40, 100, 200, 300, 884, 4381
INVAR-10, Run: 016, F, 0, 0, 0, 0, 0, 0, 103, 103, 0, 1, 600, 3, 200, 863, 7354, 100, 67, 32, 100, 200, 300, 966, 7354
INVAR-10, Run: 017, F, 0, 0, 0, 0, 0, 0, 101, 101, 0, 1, 600, 1, 200, 872, 5324, 100, 63, 36, 100, 200, 300, 973, 5324
INVAR-10, Run: 018, F, 0, 0, 0, 0, 0, 0, 101, 101, 0, 1, 600, 1, 200, 849, 4743, 100, 61, 38, 100, 200, 300, 950, 4743
INVAR-10, Run: 019, F, 0, 0, 0, 0, 0, 0, 107, 107, 0, 1, 600, 7, 200, 727, 3856, 100, 63, 36, 100, 200, 300, 834, 3856
INVAR-10, Run: 020, F, 0, 0, 0, 0, 0, 0, 109, 109, 0, 1, 600, 9, 200, 955, 4600, 100, 59, 40, 100, 200, 300, 1064, 4600
INVAR-10, Run: 021, F, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 901, 5144, 100, 66, 33, 100, 200, 300, 1005, 5144
INVAR-10, Run: 022, F, 0, 0, 0, 0, 0, 0, 105, 105, 0, 1, 600, 5, 200, 795, 4334, 100, 68, 31, 100, 200, 300, 900, 4334
INVAR-10, Run: 023, F, 0, 0, 0, 0, 0, 0, 101, 101, 0, 1, 600, 1, 200, 750, 5082, 100, 75, 24, 100, 200, 300, 851, 5082
INVAR-10, Run: 024, F, 0, 0, 0, 0, 0, 0, 102, 102, 0, 1, 600, 2, 200, 845, 4680, 100, 61, 38, 100, 200, 300, 947, 4680
INVAR-10, Run: 025, F, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 837, 4639, 100, 52, 47, 100, 200, 300, 941, 4639
INVAR-10, Run: 026, F, 0, 0, 0, 0, 0, 0, 109, 109, 0, 1, 600, 9, 200, 879, 4962, 100, 60, 39, 100, 200, 300, 988, 4962
INVAR-10, Run: 027, F, 0, 0, 0, 0, 0, 0, 105, 105, 0, 1, 600, 5, 200, 636, 4563, 100, 67, 32, 100, 200, 300, 741, 4563
INVAR-10, Run: 028, F, 0, 0, 0, 0, 0, 0, 101, 101, 0, 1, 600, 1, 200, 910, 5831, 100, 58, 41, 100, 200, 300, 1011, 5831
INVAR-10, Run: 029, F, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 952, 5648, 100, 58, 41, 100, 200, 300, 1056, 5648
INVAR-10, Run: 030, F, 0, 0, 0, 0, 0, 0, 102, 102, 0, 1, 600, 2, 200, 776, 5141, 100, 67, 32, 100, 200, 300, 878, 5141
INVAR-10, Run: 031, F, 0, 0, 0, 0, 0, 0, 105, 105, 0, 1, 600, 5, 200, 826, 4744, 100, 51, 48, 100, 200, 300, 931, 4744
INVAR-10, Run: 032, F, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 639, 4164, 100, 67, 32, 100, 200, 300, 743, 4164
INVAR-10, Run: 033, F, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 781, 3688, 100, 54, 45, 100, 200, 300, 885, 3688
INVAR-10, Run: 034, F, 0, 0, 0, 0, 0, 0, 105, 105, 0, 1, 600, 5, 200, 646, 4834, 100, 64, 35, 100, 200, 300, 751, 4834
INVAR-10, Run: 035, F, 0, 0, 0, 0, 0, 0, 102, 102, 0, 1, 600, 2, 200, 805, 4566, 100, 64, 35, 100, 200, 300, 907, 4566
INVAR-10, Run: 036, F, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 820, 5405, 100, 66, 33, 100, 200, 300, 924, 5405
INVAR-10, Run: 037, F, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 859, 4551, 100, 57, 42, 100, 200, 300, 963, 4551
INVAR-10, Run: 038, F, 0, 0, 0, 0, 0, 0, 106, 106, 0, 1, 600, 6, 200, 944, 5986, 100, 67, 32, 100, 200, 300, 1050, 5986
INVAR-10, Run: 039, F, 0, 0, 0, 0, 0, 0, 102, 102, 0, 1, 600, 2, 200, 985, 5497, 100, 68, 31, 100, 200, 300, 1087, 5497
INVAR-10, Run: 040, F, 0, 0, 0, 0, 0, 0, 106, 106, 0, 1, 600, 6, 200, 749, 4547, 100, 63, 36, 100, 200, 300, 855, 4547
INVAR-10, Run: 041, F, 0, 0, 0, 0, 0, 0, 103, 103, 0, 1, 600, 3, 200, 713, 3776, 100, 68, 31, 100, 200, 300, 816, 3776
INVAR-10, Run: 042, F, 0, 0, 0, 0, 0, 0, 106, 106, 0, 1, 600, 6, 200, 752, 4769, 100, 59, 40, 100, 200, 300, 858, 4769
INVAR-10, Run: 043, F, 0, 0, 0, 0, 0, 0, 102, 102, 0, 1, 600, 2, 200, 745, 5230, 100, 58, 41, 100, 200, 300, 847, 5230
INVAR-10, Run: 044, F, 0, 0, 0, 0, 0, 0, 108, 108, 0, 1, 600, 8, 200, 601, 3667, 100, 75, 24, 100, 200, 300, 709, 3667
INVAR-10, Run: 045, F, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 841, 4735, 100, 56, 43, 100, 200, 300, 945, 4735
INVAR-10, Run: 046, F, 0, 0, 0, 0, 0, 0, 105, 105, 0, 1, 600, 5, 200, 915, 5290, 100, 54, 45, 100, 200, 300, 1020, 5290
INVAR-10, Run: 047, F, 0, 0, 0, 0, 0, 0, 101, 101, 0, 1, 600, 1, 200, 762, 4057, 100, 58, 41, 100, 200, 300, 863, 4057
INVAR-10, Run: 048, F, 0, 0, 0, 0, 0, 0, 103, 103, 0, 1, 600, 3, 200, 943, 4475, 100, 65, 34, 100, 200, 300, 1046, 4475
INVAR-10, Run: 049, F, 0, 0, 0, 0, 0, 0, 106, 106, 0, 1, 600, 6, 200, 915, 4297, 100, 62, 37, 100, 200, 300, 1021, 4297
INVAR-10, Run: 050, F, 0, 0, 0, 0, 0, 0, 103, 103, 0, 1, 600, 3, 200, 815, 4233, 100, 57, 42, 100, 200, 300, 918, 4233
INVAR-10, Run: 051, F, 0, 0, 0, 0, 0, 0, 103, 103, 0, 1, 600, 3, 200, 842, 6129, 100, 56, 43, 100, 200, 300, 945, 6129
INVAR-10, Run: 052, F, 0, 0, 0, 0, 0, 0, 106, 106, 0, 1, 600, 6, 200, 700, 4267, 100, 52, 47, 100, 200, 300, 806, 4267
INVAR-10, Run: 053, F, 0, 0, 0, 0, 0, 0, 103, 103, 0, 1, 600, 3, 200, 928, 5455, 100, 73, 26, 100, 200, 300, 1031, 5455
INVAR-10, Run: 054, F, 0, 0, 0, 0, 0, 0, 110, 110, 0, 1, 600, 10, 200, 935, 5235, 100, 60, 39, 100, 200, 300, 1045, 5235
INVAR-10, Run: 055, F, 0, 0, 0, 0, 0, 0, 101, 101, 0, 1, 600, 1, 200, 647, 3901, 100, 70, 29, 100, 200, 300, 748, 3901
INVAR-10, Run: 056, F, 0, 0, 0, 0, 0, 0, 101, 101, 0, 1, 600, 1, 200, 813, 4593, 100, 70, 29, 100, 200, 300, 914, 4593
INVAR-10, Run: 057, F, 0, 0, 0, 0, 0, 0, 103, 103, 0, 1, 600, 3, 200, 834, 6015, 100, 68, 31, 100, 200, 300, 937, 6015
INVAR-10, Run: 058, F, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 740, 4206, 100, 66, 33, 100, 200, 300, 844, 4206
INVAR-10, Run: 059, F, 0, 0, 0, 0, 0, 0, 106, 106, 0, 1, 600, 6, 200, 963, 6204, 100, 63, 36, 100, 200, 300, 1069, 6204
INVAR-10, Run: 060, F, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 950, 5783, 100, 66, 33, 100, 200, 300, 1054, 5783
INVAR-10, Run: 061, F, 0, 0, 0, 0, 0, 0, 101, 101, 0, 1, 600, 1, 200, 931, 5261, 100, 60, 39, 100, 200, 300, 1032, 5261
INVAR-10, Run: 062, F, 0, 0, 0, 0, 0, 0, 108, 108, 0, 1, 600, 8, 200, 1166, 6535, 100, 62, 37, 100, 200, 300, 1274, 6535
