Input Number, Run_Number, Result@ 100, ANuAOX1, ar, AGuAIX1, Leaderap, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, X1uABab, an, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-2, Run: 017, P, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 51, 27, 1, 0, 26, 1, 0, 8, 0, 11, 1, 4, 1, 50, 5, 0, 5, 0, 11, 1, 1, 1, 0, 27, 0, 0, 0, 0, 1, 1, 1, 1, 0, 3, 0, 1, 1, 2, 2, 1, 53, 1, 1, 4, 1, 2, 7, 4, 1, 1, 1, 1, 1, 0, 0, 8, 0, 0, 0, 0, 86, 0, 0, 13, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 79, 1, 0, 14, 0, 0, 3, 1, 5, 1, 2, 1
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 169, 0, 0, 0, 0, 0, 0, 0, 53, 27, 1, 0, 27, 0, 0, 2, 0, 4, 1, 3, 1, 54, 2, 0, 18, 3, 21, 4, 1, 1, 0, 28, 0, 0, 19, 3, 20, 4, 1, 0, 0, 0, 0, 1, 0, 2, 1, 1, 55, 1, 0, 36, 1, 7, 38, 8, 1, 1, 1, 1, 1, 0, 0, 4, 0, 0, 0, 0, 80, 0, 0, 16, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 87, 2, 0, 11, 1, 0, 4, 0, 7, 1, 0, 0
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 1, 0, 0, 0, 0, 0, 53, 26, 2, 0, 25, 3, 0, 4, 2, 10, 3, 3, 1, 54, 1, 0, 1, 0, 3, 1, 1, 1, 0, 26, 1, 0, 4, 1, 6, 2, 1, 1, 0, 4, 0, 22, 7, 23, 8, 1, 50, 3, 2, 15, 0, 3, 21, 6, 1, 1, 1, 1, 1, 14, 2, 8, 0, 77, 2, 0, 0, 0, 0, 0, 0, 0, 1, 28, 10, 33, 11, 0, 11, 0, 0, 87, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 28, 0, 1, 0, 0, 0, 169, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 26, 2, 0, 25, 3, 0, 19, 2, 25, 3, 2, 1, 53, 3, 0, 24, 7, 28, 8, 1, 1, 0, 28, 0, 0, 14, 4, 15, 5, 1, 0, 0, 9, 0, 17, 2, 17, 2, 0, 54, 1, 1, 13, 1, 0, 16, 2, 1, 1, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 0, 0, 0, 0, 0, 0, 0, 54, 27, 1, 0, 26, 2, 0, 10, 1, 14, 2, 2, 1, 52, 4, 0, 9, 0, 14, 1, 1, 1, 0, 27, 1, 0, 19, 5, 21, 6, 1, 0, 0, 21, 0, 5, 3, 6, 4, 1, 54, 2, 0, 23, 5, 5, 26, 6, 1, 1, 1, 1, 1, 17, 0, 24, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 3, 0, 0, 11, 0, 0, 82, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 022, P, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 28, 0, 0, 1, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 27, 1, 0, 27, 0, 1, 12, 0, 15, 2, 1, 1, 55, 1, 0, 32, 3, 34, 4, 1, 1, 0, 28, 0, 0, 1, 1, 2, 2, 1, 0, 0, 4, 0, 18, 4, 19, 4, 0, 54, 2, 0, 22, 1, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 28, 0, 0, 1, 0, 0, 169, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 26, 1, 1, 27, 1, 0, 39, 7, 43, 9, 4, 1, 52, 4, 0, 21, 8, 26, 9, 1, 1, 0, 28, 0, 0, 22, 10, 23, 11, 1, 0, 0, 2, 0, 19, 3, 20, 3, 0, 51, 4, 1, 11, 0, 5, 17, 7, 1, 1, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 28, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 27, 1, 0, 28, 0, 0, 11, 4, 13, 5, 0, 1, 54, 2, 0, 13, 0, 16, 1, 1, 1, 0, 28, 0, 0, 18, 4, 18, 4, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 55, 1, 0, 7, 1, 1, 9, 2, 1, 1, 1, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 025, P, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 28, 0, 0, 0, 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 27, 1, 0, 27, 1, 0, 24, 10, 27, 11, 1, 1, 52, 4, 0, 49, 12, 54, 13, 1, 1, 0, 27, 1, 0, 3, 0, 4, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 54, 1, 0, 1, 5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27, 0, 0, 0, 0, 0, 0, 0, 53, 26, 2, 0, 27, 1, 0, 3, 0, 7, 1, 3, 1, 52, 2, 0, 2, 1, 5, 2, 1, 1, 0, 26, 1, 0, 9, 3, 11, 4, 1, 0, 0, 17, 0, 9, 4, 10, 5, 1, 51, 3, 0, 3, 11, 0, 7, 1, 1, 1, 1, 1, 1, 11, 0, 21, 0, 72, 3, 0, 0, 0, 0, 0, 0, 0, 12, 31, 6, 34, 6, 0, 16, 0, 0, 88, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 0, 0, 0, 0, 53, 28, 0, 0, 26, 2, 0, 13, 2, 16, 3, 3, 1, 52, 3, 1, 8, 1, 13, 3, 1, 1, 0, 27, 1, 0, 19, 12, 21, 13, 1, 0, 0, 6, 0, 4, 3, 5, 4, 1, 51, 5, 0, 1, 1, 0, 7, 1, 1, 1, 1, 1, 1, 11, 0, 10, 0, 79, 2, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 5, 1, 1, 17, 0, 0, 88, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 028, P, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 53, 26, 2, 0, 24, 3, 1, 6, 0, 13, 2, 3, 1, 55, 1, 0, 18, 4, 20, 5, 1, 1, 0, 28, 0, 0, 3, 3, 4, 4, 1, 0, 0, 29, 0, 7, 1, 8, 2, 1, 54, 2, 0, 0, 8, 0, 3, 1, 1, 1, 1, 1, 1, 14, 1, 33, 0, 95, 2, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 0, 0, 13, 0, 0, 72, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 0, 0, 0, 0, 52, 25, 3, 0, 26, 2, 0, 6, 0, 12, 1, 4, 1, 49, 6, 1, 8, 0, 16, 2, 1, 1, 0, 28, 0, 0, 0, 0, 1, 1, 1, 0, 0, 11, 0, 6, 0, 7, 1, 1, 54, 2, 0, 26, 3, 7, 29, 8, 1, 1, 1, 1, 1, 16, 0, 16, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 4, 1, 1, 12, 0, 0, 81, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 1, 169, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 27, 1, 0, 25, 3, 0, 5, 3, 10, 4, 3, 1, 49, 6, 1, 20, 1, 28, 3, 1, 1, 0, 27, 1, 0, 0, 0, 2, 1, 1, 0, 0, 34, 0, 14, 1, 15, 2, 1, 53, 3, 0, 1, 7, 0, 5, 1, 1, 1, 1, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 28, 0, 1, 0, 0, 0, 169, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 27, 1, 0, 28, 0, 0, 8, 1, 10, 2, 3, 1, 51, 5, 0, 4, 1, 10, 2, 1, 1, 0, 28, 0, 0, 27, 7, 28, 8, 1, 0, 0, 11, 0, 21, 3, 21, 3, 0, 55, 1, 0, 4, 0, 1, 6, 2, 1, 1, 1, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 032, P, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 54, 26, 2, 0, 24, 2, 1, 2, 0, 8, 2, 2, 1, 52, 3, 1, 28, 9, 33, 11, 1, 1, 0, 28, 0, 0, 0, 3, 1, 4, 1, 0, 0, 4, 0, 1, 0, 2, 1, 1, 50, 5, 1, 2, 0, 0, 9, 2, 1, 1, 1, 1, 1, 0, 0, 7, 0, 0, 0, 0, 80, 0, 0, 16, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 86, 3, 0, 11, 1, 0, 13, 2, 18, 1, 3, 1
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 0, 0, 0, 0, 0, 0, 0, 52, 28, 0, 0, 27, 1, 0, 17, 2, 19, 3, 4, 1, 52, 3, 1, 28, 8, 33, 10, 1, 1, 0, 28, 0, 0, 1, 0, 2, 1, 1, 0, 0, 17, 0, 7, 1, 8, 2, 1, 52, 4, 0, 19, 4, 4, 24, 5, 1, 1, 1, 1, 1, 12, 0, 22, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 5, 0, 0, 16, 0, 0, 81, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 0, 0, 0, 0, 0, 0, 0, 50, 27, 1, 0, 27, 1, 0, 22, 9, 25, 10, 5, 1, 53, 2, 1, 6, 2, 10, 4, 1, 1, 1, 28, 0, 0, 5, 2, 6, 3, 1, 0, 0, 23, 0, 10, 0, 11, 1, 1, 51, 5, 0, 19, 1, 2, 25, 3, 1, 1, 1, 1, 1, 14, 0, 30, 0, 91, 2, 0, 0, 0, 0, 0, 0, 0, 3, 5, 1, 7, 1, 0, 14, 0, 0, 76, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 1, 56, 56, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 27, 0, 1, 26, 2, 0, 37, 11, 41, 13, 2, 1, 54, 2, 0, 59, 13, 61, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 1, 0, 0, 0, 0, 52, 27, 1, 0, 26, 2, 0, 3, 1, 7, 2, 4, 1, 53, 2, 0, 0, 0, 3, 1, 1, 1, 0, 27, 0, 0, 20, 3, 21, 4, 1, 0, 1, 7, 0, 9, 3, 11, 4, 1, 52, 3, 0, 32, 3, 6, 36, 7, 1, 1, 1, 1, 1, 15, 1, 12, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 4, 1, 1, 11, 0, 0, 83, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 037, P, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 28, 0, 0, 0, 0, 1, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 27, 1, 0, 26, 2, 0, 2, 0, 6, 1, 3, 1, 53, 3, 0, 13, 6, 17, 7, 1, 1, 0, 28, 0, 0, 1, 0, 2, 1, 1, 0, 0, 9, 0, 10, 1, 11, 2, 1, 52, 4, 0, 33, 2, 8, 37, 8, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 038, P, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 52, 23, 5, 0, 26, 1, 0, 15, 2, 22, 3, 3, 1, 48, 6, 1, 3, 2, 11, 4, 1, 1, 0, 27, 0, 0, 1, 1, 2, 2, 1, 1, 0, 1, 0, 3, 0, 4, 1, 1, 52, 3, 0, 3, 1, 1, 7, 2, 1, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 75, 0, 0, 13, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 87, 3, 1, 14, 0, 0, 15, 0, 20, 1, 2, 1
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 28, 0, 1, 0, 0, 0, 169, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 26, 2, 0, 28, 0, 0, 19, 12, 22, 13, 2, 1, 52, 3, 1, 6, 0, 11, 2, 1, 1, 0, 28, 0, 0, 26, 3, 27, 4, 1, 0, 0, 21, 0, 12, 5, 12, 5, 0, 53, 2, 1, 23, 3, 6, 27, 8, 1, 1, 1, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 28, 1, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 26, 1, 1, 27, 1, 0, 4, 2, 8, 4, 1, 1, 54, 2, 0, 19, 10, 22, 11, 1, 1, 0, 27, 1, 0, 20, 1, 22, 2, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 53, 3, 0, 10, 9, 3, 14, 4, 1, 1, 1, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 0, 0, 0, 0, 0, 0, 0, 55, 28, 0, 0, 28, 0, 0, 12, 3, 13, 4, 1, 1, 53, 3, 0, 12, 4, 16, 5, 1, 1, 0, 28, 0, 0, 4, 1, 5, 2, 1, 0, 0, 11, 0, 13, 4, 14, 5, 1, 54, 2, 0, 22, 5, 6, 25, 7, 1, 1, 1, 1, 1, 12, 0, 13, 0, 95, 2, 0, 0, 0, 0, 0, 0, 0, 6, 10, 0, 12, 0, 0, 16, 0, 0, 72, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 0, 0, 0, 0, 55, 27, 1, 0, 25, 3, 0, 8, 1, 13, 2, 0, 1, 52, 4, 0, 4, 0, 9, 1, 1, 1, 1, 27, 1, 0, 3, 0, 5, 1, 1, 0, 0, 2, 0, 9, 6, 10, 7, 1, 51, 5, 0, 7, 0, 3, 13, 4, 1, 1, 1, 1, 1, 13, 0, 4, 0, 86, 2, 0, 0, 0, 0, 0, 0, 0, 2, 34, 10, 37, 11, 1, 15, 0, 0, 81, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 0, 0, 0, 0, 0, 0, 0, 55, 24, 3, 1, 28, 0, 0, 9, 1, 14, 3, 1, 1, 54, 1, 1, 1, 0, 4, 2, 1, 1, 0, 27, 1, 0, 13, 5, 15, 6, 1, 0, 0, 5, 0, 38, 8, 39, 9, 1, 54, 2, 0, 15, 0, 2, 18, 3, 1, 1, 1, 1, 1, 19, 0, 7, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 0, 0, 9, 0, 0, 88, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 044, P, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 52, 25, 2, 1, 27, 1, 0, 18, 4, 23, 6, 4, 1, 53, 3, 0, 28, 1, 32, 2, 1, 1, 0, 27, 0, 0, 1, 0, 2, 1, 1, 2, 0, 4, 0, 5, 2, 6, 3, 1, 52, 3, 1, 9, 0, 3, 14, 5, 1, 1, 1, 1, 1, 14, 0, 9, 0, 81, 1, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 7, 0, 0, 13, 0, 0, 87, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 0, 0, 0, 0, 0, 0, 0, 53, 27, 1, 0, 25, 3, 0, 33, 10, 38, 11, 3, 1, 52, 4, 0, 14, 6, 19, 7, 1, 1, 0, 28, 0, 0, 5, 1, 6, 2, 1, 0, 0, 11, 0, 3, 1, 4, 2, 1, 52, 3, 1, 2, 3, 0, 7, 2, 1, 1, 1, 1, 1, 21, 0, 15, 0, 90, 2, 1, 0, 0, 0, 0, 0, 0, 4, 12, 4, 15, 5, 0, 7, 0, 0, 76, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
