Input Number, Run_Number, Result@ 100, B, D, X1, H, M, PO, CE, Y, CO, PE, A, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 0, 113, 113, 0, 1, 600, 13, 200, 793, 5513, 100, 67, 32, 100, 200, 300, 906, 5513
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 0, 105, 105, 0, 1, 600, 5, 200, 889, 4383, 100, 54, 45, 100, 200, 300, 994, 4383
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 0, 103, 103, 0, 1, 600, 3, 200, 917, 4547, 100, 53, 46, 100, 200, 300, 1020, 4547
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 0, 109, 109, 0, 1, 600, 9, 200, 814, 4484, 100, 68, 31, 100, 200, 300, 923, 4484
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 0, 105, 105, 0, 1, 600, 5, 200, 995, 5044, 100, 63, 36, 100, 200, 300, 1100, 5044
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 0, 102, 102, 0, 1, 600, 2, 200, 697, 4655, 100, 58, 41, 100, 200, 300, 799, 4655
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 0, 105, 105, 0, 1, 600, 5, 200, 711, 5219, 100, 74, 25, 100, 200, 300, 816, 5219
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 0, 100, 100, 0, 1, 600, 0, 200, 980, 4394, 100, 59, 40, 100, 200, 300, 1080, 4394
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 0, 102, 102, 0, 1, 600, 2, 200, 943, 5551, 100, 64, 35, 100, 200, 300, 1045, 5551
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 0, 102, 102, 0, 1, 600, 2, 200, 769, 4842, 100, 71, 28, 100, 200, 300, 871, 4842
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 0, 112, 112, 0, 1, 600, 12, 200, 930, 4612, 100, 62, 37, 100, 200, 300, 1042, 4612
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 0, 102, 102, 0, 1, 600, 2, 200, 814, 5561, 100, 59, 40, 100, 200, 300, 916, 5561
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 0, 105, 105, 0, 1, 600, 5, 200, 775, 5427, 100, 63, 36, 100, 200, 300, 880, 5427
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 0, 105, 105, 0, 1, 600, 5, 200, 851, 4329, 100, 56, 43, 100, 200, 300, 956, 4329
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 0, 108, 108, 0, 1, 600, 8, 200, 757, 5285, 100, 61, 38, 100, 200, 300, 865, 5285
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 0, 102, 102, 0, 1, 600, 2, 200, 940, 4846, 100, 69, 30, 100, 200, 300, 1042, 4846
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 0, 103, 103, 0, 1, 600, 3, 200, 867, 5683, 100, 64, 35, 100, 200, 300, 970, 5683
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 0, 107, 107, 0, 1, 600, 7, 200, 727, 3912, 100, 58, 41, 100, 200, 300, 834, 3912
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 0, 101, 101, 0, 1, 600, 1, 200, 948, 4856, 100, 63, 36, 100, 200, 300, 1049, 4856
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 0, 103, 103, 0, 1, 600, 3, 200, 974, 4172, 100, 60, 39, 100, 200, 300, 1077, 4172
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 0, 103, 103, 0, 1, 600, 3, 200, 715, 5166, 100, 69, 30, 100, 200, 300, 818, 5166
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 0, 106, 106, 0, 1, 600, 6, 200, 877, 5072, 100, 62, 37, 100, 200, 300, 983, 5072
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 815, 6491, 100, 73, 26, 100, 200, 300, 919, 6491
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 895, 5543, 100, 71, 28, 100, 200, 300, 999, 5543
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 859, 4559, 100, 67, 32, 100, 200, 300, 963, 4559
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 0, 106, 106, 0, 1, 600, 6, 200, 990, 5448, 100, 64, 35, 100, 200, 300, 1096, 5448
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 775, 5175, 100, 64, 35, 100, 200, 300, 879, 5175
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 0, 103, 103, 0, 1, 600, 3, 200, 1042, 5417, 100, 53, 46, 100, 200, 300, 1145, 5417
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 0, 106, 106, 0, 1, 600, 6, 200, 797, 4550, 100, 58, 41, 100, 200, 300, 903, 4550
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 0, 103, 103, 0, 1, 600, 3, 200, 744, 4678, 100, 65, 34, 100, 200, 300, 847, 4678
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 726, 4623, 100, 74, 25, 100, 200, 300, 830, 4623
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 802, 4289, 100, 68, 31, 100, 200, 300, 906, 4289
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 0, 105, 105, 0, 1, 600, 5, 200, 884, 4978, 100, 60, 39, 100, 200, 300, 989, 4978
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 0, 108, 108, 0, 1, 600, 8, 200, 935, 5416, 100, 63, 36, 100, 200, 300, 1043, 5416
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 0, 105, 105, 0, 1, 600, 5, 200, 974, 5672, 100, 56, 43, 100, 200, 300, 1079, 5672
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 0, 106, 106, 0, 1, 600, 6, 200, 712, 4294, 100, 60, 39, 100, 200, 300, 818, 4294
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 0, 107, 107, 0, 1, 600, 7, 200, 773, 4211, 100, 62, 37, 100, 200, 300, 880, 4211
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 0, 109, 109, 0, 1, 600, 9, 200, 808, 4544, 100, 67, 32, 100, 200, 300, 917, 4544
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 0, 104, 104, 0, 1, 600, 4, 200, 834, 4360, 100, 64, 35, 100, 200, 300, 938, 4360
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 0, 108, 108, 0, 1, 600, 8, 200, 930, 3799, 100, 61, 38, 100, 200, 300, 1038, 3799
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 0, 34, 34, 0, 1, 168, 6, 56, 136, 729, 28, 22, 5, 28, 56, 84, 170, 729
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 0, 32, 32, 0, 1, 168, 4, 56, 74, 654, 28, 20, 7, 28, 56, 84, 106, 654
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 142, 503, 28, 13, 14, 28, 56, 84, 173, 503
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 105, 528, 28, 10, 17, 28, 56, 84, 135, 528
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 0, 32, 32, 0, 1, 168, 4, 56, 119, 856, 28, 21, 6, 28, 56, 84, 151, 856
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 0, 32, 32, 0, 1, 168, 4, 56, 180, 794, 28, 16, 11, 28, 56, 84, 212, 794
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 0, 33, 33, 0, 1, 168, 5, 56, 161, 940, 28, 20, 7, 28, 56, 84, 194, 940
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 0, 29, 29, 0, 1, 168, 1, 56, 82, 722, 28, 12, 15, 28, 56, 84, 111, 722
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 0, 36, 36, 0, 1, 168, 8, 56, 147, 639, 28, 15, 12, 28, 56, 84, 183, 639
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 106, 649, 28, 14, 13, 28, 56, 84, 136, 649
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 0, 34, 34, 0, 1, 168, 6, 56, 100, 710, 28, 20, 7, 28, 56, 84, 134, 710
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 71, 438, 28, 17, 10, 28, 56, 84, 102, 438
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 87, 615, 28, 21, 6, 28, 56, 84, 118, 615
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 0, 35, 35, 0, 1, 168, 7, 56, 83, 410, 28, 14, 13, 28, 56, 84, 118, 410
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 0, 29, 29, 0, 1, 168, 1, 56, 130, 682, 28, 16, 11, 28, 56, 84, 159, 682
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 0, 35, 35, 0, 1, 168, 7, 56, 138, 639, 28, 20, 7, 28, 56, 84, 173, 639
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 0, 33, 33, 0, 1, 168, 5, 56, 105, 704, 28, 16, 11, 28, 56, 84, 138, 704
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 88, 662, 28, 20, 7, 28, 56, 84, 119, 662
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 0, 32, 32, 0, 1, 168, 4, 56, 121, 706, 28, 18, 9, 28, 56, 84, 153, 706
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 0, 34, 34, 0, 1, 168, 6, 56, 148, 544, 28, 19, 8, 28, 56, 84, 182, 544
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 127, 616, 28, 17, 10, 28, 56, 84, 158, 616
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 0, 33, 33, 0, 1, 168, 5, 56, 133, 340, 28, 14, 13, 28, 56, 84, 166, 340
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 104, 457, 28, 19, 8, 28, 56, 84, 134, 457
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 0, 32, 32, 0, 1, 168, 4, 56, 112, 523, 28, 14, 13, 28, 56, 84, 144, 523
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 103, 616, 28, 19, 8, 28, 56, 84, 133, 616
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 0, 33, 33, 0, 1, 168, 5, 56, 143, 741, 28, 18, 9, 28, 56, 84, 176, 741
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 0, 33, 33, 0, 1, 168, 5, 56, 120, 505, 28, 14, 13, 28, 56, 84, 153, 505
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 82, 552, 28, 20, 7, 28, 56, 84, 112, 552
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 0, 36, 36, 0, 1, 168, 8, 56, 83, 827, 28, 18, 9, 28, 56, 84, 119, 827
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 0, 32, 32, 0, 1, 168, 4, 56, 110, 693, 28, 16, 11, 28, 56, 84, 142, 693
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 0, 32, 32, 0, 1, 168, 4, 56, 134, 871, 28, 24, 3, 28, 56, 84, 166, 871
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 0, 28, 28, 0, 1, 168, 0, 56, 106, 500, 28, 14, 13, 28, 56, 84, 134, 500
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 103, 690, 28, 16, 11, 28, 56, 84, 133, 690
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 0, 34, 34, 0, 1, 168, 6, 56, 147, 834, 28, 19, 8, 28, 56, 84, 181, 834
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 155, 791, 28, 15, 12, 28, 56, 84, 185, 791
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 0, 32, 32, 0, 1, 168, 4, 56, 150, 683, 28, 16, 11, 28, 56, 84, 182, 683
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 0, 34, 34, 0, 1, 168, 6, 56, 116, 767, 28, 16, 11, 28, 56, 84, 150, 767
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 0, 35, 35, 0, 1, 168, 7, 56, 54, 422, 28, 15, 12, 28, 56, 84, 89, 422
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 122, 707, 28, 17, 10, 28, 56, 84, 152, 707
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 0, 28, 28, 0, 1, 168, 0, 56, 109, 611, 28, 18, 9, 28, 56, 84, 137, 611
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 0, 37, 37, 0, 1, 168, 9, 56, 159, 869, 28, 14, 13, 28, 56, 84, 196, 869
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 0, 33, 33, 0, 1, 168, 5, 56, 78, 397, 28, 19, 8, 28, 56, 84, 111, 397
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 121, 792, 28, 20, 7, 28, 56, 84, 151, 792
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 0, 33, 33, 0, 1, 168, 5, 56, 119, 896, 28, 16, 11, 28, 56, 84, 152, 896
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 0, 29, 29, 0, 1, 168, 1, 56, 111, 624, 28, 17, 10, 28, 56, 84, 140, 624
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 89, 798, 28, 16, 11, 28, 56, 84, 120, 798
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 109, 564, 28, 17, 10, 28, 56, 84, 139, 564
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 0, 37, 37, 0, 1, 168, 9, 56, 114, 562, 28, 13, 14, 28, 56, 84, 151, 562
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 102, 764, 28, 22, 5, 28, 56, 84, 133, 764
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 0, 38, 38, 0, 1, 168, 10, 56, 113, 450, 28, 14, 13, 28, 56, 84, 151, 450
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 0, 34, 34, 0, 1, 168, 6, 56, 113, 702, 28, 19, 8, 28, 56, 84, 147, 702
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 115, 557, 28, 16, 11, 28, 56, 84, 146, 557
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 0, 29, 29, 0, 1, 168, 1, 56, 103, 764, 28, 18, 9, 28, 56, 84, 132, 764
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 0, 32, 32, 0, 1, 168, 4, 56, 133, 768, 28, 18, 9, 28, 56, 84, 165, 768
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 54, 601, 28, 22, 5, 28, 56, 84, 84, 601
INVAR-2, Run: 056, P, 0, 0, 0, 0, 0, 0, 33, 33, 0, 1, 168, 5, 56, 97, 457, 28, 16, 11, 28, 56, 84, 130, 457
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 155, 695, 28, 16, 11, 28, 56, 84, 186, 695
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 0, 32, 32, 0, 1, 168, 4, 56, 145, 532, 28, 18, 9, 28, 56, 84, 177, 532
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 0, 33, 33, 0, 1, 168, 5, 56, 68, 610, 28, 23, 4, 28, 56, 84, 101, 610
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 113, 743, 28, 15, 12, 28, 56, 84, 144, 743
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 0, 28, 28, 0, 1, 168, 0, 56, 80, 694, 28, 21, 6, 28, 56, 84, 108, 694
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 119, 909, 28, 16, 11, 28, 56, 84, 149, 909
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 0, 29, 29, 0, 1, 168, 1, 56, 103, 624, 28, 14, 13, 28, 56, 84, 132, 624
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 0, 34, 34, 0, 1, 168, 6, 56, 100, 372, 28, 20, 7, 28, 56, 84, 134, 372
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 0, 33, 33, 0, 1, 168, 5, 56, 94, 551, 28, 16, 11, 28, 56, 84, 127, 551
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 98, 562, 28, 15, 12, 28, 56, 84, 129, 562
INVAR-2, Run: 067, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 82, 587, 28, 15, 12, 28, 56, 84, 113, 587
INVAR-2, Run: 068, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 121, 617, 28, 20, 7, 28, 56, 84, 152, 617
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 125, 536, 28, 15, 12, 28, 56, 84, 156, 536
INVAR-2, Run: 070, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 72, 717, 28, 16, 11, 28, 56, 84, 103, 717
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 104, 611, 28, 16, 11, 28, 56, 84, 135, 611
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 0, 28, 28, 0, 1, 168, 0, 56, 82, 778, 28, 17, 10, 28, 56, 84, 110, 778
INVAR-2, Run: 073, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 133, 905, 28, 14, 13, 28, 56, 84, 163, 905
INVAR-2, Run: 074, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 127, 888, 28, 14, 13, 28, 56, 84, 158, 888
INVAR-2, Run: 075, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 138, 646, 28, 14, 13, 28, 56, 84, 169, 646
INVAR-2, Run: 076, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 75, 385, 28, 15, 12, 28, 56, 84, 105, 385
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 0, 32, 32, 0, 1, 168, 4, 56, 75, 682, 28, 19, 8, 28, 56, 84, 107, 682
INVAR-2, Run: 078, P, 0, 0, 0, 0, 0, 0, 40, 40, 0, 1, 168, 12, 56, 161, 575, 28, 19, 8, 28, 56, 84, 201, 575
INVAR-2, Run: 079, P, 0, 0, 0, 0, 0, 0, 33, 33, 0, 1, 168, 5, 56, 123, 693, 28, 18, 9, 28, 56, 84, 156, 693
INVAR-2, Run: 080, P, 0, 0, 0, 0, 0, 0, 33, 33, 0, 1, 168, 5, 56, 102, 452, 28, 15, 12, 28, 56, 84, 135, 452
INVAR-2, Run: 081, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 96, 532, 28, 19, 8, 28, 56, 84, 127, 532
INVAR-2, Run: 082, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 130, 775, 28, 18, 9, 28, 56, 84, 161, 775
INVAR-2, Run: 083, P, 0, 0, 0, 0, 0, 0, 33, 33, 0, 1, 168, 5, 56, 129, 767, 28, 17, 10, 28, 56, 84, 162, 767
INVAR-2, Run: 084, P, 0, 0, 0, 0, 0, 0, 33, 33, 0, 1, 168, 5, 56, 94, 771, 28, 18, 9, 28, 56, 84, 127, 771
INVAR-2, Run: 085, P, 0, 0, 0, 0, 0, 0, 32, 32, 0, 1, 168, 4, 56, 108, 446, 28, 20, 7, 28, 56, 84, 140, 446
INVAR-2, Run: 086, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 89, 680, 28, 21, 6, 28, 56, 84, 120, 680
INVAR-2, Run: 087, P, 0, 0, 0, 0, 0, 0, 29, 29, 0, 1, 168, 1, 56, 120, 436, 28, 20, 7, 28, 56, 84, 149, 436
INVAR-2, Run: 088, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 144, 792, 28, 20, 7, 28, 56, 84, 174, 792
INVAR-2, Run: 089, P, 0, 0, 0, 0, 0, 0, 29, 29, 0, 1, 168, 1, 56, 60, 483, 28, 21, 6, 28, 56, 84, 89, 483
INVAR-2, Run: 090, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 130, 515, 28, 15, 12, 28, 56, 84, 160, 515
INVAR-2, Run: 091, P, 0, 0, 0, 0, 0, 0, 37, 37, 0, 1, 168, 9, 56, 119, 829, 28, 21, 6, 28, 56, 84, 156, 829
INVAR-2, Run: 092, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 69, 528, 28, 18, 9, 28, 56, 84, 100, 528
INVAR-2, Run: 093, P, 0, 0, 0, 0, 0, 0, 35, 35, 0, 1, 168, 7, 56, 126, 682, 28, 16, 11, 28, 56, 84, 161, 682
INVAR-2, Run: 094, P, 0, 0, 0, 0, 0, 0, 30, 30, 0, 1, 168, 2, 56, 83, 646, 28, 19, 8, 28, 56, 84, 113, 646
INVAR-2, Run: 095, P, 0, 0, 0, 0, 0, 0, 32, 32, 0, 1, 168, 4, 56, 129, 617, 28, 17, 10, 28, 56, 84, 161, 617
INVAR-2, Run: 096, P, 0, 0, 0, 0, 0, 0, 33, 33, 0, 1, 168, 5, 56, 128, 758, 28, 19, 8, 28, 56, 84, 161, 758
INVAR-2, Run: 097, P, 0, 0, 0, 0, 0, 0, 35, 35, 0, 1, 168, 7, 56, 168, 695, 28, 17, 10, 28, 56, 84, 203, 695
INVAR-2, Run: 098, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 204, 1010, 28, 13, 14, 28, 56, 84, 235, 1010
INVAR-2, Run: 099, P, 0, 0, 0, 0, 0, 0, 34, 34, 0, 1, 168, 6, 56, 151, 953, 28, 15, 12, 28, 56, 84, 185, 953
INVAR-2, Run: 100, P, 0, 0, 0, 0, 0, 0, 31, 31, 0, 1, 168, 3, 56, 121, 685, 28, 18, 9, 28, 56, 84, 152, 685
INVAR-3, Run: 001, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 530, 3393, 82, 54, 27, 82, 164, 246, 616, 3393
INVAR-3, Run: 002, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 504, 3358, 82, 55, 26, 82, 164, 246, 589, 3358
INVAR-3, Run: 003, P, 0, 0, 0, 0, 0, 0, 83, 83, 0, 1, 492, 1, 164, 592, 2876, 82, 51, 30, 82, 164, 246, 675, 2876
INVAR-3, Run: 004, P, 0, 0, 0, 0, 0, 0, 87, 87, 0, 1, 492, 5, 164, 785, 4393, 82, 54, 27, 82, 164, 246, 872, 4393
INVAR-3, Run: 005, P, 0, 0, 0, 0, 0, 0, 84, 84, 0, 1, 492, 2, 164, 722, 3378, 82, 51, 30, 82, 164, 246, 806, 3378
INVAR-3, Run: 006, P, 0, 0, 0, 0, 0, 0, 87, 87, 0, 1, 492, 5, 164, 530, 2762, 82, 45, 36, 82, 164, 246, 617, 2762
INVAR-3, Run: 007, P, 0, 0, 0, 0, 0, 0, 89, 89, 0, 1, 492, 7, 164, 676, 3301, 82, 52, 29, 82, 164, 246, 765, 3301
INVAR-3, Run: 008, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 597, 3173, 82, 48, 33, 82, 164, 246, 682, 3173
INVAR-3, Run: 009, P, 0, 0, 0, 0, 0, 0, 91, 91, 0, 1, 492, 9, 164, 548, 3003, 82, 51, 30, 82, 164, 246, 639, 3003
INVAR-3, Run: 010, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 450, 3648, 82, 58, 23, 82, 164, 246, 535, 3648
INVAR-3, Run: 011, P, 0, 0, 0, 0, 0, 0, 87, 87, 0, 1, 492, 5, 164, 729, 3869, 82, 46, 35, 82, 164, 246, 816, 3869
INVAR-3, Run: 012, P, 0, 0, 0, 0, 0, 0, 90, 90, 0, 1, 492, 8, 164, 726, 3787, 82, 52, 29, 82, 164, 246, 816, 3787
INVAR-3, Run: 013, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 628, 3721, 82, 48, 33, 82, 164, 246, 714, 3721
INVAR-3, Run: 014, P, 0, 0, 0, 0, 0, 0, 90, 90, 0, 1, 492, 8, 164, 756, 4058, 82, 53, 28, 82, 164, 246, 846, 4058
INVAR-3, Run: 015, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 621, 4125, 82, 46, 35, 82, 164, 246, 706, 4125
INVAR-3, Run: 016, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 631, 4277, 82, 63, 18, 82, 164, 246, 716, 4277
INVAR-3, Run: 017, P, 0, 0, 0, 0, 0, 0, 90, 90, 0, 1, 492, 8, 164, 737, 3990, 82, 48, 33, 82, 164, 246, 827, 3990
INVAR-3, Run: 018, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 590, 3370, 82, 47, 34, 82, 164, 246, 676, 3370
INVAR-3, Run: 019, P, 0, 0, 0, 0, 0, 0, 84, 84, 0, 1, 492, 2, 164, 551, 3470, 82, 49, 32, 82, 164, 246, 635, 3470
INVAR-3, Run: 020, P, 0, 0, 0, 0, 0, 0, 89, 89, 0, 1, 492, 7, 164, 513, 3371, 82, 50, 31, 82, 164, 246, 602, 3371
INVAR-3, Run: 021, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 578, 3391, 82, 49, 32, 82, 164, 246, 664, 3391
INVAR-3, Run: 022, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 603, 3368, 82, 51, 30, 82, 164, 246, 688, 3368
INVAR-3, Run: 023, P, 0, 0, 0, 0, 0, 0, 87, 87, 0, 1, 492, 5, 164, 810, 3981, 82, 56, 25, 82, 164, 246, 897, 3981
