Input Number, Run_Number, Result@ 100, ab, ar, Leaderag, ah, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderah, ao, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-11, Run: 096, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 0, 4, 2, 1, 0, 2, 0, 0, 1, 0, 3, 1, 1, 1, 3, 2, 0, 15, 1, 18, 2, 1, 1, 0, 1, 1, 0, 41, 10, 43, 11, 1, 1, 0, 2, 0, 2, 0, 3, 1, 1, 5, 0, 0, 11, 0, 1, 12, 2, 1, 1, 1, 1, 1, 0, 0, 4, 0, 0, 0, 0, 6, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 1, 1, 0, 0, 0, 3, 2, 6, 1, 4, 1
INVAR-11, Run: 097, P, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 0, 5, 3, 0, 0, 2, 0, 0, 2, 0, 3, 1, 0, 1, 2, 0, 0, 1, 1, 2, 2, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 7, 0, 6, 3, 7, 4, 1, 2, 0, 0, 9, 3, 2, 10, 3, 1, 1, 1, 1, 1, 0, 0, 8, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 13, 0, 14, 1, 1, 1
INVAR-11, Run: 098, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 1, 0, 2, 0, 0, 48, 13, 50, 14, 0, 1, 4, 1, 0, 10, 4, 12, 5, 1, 1, 0, 1, 1, 0, 1, 0, 3, 1, 1, 1, 0, 5, 0, 20, 5, 21, 6, 1, 5, 0, 0, 6, 3, 3, 7, 4, 1, 1, 1, 1, 1, 0, 0, 6, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 0, 0, 1, 0, 0, 8, 2, 8, 1, 2, 0
INVAR-11, Run: 099, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 1, 1, 0, 1, 19, 9, 22, 12, 2, 1, 4, 1, 0, 6, 1, 8, 2, 1, 1, 0, 2, 0, 0, 22, 3, 23, 4, 1, 0, 1, 0, 0, 5, 1, 7, 2, 1, 5, 0, 0, 6, 0, 2, 7, 3, 1, 1, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 2, 0, 1, 0, 0, 6, 3, 9, 1, 4, 1
INVAR-11, Run: 100, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 0, 3, 3, 0, 0, 1, 1, 0, 6, 0, 8, 1, 2, 1, 2, 3, 0, 2, 0, 6, 1, 1, 1, 0, 2, 0, 0, 34, 10, 35, 11, 1, 1, 0, 4, 0, 2, 0, 3, 1, 1, 5, 0, 0, 4, 0, 4, 5, 5, 1, 1, 1, 1, 1, 0, 0, 7, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 10, 0, 0, 0, 1, 0, 23, 6, 25, 1, 7, 1
INVAR-12, Run: 001, P, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 0, 3, 3, 6, 4, 0, 1, 3, 0, 0, 14, 1, 15, 2, 1, 1, 0, 0, 1, 0, 1, 1, 3, 2, 1, 1, 0, 41, 0, 3, 1, 4, 2, 1, 3, 0, 0, 15, 4, 3, 16, 3, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 002, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 1, 0, 0, 4, 2, 5, 3, 0, 1, 3, 0, 0, 42, 7, 43, 8, 1, 1, 0, 1, 0, 0, 13, 3, 13, 3, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 1, 0, 5, 4, 2, 7, 3, 1, 1, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 003, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1, 0, 0, 2, 0, 3, 1, 1, 1, 3, 0, 0, 1, 0, 2, 1, 1, 1, 0, 1, 0, 0, 20, 7, 21, 8, 1, 1, 0, 11, 0, 3, 0, 4, 1, 1, 3, 0, 0, 2, 2, 0, 3, 1, 1, 1, 1, 1, 1, 0, 0, 13, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 1, 0, 0, 0, 10, 1, 12, 1, 3, 1
INVAR-12, Run: 004, P, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 1, 0, 0, 38, 9, 40, 9, 0, 0, 2, 0, 1, 11, 1, 13, 3, 1, 1, 0, 1, 0, 0, 1, 1, 2, 2, 1, 1, 0, 29, 0, 14, 2, 15, 3, 1, 3, 0, 0, 24, 7, 5, 24, 5, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 005, P, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 0, 0, 9, 5, 11, 6, 1, 1, 1, 0, 0, 2, 0, 3, 1, 1, 1, 0, 0, 0, 0, 5, 0, 6, 1, 1, 0, 1, 26, 0, 15, 2, 17, 3, 1, 1, 0, 0, 3, 6, 0, 4, 1, 1, 1, 1, 1, 1, 0, 0, 28, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 25, 4, 25, 1, 4, 0
INVAR-12, Run: 006, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 1, 0, 1, 0, 0, 14, 1, 16, 2, 0, 1, 2, 0, 1, 10, 2, 12, 4, 1, 1, 0, 1, 0, 0, 10, 6, 11, 7, 1, 1, 0, 1, 0, 3, 0, 4, 1, 1, 2, 1, 0, 10, 0, 2, 12, 3, 1, 1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 17, 5, 18, 1, 6, 1
INVAR-12, Run: 007, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 1, 0, 0, 0, 1, 13, 5, 16, 7, 0, 1, 3, 0, 0, 2, 0, 3, 1, 1, 1, 0, 1, 0, 0, 3, 1, 4, 2, 1, 1, 0, 9, 0, 8, 2, 9, 3, 1, 3, 0, 0, 11, 1, 3, 12, 4, 1, 1, 1, 1, 1, 0, 0, 10, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 3, 2, 4, 1, 3, 1
INVAR-12, Run: 008, P, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 1, 0, 6, 1, 8, 2, 0, 1, 2, 1, 0, 17, 1, 19, 2, 1, 1, 0, 1, 0, 0, 24, 10, 24, 10, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 2, 1, 0, 16, 8, 1, 17, 1, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 009, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 1, 0, 0, 6, 1, 7, 2, 0, 1, 3, 0, 0, 1, 0, 2, 1, 1, 1, 0, 0, 1, 0, 1, 0, 3, 1, 1, 1, 0, 12, 0, 19, 6, 20, 7, 1, 3, 0, 0, 7, 5, 2, 8, 3, 1, 1, 1, 1, 1, 0, 0, 13, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 1, 0, 0, 11, 1, 12, 1, 2, 1
INVAR-12, Run: 010, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 1, 0, 0, 7, 2, 8, 3, 0, 1, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 16, 8, 17, 9, 1, 1, 0, 33, 0, 11, 2, 12, 3, 1, 3, 0, 0, 2, 11, 1, 3, 2, 1, 1, 1, 1, 1, 0, 0, 34, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 1, 3, 1, 5, 1, 3, 1
INVAR-12, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 0, 1, 0, 4, 0, 6, 1, 0, 1, 3, 0, 0, 7, 0, 8, 1, 1, 1, 0, 1, 0, 0, 15, 2, 16, 3, 1, 0, 1, 2, 0, 8, 0, 10, 1, 1, 3, 0, 0, 46, 2, 7, 47, 8, 1, 1, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 1, 0, 0, 2, 0, 3, 1, 1, 1
INVAR-12, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 0, 0, 10, 0, 11, 1, 2, 1, 2, 1, 0, 2, 0, 4, 1, 1, 1, 0, 1, 0, 0, 2, 3, 3, 4, 1, 0, 0, 8, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 4, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 11, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 9, 3, 10, 1, 4, 1
INVAR-12, Run: 013, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 6, 0, 7, 1, 0, 1, 2, 1, 0, 8, 1, 10, 2, 1, 1, 1, 1, 0, 0, 31, 5, 31, 5, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 8, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 014, P, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 1, 0, 0, 5, 0, 7, 1, 0, 1, 3, 0, 0, 6, 0, 7, 1, 1, 1, 0, 1, 0, 0, 10, 1, 10, 1, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 2, 1, 0, 6, 14, 3, 7, 3, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 015, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 0, 0, 17, 8, 18, 9, 2, 1, 1, 1, 0, 0, 0, 2, 1, 1, 1, 0, 1, 0, 0, 6, 2, 7, 3, 1, 0, 0, 4, 0, 2, 2, 3, 3, 1, 2, 0, 0, 4, 0, 2, 5, 3, 1, 1, 1, 1, 1, 0, 0, 7, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 21, 11, 22, 1, 12, 1
INVAR-12, Run: 016, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 0, 0, 1, 4, 0, 6, 2, 0, 1, 2, 1, 0, 1, 0, 3, 1, 1, 1, 0, 1, 0, 0, 4, 2, 5, 3, 1, 1, 0, 22, 0, 29, 10, 30, 11, 1, 3, 0, 0, 3, 3, 1, 4, 2, 1, 1, 1, 1, 1, 0, 0, 23, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 0, 6, 1, 7, 1, 2, 1
INVAR-12, Run: 017, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 3, 0, 4, 1, 1, 1, 2, 1, 0, 2, 1, 4, 2, 1, 1, 0, 1, 0, 0, 50, 10, 51, 10, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 5, 0, 3, 6, 4, 1, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 018, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 1, 0, 0, 29, 9, 30, 10, 0, 1, 1, 0, 2, 30, 7, 33, 10, 1, 1, 0, 1, 0, 0, 28, 1, 29, 2, 1, 1, 0, 1, 0, 4, 3, 4, 3, 0, 2, 1, 0, 8, 0, 1, 10, 2, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 019, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 0, 1, 1, 0, 0, 11, 5, 13, 7, 0, 1, 3, 0, 0, 3, 1, 4, 2, 1, 1, 0, 1, 0, 0, 13, 4, 14, 5, 1, 1, 0, 4, 0, 6, 1, 7, 2, 1, 3, 0, 0, 3, 1, 1, 4, 2, 1, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 1, 0, 0, 2, 0, 3, 1, 1, 1
INVAR-12, Run: 020, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 1, 0, 4, 2, 6, 3, 0, 1, 3, 0, 0, 26, 10, 27, 11, 1, 1, 0, 1, 0, 0, 18, 4, 19, 5, 1, 1, 0, 18, 0, 6, 2, 7, 2, 0, 2, 1, 0, 1, 4, 1, 3, 2, 1, 1, 1, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 021, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1, 0, 0, 5, 1, 6, 2, 1, 1, 2, 1, 0, 0, 0, 2, 1, 1, 1, 0, 1, 0, 0, 10, 3, 11, 4, 1, 1, 0, 3, 0, 1, 1, 2, 2, 1, 2, 0, 1, 7, 0, 3, 9, 5, 1, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 2, 0, 1, 0, 0, 4, 0, 7, 1, 1, 1
INVAR-12, Run: 022, P, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 1, 0, 6, 1, 8, 2, 0, 1, 3, 0, 0, 15, 5, 16, 6, 1, 1, 0, 1, 0, 0, 45, 6, 45, 6, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 3, 1, 4, 2, 1, 1, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 023, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 1, 0, 5, 4, 7, 5, 0, 1, 2, 1, 0, 21, 9, 23, 10, 1, 1, 0, 0, 1, 0, 6, 0, 8, 1, 1, 0, 1, 22, 0, 13, 6, 14, 6, 0, 2, 1, 0, 5, 6, 3, 7, 4, 1, 1, 1, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 024, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 1, 0, 0, 10, 3, 11, 4, 0, 1, 2, 1, 0, 3, 0, 5, 1, 1, 1, 0, 1, 0, 0, 29, 7, 30, 8, 1, 1, 0, 26, 0, 1, 0, 1, 0, 0, 1, 2, 0, 12, 8, 1, 15, 2, 1, 1, 1, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
