Input Number, Run_Number, Result@ 100, H, B, PE, X1, M, PO, CE, Y, D, CO, A, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 022, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 748, 3867, 82, 53, 44, 74, 164, 254, 822, 3867
INVAR-3, Run: 023, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 731, 2797, 82, 56, 39, 75, 164, 253, 806, 2797
INVAR-3, Run: 024, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480, 12, 164, 561, 4119, 82, 55, 38, 76, 164, 252, 637, 4119
INVAR-3, Run: 025, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480, 12, 164, 640, 3275, 82, 56, 37, 76, 164, 252, 716, 3275
INVAR-3, Run: 026, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474, 18, 164, 692, 3369, 82, 61, 38, 73, 164, 255, 765, 3369
INVAR-3, Run: 027, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 646, 3043, 82, 54, 41, 75, 164, 253, 721, 3043
INVAR-3, Run: 028, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 557, 2649, 82, 49, 46, 75, 164, 253, 632, 2649
INVAR-3, Run: 029, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 609, 4171, 82, 64, 33, 74, 164, 254, 683, 4171
INVAR-3, Run: 030, F, 0, 0, 1, 0, 0, 0, 70, 70, 0, 0, 468, 24, 164, 786, 4349, 82, 63, 42, 70, 164, 258, 856, 4349
INVAR-3, Run: 031, F, 0, 0, 1, 0, 0, 0, 69, 69, 0, 0, 466, 26, 164, 799, 4664, 82, 58, 49, 69, 164, 259, 868, 4664
INVAR-3, Run: 032, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 828, 3003, 82, 52, 43, 75, 164, 253, 903, 3003
INVAR-3, Run: 033, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 680, 3612, 82, 54, 41, 75, 164, 253, 755, 3612
INVAR-3, Run: 034, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474, 18, 164, 754, 4218, 82, 61, 38, 73, 164, 255, 827, 4218
INVAR-3, Run: 035, F, 0, 0, 1, 0, 0, 0, 69, 69, 0, 0, 466, 26, 164, 777, 4542, 82, 62, 45, 69, 164, 259, 846, 4542
INVAR-3, Run: 036, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 640, 4073, 82, 62, 35, 74, 164, 254, 714, 4073
INVAR-3, Run: 037, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 511, 3615, 82, 66, 35, 72, 164, 256, 583, 3615
INVAR-3, Run: 038, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470, 22, 164, 709, 3417, 82, 56, 47, 71, 164, 257, 780, 3417
INVAR-3, Run: 039, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 812, 3854, 82, 67, 34, 72, 164, 256, 884, 3854
INVAR-3, Run: 040, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474, 18, 164, 673, 4285, 82, 59, 40, 73, 164, 255, 746, 4285
INVAR-3, Run: 041, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 505, 3200, 82, 64, 37, 72, 164, 256, 577, 3200
INVAR-3, Run: 042, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474, 18, 164, 772, 5364, 82, 64, 35, 73, 164, 255, 845, 5364
INVAR-3, Run: 043, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 707, 3456, 82, 54, 43, 74, 164, 254, 781, 3456
INVAR-3, Run: 044, F, 0, 0, 1, 0, 0, 0, 69, 69, 0, 0, 466, 26, 164, 745, 3638, 82, 68, 39, 69, 164, 259, 814, 3638
INVAR-3, Run: 045, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480, 12, 164, 622, 3553, 82, 53, 40, 76, 164, 252, 698, 3553
INVAR-3, Run: 046, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474, 18, 164, 813, 4670, 82, 64, 35, 73, 164, 255, 886, 4670
INVAR-3, Run: 047, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 607, 2711, 82, 58, 39, 74, 164, 254, 681, 2711
INVAR-3, Run: 048, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 545, 3589, 82, 66, 31, 74, 164, 254, 619, 3589
INVAR-3, Run: 049, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474, 18, 164, 667, 3398, 82, 60, 39, 73, 164, 255, 740, 3398
INVAR-3, Run: 050, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474, 18, 164, 646, 3988, 82, 54, 45, 73, 164, 255, 719, 3988
INVAR-3, Run: 051, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 685, 4517, 82, 57, 44, 72, 164, 256, 757, 4517
INVAR-3, Run: 052, F, 0, 0, 1, 0, 0, 0, 70, 70, 0, 0, 468, 24, 164, 787, 4432, 82, 55, 50, 70, 164, 258, 857, 4432
INVAR-3, Run: 053, F, 0, 0, 1, 0, 0, 0, 70, 70, 0, 0, 468, 24, 164, 752, 4219, 82, 60, 45, 70, 164, 258, 822, 4219
INVAR-3, Run: 054, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 538, 3832, 82, 65, 36, 72, 164, 256, 610, 3832
INVAR-3, Run: 055, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470, 22, 164, 630, 3277, 82, 58, 45, 71, 164, 257, 701, 3277
INVAR-3, Run: 056, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 690, 2630, 82, 50, 45, 75, 164, 253, 765, 2630
INVAR-3, Run: 057, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480, 12, 164, 751, 4654, 82, 63, 30, 76, 164, 252, 827, 4654
INVAR-3, Run: 058, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474, 18, 164, 556, 3668, 82, 60, 39, 73, 164, 255, 629, 3668
INVAR-3, Run: 059, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 734, 3961, 82, 57, 44, 72, 164, 256, 806, 3961
INVAR-3, Run: 060, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470, 22, 164, 796, 4632, 82, 62, 41, 71, 164, 257, 867, 4632
INVAR-3, Run: 061, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 667, 2759, 82, 51, 46, 74, 164, 254, 741, 2759
INVAR-3, Run: 062, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480, 12, 164, 554, 2868, 82, 61, 32, 76, 164, 252, 630, 2868
INVAR-3, Run: 063, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470, 22, 164, 680, 4516, 82, 60, 43, 71, 164, 257, 751, 4516
INVAR-3, Run: 064, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 656, 3766, 82, 62, 39, 72, 164, 256, 728, 3766
INVAR-3, Run: 065, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470, 22, 164, 747, 3408, 82, 49, 54, 71, 164, 257, 818, 3408
INVAR-3, Run: 066, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 733, 4068, 82, 57, 40, 74, 164, 254, 807, 4068
INVAR-3, Run: 067, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 639, 3547, 82, 57, 44, 72, 164, 256, 711, 3547
INVAR-3, Run: 068, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480, 12, 164, 570, 3676, 82, 60, 33, 76, 164, 252, 646, 3676
INVAR-3, Run: 069, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 614, 3401, 82, 60, 35, 75, 164, 253, 689, 3401
INVAR-3, Run: 070, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 753, 4079, 82, 61, 40, 72, 164, 256, 825, 4079
INVAR-3, Run: 071, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 632, 3753, 82, 56, 41, 74, 164, 254, 706, 3753
INVAR-3, Run: 072, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480, 12, 164, 786, 3557, 82, 53, 40, 76, 164, 252, 862, 3557
INVAR-3, Run: 073, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474, 18, 164, 710, 2762, 82, 64, 35, 73, 164, 255, 783, 2762
INVAR-3, Run: 074, F, 0, 0, 1, 0, 0, 0, 77, 77, 0, 0, 482, 10, 164, 729, 3229, 82, 50, 41, 77, 164, 251, 806, 3229
INVAR-3, Run: 075, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 816, 5350, 82, 61, 40, 72, 164, 256, 888, 5350
INVAR-3, Run: 076, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 632, 4262, 82, 65, 32, 74, 164, 254, 706, 4262
INVAR-3, Run: 077, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 520, 2985, 82, 49, 46, 75, 164, 253, 595, 2985
INVAR-3, Run: 078, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470, 22, 164, 623, 3033, 82, 68, 35, 71, 164, 257, 694, 3033
INVAR-3, Run: 079, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480, 12, 164, 652, 3399, 82, 52, 41, 76, 164, 252, 728, 3399
INVAR-3, Run: 080, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 764, 3610, 82, 64, 37, 72, 164, 256, 836, 3610
INVAR-3, Run: 081, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 743, 3435, 82, 52, 45, 74, 164, 254, 817, 3435
INVAR-3, Run: 082, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474, 18, 164, 627, 3001, 82, 56, 43, 73, 164, 255, 700, 3001
INVAR-3, Run: 083, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480, 12, 164, 642, 4173, 82, 63, 30, 76, 164, 252, 718, 4173
INVAR-3, Run: 084, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 714, 3707, 82, 53, 44, 74, 164, 254, 788, 3707
INVAR-3, Run: 085, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474, 18, 164, 775, 3153, 82, 65, 34, 73, 164, 255, 848, 3153
INVAR-3, Run: 086, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470, 22, 164, 761, 3693, 82, 55, 48, 71, 164, 257, 832, 3693
INVAR-3, Run: 087, F, 0, 0, 1, 0, 0, 0, 70, 70, 0, 0, 468, 24, 164, 699, 3307, 82, 63, 42, 70, 164, 258, 769, 3307
INVAR-3, Run: 088, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470, 22, 164, 718, 4560, 82, 62, 41, 71, 164, 257, 789, 4560
INVAR-3, Run: 089, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 683, 3731, 82, 63, 38, 72, 164, 256, 755, 3731
INVAR-3, Run: 090, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 675, 3305, 82, 59, 36, 75, 164, 253, 750, 3305
INVAR-3, Run: 091, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 754, 3891, 82, 62, 33, 75, 164, 253, 829, 3891
INVAR-3, Run: 092, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474, 18, 164, 698, 3656, 82, 58, 41, 73, 164, 255, 771, 3656
INVAR-3, Run: 093, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 567, 3796, 82, 63, 32, 75, 164, 253, 642, 3796
INVAR-3, Run: 094, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 603, 3934, 82, 63, 32, 75, 164, 253, 678, 3934
INVAR-3, Run: 095, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474, 18, 164, 627, 3828, 82, 60, 39, 73, 164, 255, 700, 3828
INVAR-3, Run: 096, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474, 18, 164, 548, 3605, 82, 65, 34, 73, 164, 255, 621, 3605
INVAR-3, Run: 097, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 586, 3990, 82, 56, 39, 75, 164, 253, 661, 3990
INVAR-3, Run: 098, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 863, 4959, 82, 66, 35, 72, 164, 256, 935, 4959
INVAR-3, Run: 099, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 917, 3974, 82, 56, 41, 74, 164, 254, 991, 3974
INVAR-3, Run: 100, F, 0, 0, 1, 0, 0, 0, 78, 78, 0, 0, 484, 8, 164, 941, 5654, 82, 57, 32, 78, 164, 250, 1019, 5654
INVAR-4, Run: 001, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 75, 348, 19, 16, 10, 16, 39, 62, 75, 458
INVAR-4, Run: 002, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 59, 327, 19, 20, 10, 14, 39, 64, 59, 433
INVAR-4, Run: 003, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 85, 495, 19, 16, 14, 14, 39, 64, 85, 601
INVAR-4, Run: 004, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 77, 301, 19, 19, 11, 14, 39, 64, 77, 407
INVAR-4, Run: 005, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 78, 614, 19, 22, 4, 16, 39, 62, 78, 724
INVAR-4, Run: 006, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 90, 507, 19, 13, 13, 16, 39, 62, 90, 617
INVAR-4, Run: 007, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0, 5, 39, 58, 287, 19, 12, 12, 17, 39, 61, 58, 399
INVAR-4, Run: 008, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0, 5, 39, 67, 379, 19, 10, 14, 17, 39, 61, 67, 491
INVAR-4, Run: 009, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 60, 490, 19, 17, 11, 15, 39, 63, 60, 598
INVAR-4, Run: 010, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 78, 415, 19, 16, 14, 14, 39, 64, 78, 521
INVAR-4, Run: 011, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 114, 672, 19, 16, 12, 15, 39, 63, 114, 780
INVAR-4, Run: 012, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 101, 572, 19, 16, 12, 15, 39, 63, 101, 680
INVAR-4, Run: 013, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 57, 403, 19, 21, 7, 15, 39, 63, 57, 511
INVAR-4, Run: 014, F, 0, 0, 0, 0, 0, 1, 0, 102, 12, 102, 0, 15, 39, 66, 602, 19, 20, 14, 12, 39, 66, 66, 704
INVAR-4, Run: 015, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 101, 828, 19, 20, 8, 15, 39, 63, 101, 936
INVAR-4, Run: 016, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 114, 601, 19, 14, 12, 16, 39, 62, 114, 711
INVAR-4, Run: 017, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 65, 482, 19, 25, 5, 14, 39, 64, 65, 588
INVAR-4, Run: 018, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 89, 402, 19, 14, 14, 15, 39, 63, 89, 510
INVAR-4, Run: 019, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0, 5, 39, 108, 715, 19, 18, 6, 17, 39, 61, 108, 827
INVAR-4, Run: 020, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 134, 740, 19, 15, 11, 16, 39, 62, 134, 850
INVAR-4, Run: 021, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 89, 417, 19, 16, 10, 16, 39, 62, 89, 527
INVAR-4, Run: 022, F, 0, 0, 0, 0, 0, 1, 0, 114, 18, 114, 0, 3, 39, 48, 210, 19, 18, 4, 18, 39, 60, 48, 324
INVAR-4, Run: 023, F, 0, 0, 0, 0, 0, 1, 0, 104, 13, 104, 0, 13, 39, 88, 665, 19, 21, 11, 13, 39, 65, 88, 769
INVAR-4, Run: 024, F, 0, 0, 0, 0, 0, 1, 0, 114, 18, 114, 0, 3, 39, 92, 342, 19, 14, 8, 18, 39, 60, 92, 456
INVAR-4, Run: 025, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 49, 363, 19, 14, 12, 16, 39, 62, 49, 473
INVAR-4, Run: 026, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 84, 486, 19, 19, 11, 14, 39, 64, 84, 592
INVAR-4, Run: 027, F, 0, 0, 0, 0, 0, 1, 0, 104, 13, 104, 0, 13, 39, 79, 669, 19, 19, 13, 13, 39, 65, 79, 773
INVAR-4, Run: 028, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 70, 334, 19, 13, 13, 16, 39, 62, 70, 444
INVAR-4, Run: 029, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0, 5, 39, 64, 322, 19, 14, 10, 17, 39, 61, 64, 434
INVAR-4, Run: 030, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 143, 733, 19, 13, 13, 16, 39, 62, 143, 843
INVAR-4, Run: 031, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 57, 275, 19, 19, 7, 16, 39, 62, 57, 385
INVAR-4, Run: 032, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0, 5, 39, 106, 379, 19, 14, 10, 17, 39, 61, 106, 491
INVAR-4, Run: 033, F, 0, 0, 0, 0, 0, 1, 0, 104, 13, 104, 0, 13, 39, 96, 427, 19, 24, 8, 13, 39, 65, 96, 531
INVAR-4, Run: 034, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 125, 674, 19, 17, 11, 15, 39, 63, 125, 782
INVAR-4, Run: 035, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 59, 484, 19, 14, 14, 15, 39, 63, 59, 592
INVAR-4, Run: 036, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 90, 738, 19, 18, 10, 15, 39, 63, 90, 846
INVAR-4, Run: 037, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 82, 386, 19, 15, 11, 16, 39, 62, 82, 496
INVAR-4, Run: 038, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 52, 377, 19, 19, 7, 16, 39, 62, 52, 487
INVAR-4, Run: 039, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 96, 514, 19, 25, 5, 14, 39, 64, 96, 620
INVAR-4, Run: 040, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 109, 595, 19, 18, 10, 15, 39, 63, 109, 703
INVAR-4, Run: 041, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 90, 393, 19, 18, 8, 16, 39, 62, 90, 503
INVAR-4, Run: 042, F, 0, 0, 0, 0, 0, 1, 0, 114, 18, 114, 0, 3, 39, 53, 473, 19, 16, 6, 18, 39, 60, 53, 587
INVAR-4, Run: 043, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 61, 357, 19, 13, 17, 14, 39, 64, 61, 463
INVAR-4, Run: 044, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 104, 543, 19, 22, 6, 15, 39, 63, 104, 651
INVAR-4, Run: 045, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 110, 724, 19, 18, 8, 16, 39, 62, 110, 834
INVAR-4, Run: 046, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 72, 441, 19, 16, 14, 14, 39, 64, 72, 547
INVAR-4, Run: 047, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 52, 356, 19, 13, 13, 16, 39, 62, 52, 466
INVAR-4, Run: 048, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 96, 444, 19, 10, 16, 16, 39, 62, 96, 554
INVAR-4, Run: 049, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 111, 562, 19, 21, 5, 16, 39, 62, 111, 672
INVAR-4, Run: 050, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 56, 390, 19, 21, 5, 16, 39, 62, 56, 500
INVAR-4, Run: 051, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 83, 685, 19, 15, 11, 16, 39, 62, 83, 795
INVAR-4, Run: 052, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 108, 480, 19, 19, 11, 14, 39, 64, 108, 586
INVAR-4, Run: 053, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 86, 466, 19, 16, 12, 15, 39, 63, 86, 574
INVAR-4, Run: 054, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 82, 354, 19, 15, 11, 16, 39, 62, 82, 464
INVAR-4, Run: 055, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 61, 359, 19, 12, 14, 16, 39, 62, 61, 469
INVAR-4, Run: 056, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 84, 331, 19, 21, 9, 14, 39, 64, 84, 437
INVAR-4, Run: 057, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 61, 299, 19, 19, 11, 14, 39, 64, 61, 405
INVAR-4, Run: 058, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 92, 595, 19, 15, 13, 15, 39, 63, 92, 703
INVAR-4, Run: 059, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 116, 544, 19, 20, 8, 15, 39, 63, 116, 652
INVAR-4, Run: 060, F, 0, 0, 0, 0, 0, 1, 0, 104, 13, 104, 0, 13, 39, 56, 395, 19, 19, 13, 13, 39, 65, 56, 499
INVAR-4, Run: 061, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0, 5, 39, 139, 636, 19, 14, 10, 17, 39, 61, 139, 748
INVAR-4, Run: 062, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 68, 402, 19, 22, 8, 14, 39, 64, 68, 508
INVAR-4, Run: 063, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 80, 436, 19, 18, 10, 15, 39, 63, 80, 544
INVAR-4, Run: 064, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 74, 315, 19, 13, 15, 15, 39, 63, 74, 423
INVAR-4, Run: 065, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 82, 629, 19, 20, 10, 14, 39, 64, 82, 735
INVAR-4, Run: 066, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 107, 579, 19, 19, 9, 15, 39, 63, 107, 687
INVAR-4, Run: 067, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 106, 680, 19, 15, 11, 16, 39, 62, 106, 790
INVAR-4, Run: 068, F, 0, 0, 0, 0, 0, 1, 0, 104, 13, 104, 0, 13, 39, 59, 406, 19, 14, 18, 13, 39, 65, 59, 510
INVAR-4, Run: 069, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 98, 438, 19, 16, 10, 16, 39, 62, 98, 548
INVAR-4, Run: 070, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 71, 307, 19, 20, 6, 16, 39, 62, 71, 417
INVAR-4, Run: 071, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 44, 378, 19, 16, 10, 16, 39, 62, 44, 488
INVAR-4, Run: 072, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 76, 439, 19, 16, 10, 16, 39, 62, 76, 549
INVAR-4, Run: 073, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 71, 290, 19, 16, 10, 16, 39, 62, 71, 400
INVAR-4, Run: 074, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 89, 328, 19, 13, 13, 16, 39, 62, 89, 438
INVAR-4, Run: 075, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 105, 645, 19, 22, 8, 14, 39, 64, 105, 751
INVAR-4, Run: 076, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 77, 199, 19, 14, 12, 16, 39, 62, 77, 309
INVAR-4, Run: 077, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 83, 498, 19, 17, 9, 16, 39, 62, 83, 608
INVAR-4, Run: 078, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 89, 543, 19, 21, 7, 15, 39, 63, 89, 651
INVAR-4, Run: 079, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 90, 465, 19, 22, 8, 14, 39, 64, 90, 571
INVAR-4, Run: 080, F, 0, 0, 0, 0, 0, 1, 0, 112, 17, 112, 0, 5, 39, 68, 514, 19, 18, 6, 17, 39, 61, 68, 626
INVAR-4, Run: 081, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 52, 206, 19, 21, 5, 16, 39, 62, 52, 316
INVAR-4, Run: 082, F, 0, 0, 0, 0, 0, 1, 0, 106, 14, 106, 0, 11, 39, 72, 447, 19, 20, 10, 14, 39, 64, 72, 553
INVAR-4, Run: 083, F, 0, 0, 0, 0, 0, 1, 0, 110, 16, 110, 0, 7, 39, 114, 726, 19, 18, 8, 16, 39, 62, 114, 836
INVAR-4, Run: 084, F, 0, 0, 0, 0, 0, 1, 0, 108, 15, 108, 0, 9, 39, 50, 258, 19, 23, 5, 15, 39, 63, 50, 366
